,0,1,2,3,4,5,6,7,8,9
0,"1. Mon,4/4 at TEX L (2-3)#",Aoki-LF,Marte-SS,Cano-2B,Cruz-RF,Seager-3B,Gutierrez-DH,Lind-1B,Iannetta-C,Martin-CF
1,"2. Tue,4/5 at TEX W (10-2)#",Aoki-LF,Marte-SS,Cano-2B,Cruz-DH,Seager-3B,Gutierrez-RF,Iannetta-C,Lee-1B,Martin-CF
2,"3. Wed,4/6 at TEX W (9-5)",Martin-CF,Seager-3B,Cano-2B,Cruz-RF,Lind-1B,Smith-DH,Sardinas-LF,Clevenger-C,Marte-SS
3,"4. Fri,4/8 vs OAK L (2-3)#",Aoki-LF,Marte-SS,Cano-2B,Cruz-RF,Seager-3B,Iannetta-C,Gutierrez-DH,Lee-1B,Martin-CF
4,"5. Sat,4/9 vs OAK L (1-6)#",Aoki-LF,Marte-SS,Cano-2B,Cruz-DH,Seager-3B,Iannetta-C,Gutierrez-RF,Lee-1B,Martin-CF
5,"6. Sun,4/10 vs OAK L (1-2)",Aoki-LF,Seager-3B,Cano-2B,Cruz-RF,Lind-1B,Smith-DH,Marte-SS,Clevenger-C,Martin-CF
6,"7. Mon,4/11 vs TEX L (3-7)",Aoki-LF,Seager-3B,Cano-2B,Cruz-DH,Lind-1B,Smith-RF,Iannetta-C,Marte-SS,Martin-CF
7,"8. Tue,4/12 vs TEX L (0-8)#",Aoki-LF,Sardinas-SS,Cano-2B,Cruz-RF,Seager-3B,Iannetta-C,Gutierrez-DH,Lee-1B,Martin-CF
8,"9. Wed,4/13 vs TEX W (4-2)",Aoki-LF,Smith-DH,Cano-2B,Cruz-RF,Seager-3B,Lind-1B,Iannetta-C,Martin-CF,Marte-SS
9,"10. Fri,4/15 at NYY W (7-1)",Aoki-LF,Smith-DH,Cano-2B,Cruz-RF,Seager-3B,Lind-1B,Iannetta-C,Martin-CF,Marte-SS
