,0,1,2,3,4,5,6,7,8,9
0,"1. Sun,4/2 at ARI L (5-6)",Span-CF,Belt-1B,Pence-RF,Posey-C,Crawford-SS,Nunez-3B,Parker-LF,Panik-2B,Bumgarner-P
1,"2. Tue,4/4 at ARI W (8-4)#",Hernandez-CF,Belt-1B,Pence-RF,Posey-C,Crawford-SS,Nunez-3B,Marrero-LF,Panik-2B,Cueto-P
2,"3. Wed,4/5 at ARI L (6-8)",Hernandez-CF,Belt-1B,Pence-RF,Posey-C,Crawford-SS,Nunez-3B,Parker-LF,Panik-2B,Moore-P
3,"4. Thu,4/6 at ARI L (3-9)#",Hernandez-CF,Belt-1B,Pence-RF,Posey-C,Crawford-SS,Nunez-3B,Marrero-LF,Hill-2B,Samardzija-P
4,"5. Fri,4/7 at SDP L (6-7)",Panik-2B,Hill-LF,Belt-1B,Crawford-SS,Hundley-C,Nunez-3B,Parker-RF,Hernandez-CF,Cain-P
5,"6. Sat,4/8 at SDP L (1-2)",Span-CF,Belt-1B,Pence-RF,Posey-C,Crawford-SS,Nunez-3B,Panik-2B,Parker-LF,Bumgarner-P
6,"7. Sun,4/9 at SDP W (5-3)#",Span-CF,Belt-1B,Pence-RF,Posey-C,Crawford-SS,Nunez-3B,Marrero-LF,Hill-2B,Cueto-P
7,"8. Mon,4/10 vs ARI W (4-1)",Span-CF,Belt-1B,Pence-RF,Posey-C,Crawford-SS,Nunez-3B,Panik-2B,Parker-LF,Moore-P
8,"9. Tue,4/11 vs ARI L (3-4)#",Hernandez-CF,Belt-1B,Pence-RF,Hill-3B,Hundley-C,Nunez-SS,Marrero-LF,Panik-2B,Samardzija-P
9,"10. Wed,4/12 vs ARI W (6-2)",Span-CF,Belt-1B,Pence-RF,Crawford-SS,Gillaspie-3B,Hundley-C,Panik-2B,Parker-LF,Cain-P
10,"11. Thu,4/13 vs COL L (1-3)",Span-CF,Panik-2B,Belt-1B,Pence-RF,Gillaspie-3B,Nunez-SS,Parker-LF,Federowicz-C,Bumgarner-P
11,"12. Fri,4/14 vs COL W (8-2)#",Span-CF,Belt-1B,Pence-RF,Hundley-C,Crawford-SS,Nunez-3B,Marrero-LF,Panik-2B,Cueto-P
12,"13. Sat,4/15 vs COL L (0-5)",Span-CF,Panik-2B,Pence-RF,Crawford-SS,Gillaspie-1B,Nunez-3B,Hundley-C,Parker-LF,Moore-P
13,"14. Sun,4/16 vs COL L (3-4)",Span-CF,Belt-1B,Pence-RF,Crawford-SS,Hundley-C,Nunez-3B,Panik-2B,Marrero-LF,Samardzija-P
14,"15. Tue,4/18 at KCR W (2-1)",Span-CF,Belt-1B,Pence-RF,Posey-DH,Crawford-SS,Nunez-3B,Hundley-C,Panik-2B,Marrero-LF
15,"16. Wed,4/19 at KCR L (0-2)#",Hill-LF,Belt-1B,Pence-RF,Posey-DH,Crawford-SS,Nunez-3B,Hundley-C,Panik-2B,Hernandez-CF
