,0,1,2,3,4,5,6,7,8,9
0,"1. Thu,3/28 vs ARI W (12-5)",Pederson-LF,Seager-SS,Turner-3B,Muncy-1B,Pollock-CF,Bellinger-RF,Hernandez-2B,Barnes-C,Ryu-P
1,"2. Fri,3/29 vs ARI L (4-5)#",Hernandez-2B,Turner-3B,Freese-1B,Pollock-CF,Seager-SS,Taylor-LF,Bellinger-RF,Martin-C,Stripling-P
2,"3. Sat,3/30 vs ARI W (18-5)",Pederson-LF,Seager-SS,Turner-3B,Bellinger-RF,Pollock-CF,Muncy-1B,Taylor-2B,Barnes-C,Maeda-P
3,"4. Sun,3/31 vs ARI W (8-7)",Pederson-LF,Bellinger-1B,Pollock-CF,Muncy-3B,Hernandez-2B,Verdugo-RF,Taylor-SS,Martin-C,Buehler-P
4,"5. Mon,4/1 vs SFG L (2-4)#",Hernandez-2B,Turner-3B,Seager-SS,Pollock-CF,Freese-1B,Bellinger-RF,Taylor-LF,Barnes-C,Urias-P
5,"6. Tue,4/2 vs SFG W (6-5)#",Hernandez-2B,Turner-3B,Seager-SS,Pollock-CF,Bellinger-RF,Taylor-LF,Muncy-1B,Martin-C,Ryu-P
6,"7. Wed,4/3 vs SFG W (5-3)#",Hernandez-2B,Turner-3B,Freese-1B,Seager-SS,Pollock-CF,Bellinger-RF,Taylor-LF,Barnes-C,Stripling-P
7,"8. Fri,4/5 at COL W (10-6)#",Hernandez-2B,Seager-SS,Turner-3B,Bellinger-RF,Pollock-CF,Muncy-1B,Taylor-LF,Martin-C,Maeda-P
8,"9. Sat,4/6 at COL W (7-2)",Pederson-LF,Seager-SS,Turner-3B,Bellinger-1B,Pollock-CF,Muncy-2B,Verdugo-RF,Barnes-C,Buehler-P
9,"10. Sun,4/7 at COL W (12-6)",Pederson-LF,Turner-3B,Seager-SS,Pollock-CF,Bellinger-RF,Freese-1B,Hernandez-2B,Barnes-C,Urias-P
10,"11. Mon,4/8 at STL L (3-4)",Pederson-LF,Seager-SS,Bellinger-1B,Pollock-CF,Muncy-3B,Verdugo-RF,Hernandez-2B,Martin-C,Ryu-P
11,"12. Tue,4/9 at STL L (0-4)",Pederson-LF,Turner-3B,Bellinger-RF,Pollock-CF,Muncy-1B,Hernandez-2B,Taylor-SS,Barnes-C,Stripling-P
12,"13. Wed,4/10 at STL L (2-7)",Pederson-LF,Seager-SS,Turner-3B,Bellinger-1B,Muncy-2B,Verdugo-RF,Taylor-CF,Barnes-C,Maeda-P
13,"14. Thu,4/11 at STL L (7-11)",Pederson-LF,Turner-3B,Seager-SS,Pollock-CF,Muncy-2B,Freese-1B,Hernandez-RF,Gale-C,Buehler-P
14,"15. Fri,4/12 vs MIL L (5-8)",Pederson-LF,Seager-SS,Turner-3B,Bellinger-1B,Pollock-CF,Verdugo-RF,Hernandez-2B,Barnes-C,Urias-P
15,"16. Sat,4/13 vs MIL L (1-4)",Pollock-CF,Seager-SS,Turner-3B,Bellinger-RF,Hernandez-2B,Muncy-1B,Taylor-LF,Barnes-C,Ferguson-P
16,"17. Sun,4/14 vs MIL W (7-1)",Pederson-LF,Seager-SS,Bellinger-1B,Pollock-CF,Muncy-3B,Verdugo-RF,Taylor-2B,Barnes-C,Stripling-P
17,"18. Mon,4/15 vs CIN W (4-3)",Pederson-LF,Seager-SS,Turner-3B,Bellinger-RF,Pollock-CF,Muncy-1B,Hernandez-2B,Barnes-C,Kershaw-P
18,"19. Tue,4/16 vs CIN W (6-1)",Pederson-LF,Seager-SS,Muncy-3B,Hernandez-2B,Verdugo-RF,Freese-1B,Taylor-CF,Gale-C,Maeda-P
19,"20. Wed,4/17 vs CIN W (3-2)",Pederson-LF,Bellinger-1B,Pollock-CF,Muncy-3B,Hernandez-2B,Verdugo-RF,Taylor-SS,Barnes-C,Buehler-P
20,"21. Thu,4/18 at MIL W (3-1)",Pederson-LF,Seager-SS,Turner-3B,Bellinger-RF,Pollock-CF,Muncy-1B,Hernandez-2B,Barnes-C,Urias-P
21,"22. Fri,4/19 at MIL W (5-3)",Pederson-LF,Seager-SS,Turner-3B,Bellinger-1B,Pollock-CF,Muncy-2B,Verdugo-RF,Barnes-C,Stripling-P
22,"23. Sat,4/20 at MIL L (0-5)",Pederson-LF,Turner-3B,Seager-SS,Pollock-CF,Bellinger-RF,Freese-1B,Taylor-2B,Gale-C,Ryu-P
23,"24. Sun,4/21 at MIL W (6-5)",Pederson-LF,Seager-SS,Turner-3B,Bellinger-RF,Muncy-1B,Hernandez-2B,Verdugo-CF,Barnes-C,Kershaw-P
