,Date,VH,Team,Pitcher,Open,Close
0,2019-03-29,V,CUB,JLESTER,-175,-200
1,2019-03-29,H,MIA,JURENA,155,175
2,2019-03-29,V,STL,CMARTINEZ,110,123
3,2019-03-29,H,NYM,NSYNDERGAARD,-125,-138
4,2019-03-29,V,PHI,ANOLA,-125,-131
5,2019-03-29,H,ATL,JTEHERAN,110,116
6,2019-03-29,V,MIL,CANDERSON,-115,-131
7,2019-03-29,H,SDG,CRICHARD,105,116
8,2019-03-29,V,SFO,TBLACH,260,266
9,2019-03-29,H,LAD,CKERSHAW,-300,-306
10,2019-03-29,V,COL,JGRAY,-115,-101
11,2019-03-29,H,ARI,PCORBIN,105,-109
12,2019-03-29,V,MIN,JODORIZZI,110,112
13,2019-03-29,H,BAL,DBUNDY,-125,-127
14,2019-03-29,V,HOU,JVERLANDER,-168,-160
15,2019-03-29,H,TEX,CHAMELS,148,140
16,2019-03-29,V,NYY,LSEVERINO,-155,-171
17,2019-03-29,H,TOR,JHAPP,140,151
18,2019-03-29,V,BOS,CSALE,-175,-173
19,2019-03-29,H,TAM,CARCHER,155,153
20,2019-03-29,V,LAA,GRICHARDS,-135,-118
21,2019-03-29,H,OAK,KGRAVEMAN,120,108
22,2019-03-29,V,CWS,JSHIELDS,150,125
23,2019-03-29,H,KAN,DDUFFY,-170,-140
24,2019-03-29,V,CLE,CKLUBER,-170,-180
25,2019-03-29,H,SEA,FHERNANDEZ,150,160
26,2019-03-30,V,CUB,KHENDRICKS,-230,-200
27,2019-03-30,H,MIA,CSMITH,205,175
28,2019-03-30,V,PHI,NPIVETTA,115,-109
29,2019-03-30,H,ATL,MFOLTYNEWICZ,-130,-101
30,2019-03-30,V,COL,TANDERSON,145,128
31,2019-03-30,H,ARI,RRAY,-165,-143
32,2019-03-30,V,SFO,JCUETO,170,143
33,2019-03-30,H,LAD,AWOOD,-190,-163
34,2019-03-30,V,MIL,JCHACIN,-123,-113
35,2019-03-30,H,SDG,JLUCCHESI,113,103
36,2019-03-30,V,NYY,MTANAKA,-145,-137
37,2019-03-30,H,TOR,ASANCHEZ,130,122
38,2019-03-30,V,BOS,DPRICE,-175,-141
39,2019-03-30,H,TAM,BSNELL,155,126
40,2019-03-30,V,HOU,DKEUCHEL,-200,-170
41,2019-03-30,H,TEX,DFISTER,175,150
42,2019-03-30,V,LAA,TSKAGGS,-103,-114
43,2019-03-30,H,OAK,SMANAEA,-107,104
44,2019-03-30,V,WAS,MSCHERZER,-200,-215
45,2019-03-30,H,CIN,HBAILEY,175,190
46,2019-03-30,V,PIT,INOVA,-119,-129
47,2019-03-30,H,DET,JZIMMERMANN,109,114
48,2019-03-31,V,STL,MWACHA,140,107
49,2019-03-31,H,NYM,JDEGROM,-155,-117
50,2019-03-31,V,WAS,SSTRASBURG,-185,-145
51,2019-03-31,H,CIN,LCASTILLO,165,130
52,2019-03-31,V,PHI,VVELASQUEZ,110,105
53,2019-03-31,H,ATL,BMCCARTHY,-125,-115
54,2019-03-31,V,CUB,YDARVISH,-230,-210
55,2019-03-31,H,MIA,ODESPAIGNE,205,185
56,2019-03-31,V,COL,GMARQUEZ,145,136
57,2019-03-31,H,ARI,ZGREINKE,-165,-151
58,2019-03-31,V,MIL,BSUTER,-125,-120
59,2019-03-31,H,SDG,LPERDOMO,110,110
60,2019-03-31,V,SFO,DHOLLAND,185,180
61,2019-03-31,H,LAD,KMAEDA,-210,-205
62,2019-03-31,V,HOU,LMCCULLERSJR.,-190,-201
63,2019-03-31,H,TEX,MMOORE,170,176
64,2019-03-31,V,LAA,MSHOEMAKER,-127,-107
65,2019-03-31,H,OAK,DMENGDEN,112,-103
66,2019-03-31,V,NYY,CSABATHIA,-145,-104
67,2019-03-31,H,TOR,MESTRADA,130,-106
68,2019-03-31,V,CLE,CCARRASCO,-121,-107
69,2019-03-31,H,SEA,JPAXTON,111,-103
70,2019-03-31,V,BOS,RPORCELLO,-155,-111
71,2019-03-31,H,TAM,AKITTREDGE,140,101
72,2019-03-31,V,MIN,KGIBSON,114,-119
73,2019-03-31,H,BAL,ACASHNER,-124,109
74,2019-03-31,V,CWS,LGIOLITO,111,-108
75,2019-03-31,H,KAN,IKENNEDY,-126,-102
76,2019-04-01,V,CUB,JQUINTANA,-205,-208
77,2019-04-01,H,MIA,DPETERS,180,183
78,2019-04-01,V,STL,LWEAVER,-111,-152
79,2019-04-01,H,NYM,SMATZ,101,137
80,2019-04-01,V,WAS,GGONZALEZ,-165,-131
81,2019-04-01,H,CIN,SROMANO,145,116
82,2019-04-01,V,SFO,CSTRATTON,165,175
83,2019-04-01,H,LAD,RHILL,-185,-195
84,2019-04-01,V,MIN,JBERRIOS,105,103
85,2019-04-01,H,BAL,KGAUSMAN,-115,-113
86,2019-04-01,V,NYY,SGRAY,-119,104
87,2019-04-01,H,TOR,MSTROMAN,109,-114
88,2019-04-01,V,BOS,HVELAZQUEZ,-115,104
89,2019-04-01,H,TAM,JFARIA,105,-114
90,2019-04-01,V,HOU,GCOLE,-155,-155
91,2019-04-01,H,TEX,MMINOR,140,140
92,2019-04-01,V,LAA,SOHTANI,-119,-126
93,2019-04-01,H,OAK,DGOSSETT,109,111
94,2019-04-01,V,CLE,TBAUER,-140,-145
95,2019-04-01,H,SEA,MLEAKE,125,130
96,2019-04-01,V,PIT,TWILLIAMS,-101,101
97,2019-04-01,H,DET,MFULMER,-109,-111
98,2019-04-01,V,PIT,CKUHL,-105,-121
99,2019-04-01,H,DET,RCARPENTER,-105,111
100,2019-04-02,V,STL,MMIKOLAS,115,101
101,2019-04-02,H,MIL,ZDAVIES,-130,-111
102,2019-04-02,V,CUB,TCHATWOOD,-140,-140
103,2019-04-02,H,CIN,TMAHLE,125,125
104,2019-04-02,V,WAS,TROARK,-130,-121
105,2019-04-02,H,ATL,SNEWCOMB,115,111
106,2019-04-02,V,LAD,HRYU,-115,-109
107,2019-04-02,H,ARI,TWALKER,105,-101
108,2019-04-02,V,COL,CBETTIS,-120,101
109,2019-04-02,H,SDG,BMITCHELL,110,-111
110,2019-04-02,V,KAN,JHAMMEL,-102,101
111,2019-04-02,H,DET,FLIRIANO,-108,-111
112,2019-04-02,V,CWS,RLOPEZ,125,155
113,2019-04-02,H,TOR,JGARCIA,-140,-175
114,2019-04-02,V,BAL,CTILLMAN,185,203
115,2019-04-02,H,HOU,CMORTON,-210,-228
116,2019-04-02,V,TEX,BCOLON,115,147
117,2019-04-02,H,OAK,ATRIGGS,-130,-167
118,2019-04-02,V,CLE,MCLEVINGER,-135,-111
119,2019-04-02,H,LAA,JRAMIREZ,120,101
120,2019-04-02,V,MIN,LLYNN,-102,131
121,2019-04-02,H,PIT,JTAILLON,-108,-146
122,2019-04-02,V,BOS,BJOHNSON,-170,-133
123,2019-04-02,H,MIA,TRICHARDS,150,118
124,2019-04-03,V,PHI,BLIVELY,103,111
125,2019-04-03,H,NYM,MHARVEY,-113,-126
126,2019-04-03,V,WAS,ACOLE,-115,-129
127,2019-04-03,H,ATL,JTEHERAN,105,114
128,2019-04-03,V,STL,JFLAHERTY,125,-102
129,2019-04-03,H,MIL,CANDERSON,-140,-108
130,2019-04-03,V,LAD,CKERSHAW,-175,-173
131,2019-04-03,H,ARI,ZGODLEY,155,153
132,2019-04-03,V,COL,KFREELAND,-122,-112
133,2019-04-03,H,SDG,TROSS,112,102
134,2019-04-03,V,KAN,JJUNIS,-115,102
135,2019-04-03,H,DET,MBOYD,105,-112
136,2019-04-03,V,CWS,MGONZALEZ,145,165
137,2019-04-03,H,TOR,JHAPP,-165,-185
138,2019-04-03,V,BAL,MWRIGHTJR.,225,220
139,2019-04-03,H,HOU,JVERLANDER,-255,-250
140,2019-04-03,V,TEX,CHAMELS,-103,117
141,2019-04-03,H,OAK,KGRAVEMAN,-107,-132
142,2019-04-03,V,CLE,JTOMLIN,110,118
143,2019-04-03,H,LAA,GRICHARDS,-120,-133
144,2019-04-03,V,SEA,MGONZALES,115,105
145,2019-04-03,H,SFO,TBLACH,-130,-115
146,2019-04-03,V,BOS,CSALE,-260,-270
147,2019-04-03,H,MIA,JURENA,230,235
148,2019-04-03,V,TAM,CARCHER,140,165
149,2019-04-03,H,NYY,JMONTGOMERY,-160,-185
150,2019-04-04,V,WAS,MSCHERZER,-200,-209
151,2019-04-04,H,ATL,MFOLTYNEWICZ,175,184
152,2019-04-04,V,PHI,ANOLA,141,131
153,2019-04-04,H,NYM,NSYNDERGAARD,-156,-146
154,2019-04-04,V,LAD,AWOOD,-130,-131
155,2019-04-04,H,ARI,PCORBIN,115,116
156,2019-04-04,V,STL,CMARTINEZ,-120,-105
157,2019-04-04,H,MIL,JCHACIN,110,-105
158,2019-04-04,V,COL,JGRAY,-128,-131
159,2019-04-04,H,SDG,CRICHARD,113,116
160,2019-04-04,V,TAM,BSNELL,205,232
161,2019-04-04,H,NYY,LSEVERINO,-235,-267
162,2019-04-04,V,BAL,DBUNDY,180,146
163,2019-04-04,H,HOU,DKEUCHEL,-205,-166
164,2019-04-04,V,CLE,CKLUBER,-155,-150
165,2019-04-04,H,LAA,TSKAGGS,140,135
166,2019-04-04,V,CWS,CFULMER,180,198
167,2019-04-04,H,TOR,ASANCHEZ,-205,-223
168,2019-04-04,V,TEX,DFISTER,135,140
169,2019-04-04,H,OAK,SMANAEA,-150,-160
170,2019-04-04,V,MIN,JODORIZZI,-102,111
171,2019-04-04,H,PIT,INOVA,-108,-121
172,2019-04-04,V,SEA,FHERNANDEZ,122,125
173,2019-04-04,H,SFO,JCUETO,-137,-140
174,2019-04-05,V,NYM,JDEGROM,140,140
175,2019-04-05,H,WAS,SSTRASBURG,-160,-155
176,2019-04-05,V,MIA,CSMITH,140,130
177,2019-04-05,H,PHI,NPIVETTA,-160,-145
178,2019-04-05,V,COL,TANDERSON,-120,-101
179,2019-04-05,H,SDG,JLUCCHESI,110,-109
180,2019-04-05,V,CIN,HBAILEY,115,142
181,2019-04-05,H,PIT,SBRAULT,-130,-162
182,2019-04-05,V,ARI,RRAY,105,101
183,2019-04-05,H,STL,AWAINWRIGHT,-115,-111
184,2019-04-05,V,CUB,JLESTER,-135,-109
185,2019-04-05,H,MIL,BSUTER,120,-101
186,2019-04-05,V,TAM,YCHIRINOS,215,205
187,2019-04-05,H,BOS,DPRICE,-245,-230
188,2019-04-05,V,TEX,MPEREZ,120,140
189,2019-04-05,H,OAK,DMENGDEN,-135,-155
190,2019-04-05,V,SEA,JPAXTON,-119,-105
191,2019-04-05,H,MIN,KGIBSON,109,-105
192,2019-04-05,V,DET,JZIMMERMANN,115,109
193,2019-04-05,H,CWS,JSHIELDS,-130,-119
194,2019-04-05,V,BAL,ACASHNER,215,230
195,2019-04-05,H,NYY,MTANAKA,-245,-265
196,2019-04-06,V,ATL,BMCCARTHY,125,137
197,2019-04-06,H,COL,GMARQUEZ,-140,-152
198,2019-04-06,V,CIN,LCASTILLO,115,-121
199,2019-04-06,H,PIT,TWILLIAMS,-130,111
200,2019-04-06,V,CUB,KHENDRICKS,-150,-131
201,2019-04-06,H,MIL,BWOODRUFF,135,116
202,2019-04-06,V,KAN,DDUFFY,185,208
203,2019-04-06,H,CLE,CCARRASCO,-210,-233
204,2019-04-06,V,BAL,KGAUSMAN,165,161
205,2019-04-06,H,NYY,CSABATHIA,-185,-181
206,2019-04-06,V,TOR,MESTRADA,-120,-116
207,2019-04-06,H,TEX,MMOORE,110,106
208,2019-04-06,V,OAK,DGOSSETT,140,116
209,2019-04-06,H,LAA,PBRIDWELL,-155,-131
210,2019-04-06,V,SDG,LPERDOMO,245,253
211,2019-04-06,H,HOU,LMCCULLERSJR.,-280,-288
212,2019-04-07,V,NYM,SMATZ,140,140
213,2019-04-07,H,WAS,GGONZALEZ,-160,-155
214,2019-04-07,V,ARI,ZGREINKE,-115,-101
215,2019-04-07,H,STL,MWACHA,105,-109
216,2019-04-07,V,LAD,RHILL,-165,-126
217,2019-04-07,H,SFO,CSTRATTON,145,111
218,2019-04-07,V,CUB,YDARVISH,-145,-133
219,2019-04-07,H,MIL,ZDAVIES,130,118
220,2019-04-07,V,MIA,DPETERS,130,155
221,2019-04-07,H,PHI,VVELASQUEZ,-145,-175
222,2019-04-07,V,CIN,SROMANO,125,116
223,2019-04-07,H,PIT,CKUHL,-140,-131
224,2019-04-07,V,ATL,ASANCHEZ,140,131
225,2019-04-07,H,COL,CBETTIS,-155,-146
226,2019-04-07,V,BAL,CTILLMAN,195,205
227,2019-04-07,H,NYY,SGRAY,-220,-235
228,2019-04-07,V,TAM,JFARIA,155,150
229,2019-04-07,H,BOS,RPORCELLO,-175,-170
230,2019-04-07,V,DET,MFULMER,-102,109
231,2019-04-07,H,CWS,LGIOLITO,-108,-119
232,2019-04-07,V,SEA,MLEAKE,135,144
233,2019-04-07,H,MIN,JBERRIOS,-150,-164
234,2019-04-07,V,KAN,IKENNEDY,185,215
235,2019-04-07,H,CLE,TBAUER,-210,-245
236,2019-04-07,V,TOR,MSTROMAN,-130,-126
237,2019-04-07,H,TEX,MMINOR,115,111
238,2019-04-07,V,OAK,ATRIGGS,116,104
239,2019-04-07,H,LAA,JRAMIREZ,-131,-114
240,2019-04-07,V,SDG,BMITCHELL,235,280
241,2019-04-07,H,HOU,GCOLE,-270,-325
242,2019-04-08,V,CIN,TMAHLE,135,140
243,2019-04-08,H,PIT,JTAILLON,-150,-155
244,2019-04-08,V,MIA,TRICHARDS,165,175
245,2019-04-08,H,PHI,JARRIETA,-185,-200
246,2019-04-08,V,CUB,JQUINTANA,-130,-114
247,2019-04-08,H,MIL,CANDERSON,115,104
248,2019-04-08,V,ARI,TWALKER,130,145
249,2019-04-08,H,STL,LWEAVER,-145,-165
250,2019-04-08,V,ATL,SNEWCOMB,125,140
251,2019-04-08,H,COL,KFREELAND,-140,-155
252,2019-04-08,V,LAD,CKERSHAW,-200,-245
253,2019-04-08,H,SFO,TBLACH,175,215
254,2019-04-08,V,NYM,MHARVEY,130,167
255,2019-04-08,H,WAS,TROARK,-145,-187
256,2019-04-08,V,BAL,MWRIGHTJR.,175,165
257,2019-04-08,H,NYY,JMONTGOMERY,-200,-185
258,2019-04-08,V,TAM,AKITTREDGE,195,175
259,2019-04-08,H,BOS,ERODRIGUEZ,-220,-200
260,2019-04-08,V,KAN,JHAMMEL,185,189
261,2019-04-08,H,CLE,MCLEVINGER,-210,-214
262,2019-04-08,V,DET,MFIERS,130,155
263,2019-04-08,H,CWS,RLOPEZ,-145,-175
264,2019-04-08,V,TOR,JGARCIA,110,-112
265,2019-04-08,H,TEX,CHAMELS,-120,102
266,2019-04-08,V,OAK,KGRAVEMAN,155,170
267,2019-04-08,H,LAA,SOHTANI,-175,-190
268,2019-04-08,V,SDG,TROSS,220,242
269,2019-04-08,H,HOU,CMORTON,-250,-277
270,2019-04-09,V,CIN,CREED,140,116
271,2019-04-09,H,PHI,BLIVELY,-155,-131
272,2019-04-09,V,ATL,JTEHERAN,210,224
273,2019-04-09,H,WAS,MSCHERZER,-240,-254
274,2019-04-09,V,MIL,JCHACIN,130,133
275,2019-04-09,H,STL,MMIKOLAS,-145,-148
276,2019-04-09,V,NYM,NSYNDERGAARD,-220,-235
277,2019-04-09,H,MIA,JURENA,195,205
278,2019-04-09,V,SDG,CRICHARD,175,170
279,2019-04-09,H,COL,JGRAY,-200,-190
280,2019-04-09,V,ARI,ZGODLEY,-135,-105
281,2019-04-09,H,SFO,DHOLLAND,120,-105
282,2019-04-09,V,DET,FLIRIANO,160,265
283,2019-04-09,H,CLE,CKLUBER,-180,-305
284,2019-04-09,V,TOR,JHAPP,120,107
285,2019-04-09,H,BAL,DBUNDY,-135,-117
286,2019-04-09,V,LAA,GRICHARDS,-130,-136
287,2019-04-09,H,TEX,DFISTER,115,121
288,2019-04-09,V,TAM,CARCHER,-119,-140
289,2019-04-09,H,CWS,MGONZALEZ,109,125
290,2019-04-09,V,HOU,JVERLANDER,-165,-145
291,2019-04-09,H,MIN,LLYNN,145,130
292,2019-04-09,V,SEA,MGONZALES,105,-105
293,2019-04-09,H,KAN,JJUNIS,-115,-105
294,2019-04-10,V,ATL,MFOLTYNEWICZ,205,210
295,2019-04-10,H,WAS,SSTRASBURG,-230,-240
296,2019-04-10,V,CIN,HBAILEY,155,175
297,2019-04-10,H,PHI,ANOLA,-175,-195
298,2019-04-10,V,NYM,JDEGROM,-200,-194
299,2019-04-10,H,MIA,CSMITH,175,174
300,2019-04-10,V,MIL,BSUTER,140,143
301,2019-04-10,H,STL,CMARTINEZ,-155,-163
302,2019-04-10,V,SDG,JLUCCHESI,155,135
303,2019-04-10,H,COL,TANDERSON,-175,-150
304,2019-04-10,V,ARI,PCORBIN,110,-108
305,2019-04-10,H,SFO,TBEEDE,-120,-102
306,2019-04-10,V,TAM,BSNELL,105,-110
307,2019-04-10,H,CWS,CFULMER,-115,100
308,2019-04-10,V,DET,MBOYD,175,187
309,2019-04-10,H,CLE,JTOMLIN,-200,-212
310,2019-04-10,V,TOR,ASANCHEZ,-115,-135
311,2019-04-10,H,BAL,ACASHNER,105,120
312,2019-04-10,V,NYY,LSEVERINO,130,117
313,2019-04-10,H,BOS,CSALE,-145,-132
314,2019-04-10,V,LAA,TSKAGGS,-135,-143
315,2019-04-10,H,TEX,MPEREZ,120,128
316,2019-04-10,V,HOU,DKEUCHEL,-135,-158
317,2019-04-10,H,MIN,JODORIZZI,120,143
318,2019-04-10,V,SEA,FHERNANDEZ,-135,-105
319,2019-04-10,H,KAN,ESKOGLUND,120,-105
320,2019-04-10,V,OAK,SMANAEA,135,113
321,2019-04-10,H,LAD,HRYU,-150,-123
322,2019-04-10,V,PIT,INOVA,130,132
323,2019-04-10,H,CUB,TCHATWOOD,-145,-147
324,2019-04-11,V,ATL,BMCCARTHY,130,113
325,2019-04-11,H,WAS,ACOLE,-145,-123
326,2019-04-11,V,MIL,JGUERRA,145,126
327,2019-04-11,H,STL,AWAINWRIGHT,-165,-141
328,2019-04-11,V,SDG,LPERDOMO,157,135
329,2019-04-11,H,COL,GMARQUEZ,-177,-150
330,2019-04-11,V,ARI,RRAY,-101,-110
331,2019-04-11,H,SFO,ASUAREZ,-109,100
332,2019-04-11,V,CIN,LCASTILLO,102,-103
333,2019-04-11,H,PHI,NPIVETTA,-112,-107
334,2019-04-11,V,NYM,ZWHEELER,-154,-129
335,2019-04-11,H,MIA,JGARCIA,139,114
336,2019-04-11,V,PIT,SBRAULT,178,140
337,2019-04-11,H,CUB,JLESTER,-203,-160
338,2019-04-11,V,HOU,LMCCULLERSJR.,-167,-160
339,2019-04-11,H,MIN,KGIBSON,147,140
340,2019-04-11,V,TAM,YCHIRINOS,109,-125
341,2019-04-11,H,CWS,JSHIELDS,-119,110
342,2019-04-11,V,SEA,JPAXTON,-135,-140
343,2019-04-11,H,KAN,DDUFFY,120,125
344,2019-04-11,V,DET,JZIMMERMANN,255,260
345,2019-04-11,H,CLE,CCARRASCO,-290,-300
346,2019-04-11,V,TOR,MESTRADA,-113,122
347,2019-04-11,H,BAL,KGAUSMAN,103,-137
348,2019-04-11,V,NYY,MTANAKA,101,-106
349,2019-04-11,H,BOS,DPRICE,-111,-104
350,2019-04-11,V,LAA,JBARRIA,-102,-115
351,2019-04-11,H,TEX,MMOORE,-108,105
352,2019-04-11,V,OAK,DMENGDEN,175,158
353,2019-04-11,H,LAD,AWOOD,-195,-178
354,2019-04-12,V,PIT,TWILLIAMS,145,155
355,2019-04-12,H,CUB,KHENDRICKS,-165,-175
356,2019-04-12,V,STL,MWACHA,-130,-146
357,2019-04-12,H,CIN,SROMANO,115,131
358,2019-04-12,V,COL,CBETTIS,155,165
359,2019-04-12,H,WAS,GGONZALEZ,-175,-185
360,2019-04-12,V,SFO,CSTRATTON,-120,-139
361,2019-04-12,H,SDG,BMITCHELL,110,124
362,2019-04-12,V,DET,MFULMER,155,200
363,2019-04-12,H,CLE,TBAUER,-175,-225
364,2019-04-12,V,NYY,SGRAY,115,-114
365,2019-04-12,H,BOS,RPORCELLO,-130,104
366,2019-04-12,V,CWS,LGIOLITO,155,215
367,2019-04-12,H,MIN,JBERRIOS,-175,-245
368,2019-04-12,V,LAA,NTROPEANO,-120,-152
369,2019-04-12,H,KAN,IKENNEDY,110,137
370,2019-04-13,V,ATL,ASANCHEZ,180,176
371,2019-04-13,H,CUB,YDARVISH,-205,-196
372,2019-04-13,V,STL,LWEAVER,-150,-170
373,2019-04-13,H,CIN,TMAHLE,135,150
374,2019-04-13,V,COL,KFREELAND,160,157
375,2019-04-13,H,WAS,TROARK,-180,-177
376,2019-04-13,V,MIL,ZDAVIES,110,-104
377,2019-04-13,H,NYM,SMATZ,-125,-106
378,2019-04-13,V,PIT,CKUHL,-150,-129
379,2019-04-13,H,MIA,DPETERS,135,114
380,2019-04-13,V,SFO,TBLACH,-105,-131
381,2019-04-13,H,SDG,TROSS,-105,116
382,2019-04-13,V,ARI,ZGREINKE,105,127
383,2019-04-13,H,LAD,KMAEDA,-115,-142
384,2019-04-13,V,NYY,JMONTGOMERY,-180,-182
385,2019-04-13,H,DET,MFIERS,160,162
386,2019-04-13,V,TOR,MSTROMAN,140,131
387,2019-04-13,H,CLE,MCLEVINGER,-155,-146
388,2019-04-13,V,BAL,CTILLMAN,165,221
389,2019-04-13,H,BOS,ERODRIGUEZ,-185,-251
390,2019-04-13,V,TEX,CHAMELS,205,230
391,2019-04-13,H,HOU,GCOLE,-230,-260
392,2019-04-13,V,LAA,AHEANEY,-119,-170
393,2019-04-13,H,KAN,JHAMMEL,109,150
394,2019-04-13,V,OAK,ATRIGGS,110,-129
395,2019-04-13,H,SEA,MLEAKE,-120,114
396,2019-04-13,V,PHI,VVELASQUEZ,-115,104
397,2019-04-13,H,TAM,JFARIA,105,-114
398,2019-04-14,V,COL,JGRAY,185,164
399,2019-04-14,H,WAS,MSCHERZER,-210,-184
400,2019-04-14,V,STL,MMIKOLAS,-135,-121
401,2019-04-14,H,CIN,BFINNEGAN,120,111
402,2019-04-14,V,ATL,SNEWCOMB,155,158
403,2019-04-14,H,CUB,JQUINTANA,-175,-178
404,2019-04-14,V,PIT,JTAILLON,-175,-195
405,2019-04-14,H,MIA,TRICHARDS,155,175
406,2019-04-14,V,MIL,CANDERSON,120,-105
407,2019-04-14,H,NYM,MHARVEY,-135,-105
408,2019-04-14,V,SFO,DHOLLAND,-115,-102
409,2019-04-14,H,SDG,CRICHARD,105,-108
410,2019-04-14,V,ARI,TWALKER,135,160
411,2019-04-14,H,LAD,RHILL,-150,-180
412,2019-04-14,V,BAL,ACOBB,145,140
413,2019-04-14,H,BOS,HVELAZQUEZ,-165,-155
414,2019-04-14,V,TEX,MMINOR,185,210
415,2019-04-14,H,HOU,CMORTON,-210,-240
416,2019-04-14,V,LAA,GRICHARDS,-145,-163
417,2019-04-14,H,KAN,JJUNIS,130,143
418,2019-04-14,V,OAK,KGRAVEMAN,115,-101
419,2019-04-14,H,SEA,MGONZALES,-130,-109
420,2019-04-14,V,PHI,JARRIETA,111,127
421,2019-04-14,H,TAM,CARCHER,-121,-142
422,2019-04-15,V,STL,CMARTINEZ,-155,-185
423,2019-04-15,H,CIN,HBAILEY,140,165
424,2019-04-15,V,PIT,INOVA,-140,-139
425,2019-04-15,H,MIA,JURENA,125,124
426,2019-04-15,V,MIL,JCHACIN,175,182
427,2019-04-15,H,NYM,NSYNDERGAARD,-200,-207
428,2019-04-15,V,COL,TANDERSON,175,180
429,2019-04-15,H,WAS,SSTRASBURG,-200,-205
430,2019-04-15,V,ARI,ZGODLEY,185,185
431,2019-04-15,H,LAD,CKERSHAW,-210,-210
432,2019-04-15,V,SFO,TBEEDE,105,120
433,2019-04-15,H,SDG,JLUCCHESI,-115,-135
434,2019-04-15,V,BAL,DBUNDY,195,200
435,2019-04-15,H,BOS,CSALE,-220,-225
436,2019-04-15,V,OAK,SMANAEA,105,-114
437,2019-04-15,H,SEA,FHERNANDEZ,-115,104
438,2019-04-15,V,TEX,BCOLON,285,293
439,2019-04-15,H,HOU,JVERLANDER,-330,-338
440,2019-04-15,V,PHI,BLIVELY,110,123
441,2019-04-15,H,TAM,RYARBROUGH,-120,-138
442,2019-04-16,V,COL,GMARQUEZ,110,112
443,2019-04-16,H,PIT,SBRAULT,-125,-127
444,2019-04-16,V,WAS,JHELLICKSON,145,151
445,2019-04-16,H,NYM,JDEGROM,-165,-171
446,2019-04-16,V,PHI,ANOLA,-130,-117
447,2019-04-16,H,ATL,JTEHERAN,115,107
448,2019-04-16,V,CIN,LCASTILLO,135,107
449,2019-04-16,H,MIL,BSUTER,-150,-117
450,2019-04-16,V,LAD,HRYU,-140,-143
451,2019-04-16,H,SDG,RERLIN,125,128
452,2019-04-16,V,TEX,MPEREZ,140,148
453,2019-04-16,H,TAM,BSNELL,-155,-168
454,2019-04-16,V,CWS,RLOPEZ,105,140
455,2019-04-16,H,OAK,DMENGDEN,-115,-155
456,2019-04-16,V,HOU,DKEUCHEL,-130,-108
457,2019-04-16,H,SEA,JPAXTON,115,-102
458,2019-04-16,V,MIA,CSMITH,300,297
459,2019-04-16,H,NYY,LSEVERINO,-350,-342
460,2019-04-17,V,COL,CBETTIS,125,116
461,2019-04-17,H,PIT,TWILLIAMS,-140,-131
462,2019-04-17,V,WAS,GGONZALEZ,109,-113
463,2019-04-17,H,NYM,ZWHEELER,-119,103
464,2019-04-17,V,PHI,NPIVETTA,101,-101
465,2019-04-17,H,ATL,MFOLTYNEWICZ,-111,-109
466,2019-04-17,V,CIN,SROMANO,155,134
467,2019-04-17,H,MIL,JGUERRA,-175,-149
468,2019-04-17,V,STL,AWAINWRIGHT,115,113
469,2019-04-17,H,CUB,TCHATWOOD,-130,-128
470,2019-04-17,V,SFO,JCUETO,115,135
471,2019-04-17,H,ARI,PCORBIN,-130,-150
472,2019-04-17,V,LAD,AWOOD,-170,-226
473,2019-04-17,H,SDG,BMITCHELL,150,201
474,2019-04-17,V,BAL,ACASHNER,-111,-110
475,2019-04-17,H,DET,FLIRIANO,101,100
476,2019-04-17,V,KAN,DDUFFY,175,138
477,2019-04-17,H,TOR,JBIAGINI,-195,-153
478,2019-04-17,V,CLE,CKLUBER,-205,-200
479,2019-04-17,H,MIN,JODORIZZI,180,175
480,2019-04-17,V,TEX,MMOORE,145,131
481,2019-04-17,H,TAM,YCHIRINOS,-165,-146
482,2019-04-17,V,CWS,MGONZALEZ,125,167
483,2019-04-17,H,OAK,TCAHILL,-140,-187
484,2019-04-17,V,BOS,DPRICE,125,146
485,2019-04-17,H,LAA,SOHTANI,-140,-166
486,2019-04-17,V,HOU,LMCCULLERSJR.,-170,-202
487,2019-04-17,H,SEA,AMIRANDA,150,177
488,2019-04-17,V,MIA,JGARCIA,240,300
489,2019-04-17,H,NYY,MTANAKA,-275,-345
490,2019-04-17,V,KAN,ESKOGLUND,185,190
491,2019-04-17,H,TOR,JGARCIA,-210,-215
492,2019-04-18,V,COL,KFREELAND,112,113
493,2019-04-18,H,PIT,CKUHL,-122,-123
494,2019-04-18,V,CIN,TMAHLE,140,124
495,2019-04-18,H,MIL,ZDAVIES,-155,-139
496,2019-04-18,V,WAS,TROARK,-112,-101
497,2019-04-18,H,NYM,SMATZ,102,-109
498,2019-04-18,V,PHI,VVELASQUEZ,107,113
499,2019-04-18,H,ATL,BMCCARTHY,-117,-123
500,2019-04-18,V,SFO,CSTRATTON,141,147
501,2019-04-18,H,ARI,RRAY,-156,-167
502,2019-04-18,V,LAD,KMAEDA,-163,-165
503,2019-04-18,H,SDG,LPERDOMO,143,145
504,2019-04-18,V,TEX,CHAMELS,114,-132
505,2019-04-18,H,TAM,JFARIA,-124,117
506,2019-04-18,V,CWS,CFULMER,185,180
507,2019-04-18,H,OAK,ATRIGGS,-210,-205
