Date,Team,PITCHER
2017-08-16,SFO,Cain
2017-08-16,MIA,Urena
2017-08-16,PIT,Cole
2017-08-16,MIL,Nelson
2017-08-16,PHI,Pivetta
2017-08-16,SDG,Richard
2017-08-16,CIN,Bailey
2017-08-16,CUB,Lackey
2017-08-16,ATL,Foltynewicz
2017-08-16,COL,Gray
2017-08-16,KAN,Duffy
2017-08-16,OAK,Blackburn
2017-08-16,BAL,Jimenez
2017-08-16,SEA,Gonzales
2017-08-16,TAM,Faria
2017-08-16,TOR,Stroman
2017-08-16,DET,Sanchez
2017-08-16,TEX,Hamels
2017-08-16,LAA,Nolasco
2017-08-16,WAS,Roark
2017-08-16,NYY,Garcia
2017-08-16,NYM,Gsellman
2017-08-16,STL,Lynn
2017-08-16,BOS,Rodriguez
2017-08-16,ARI,Walker
2017-08-16,HOU,Morton
2017-08-16,CWS,Rodon
2017-08-16,LOS,Darvish
2017-08-17,CIN,Feldman
2017-08-17,CUB,Lester
2017-08-17,ATL,Sims
2017-08-17,COL,Hoffman
2017-08-17,STL,Wainwright
2017-08-17,PIT,Taillon
2017-08-17,WAS,Jackson
2017-08-17,SDG,Chacin
2017-08-17,PHI,Nola
2017-08-17,SFO,Samardzija
2017-08-17,CLE,Carrasco
2017-08-17,MIN,Gibson
2017-08-17,TAM,Archer
2017-08-17,TOR,Rowley
2017-08-17,CWS,Lopez
2017-08-17,TEX,Ross
2017-08-17,ARI,Corbin
2017-08-17,HOU,Fiers
2017-08-17,NYY,Severino
2017-08-17,NYM,Matz
2017-08-17,CLE,Merritt
2017-08-17,MIN,Slegers
2017-08-18,STL,Martinez
2017-08-18,PIT,Williams
2017-08-18,MIA,Nicolino
2017-08-18,NYM,Flexen
2017-08-18,CIN,Romano
2017-08-18,ATL,Dickey
2017-08-18,MIL,Garza
2017-08-18,COL,Marquez
2017-08-18,WAS,Grace
2017-08-18,SDG,Perdomo
2017-08-18,PHI,Eflin
2017-08-18,SFO,Moore
2017-08-18,LAA,Heaney
2017-08-18,BAL,Hellickson
2017-08-18,SEA,Ramirez
2017-08-18,TAM,Pruitt
2017-08-18,NYY,Montgomery
2017-08-18,BOS,Pomeranz
2017-08-18,CWS,Shields
2017-08-18,TEX,Cashner
2017-08-18,OAK,Manaea
2017-08-18,HOU,Keuchel
2017-08-18,CLE,Kluber
2017-08-18,KAN,Kennedy
2017-08-18,TOR,Happ
2017-08-18,CUB,Arrieta
2017-08-18,LOS,Hill
2017-08-18,DET,Zimmermann
2017-08-18,ARI,Godley
2017-08-18,MIN,Santana
2017-08-19,STL,Wacha
2017-08-19,PIT,Kuhl
2017-08-19,MIA,Worley
2017-08-19,NYM,Montero
2017-08-19,CIN,Stephenson
2017-08-19,ATL,Teheran
2017-08-19,MIL,Woodruff
2017-08-19,COL,Bettis
2017-08-19,WAS,Strasburg
2017-08-19,SDG,Wood
2017-08-19,PHI,Eickhoff
2017-08-19,SFO,Blach
2017-08-19,SEA,Miranda
2017-08-19,TAM,Odorizzi
2017-08-19,LAA,Ramirez
2017-08-19,BAL,Gausman
2017-08-19,OAK,Graveman
2017-08-19,HOU,Mchugh
2017-08-19,NYY,Sabathia
2017-08-19,BOS,Sale
2017-08-19,CLE,Bauer
2017-08-19,KAN,Vargas
2017-08-19,CWS,Holland
2017-08-19,TEX,Perez
2017-08-19,TOR,Tepesch
2017-08-19,CUB,Quintana
2017-08-19,LOS,Ryu
2017-08-19,DET,Fulmer
2017-08-19,ARI,Greinke
2017-08-19,MIN,Berrios
2017-08-20,MIA,Conley
2017-08-20,NYM,Degrom
2017-08-20,CIN,Castillo
2017-08-20,ATL,Newcomb
2017-08-20,MIL,Anderson
2017-08-20,COL,Freeland
2017-08-20,PHI,Lively
2017-08-20,SFO,Bumgarner
2017-08-20,WAS,Gonzalez
2017-08-20,SDG,Lamet
2017-08-20,STL,
2017-08-20,PIT,Nova
2017-08-20,SEA,Gallardo
2017-08-20,TAM,Snell
2017-08-20,NYY,Gray
2017-08-20,BOS,Porcello
2017-08-20,LAA,Bridwell
2017-08-20,BAL,Tillman
2017-08-20,OAK,Cotton
2017-08-20,HOU,Peacock
2017-08-20,CLE,Salazar
2017-08-20,KAN,Hammel
2017-08-20,CWS,Gonzalez
2017-08-20,TEX,Griffin
2017-08-20,LOS,Maeda
2017-08-20,DET,Verlander
2017-08-20,ARI,Jmcfarland
2017-08-20,MIN,Colon
2017-08-20,TOR,Estrada
2017-08-20,CUB,Hendricks
2017-08-21,LOS,Wood
2017-08-21,PIT,Cole
2017-08-21,ARI,Walker
2017-08-21,NYM,Gsellman
2017-08-21,MIL,Davies
2017-08-21,SFO,Stratton
2017-08-21,MIN,Melville
2017-08-21,CWS,Rodon
2017-08-21,OAK,Smith
2017-08-21,BAL,Miley
2017-08-21,BOS,Rodriguez
2017-08-21,CLE,Clevinger
2017-08-21,MIN,Gee
2017-08-21,CWS,Fulmer
2017-08-21,TEX,Hamels
2017-08-21,LAA,Skaggs
2017-08-21,SEA,Albers
2017-08-21,ATL,Foltynewicz
2017-08-22,MIA,Straily
2017-08-22,PHI,Nola
2017-08-22,LOS,Stewart
2017-08-22,PIT,Taillon
2017-08-22,MIA,Urena
2017-08-22,PHI,Pivetta
2017-08-22,ARI,Corbin
2017-08-22,NYM,Milone
2017-08-22,CUB,Lackey
2017-08-22,CIN,Bailey
2017-08-22,SDG,Richard
2017-08-22,STL,Lynn
2017-08-22,MIL,Nelson
2017-08-22,SFO,Samardzija
2017-08-22,OAK,Blackburn
2017-08-22,BAL,Jimenez
2017-08-22,BOS,Fister
2017-08-22,CLE,Carrasco
2017-08-22,NYY,Tanaka
2017-08-22,DET,Boyd
2017-08-22,TOR,Rowley
2017-08-22,TAM,Archer
2017-08-22,MIN,Gibson
2017-08-22,CWS,Giolito
2017-08-22,TEX,Ross
2017-08-22,LAA,Nolasco
2017-08-22,SEA,Gonzales
2017-08-22,ATL,Sims
2017-08-22,WAS,Roark
2017-08-22,HOU,Morton
2017-08-22,COL,Gray
2017-08-22,KAN,Duffy
2017-08-23,MIL,Garza
2017-08-23,SFO,Moore
2017-08-23,LOS,Hill
2017-08-23,PIT,Williams
2017-08-23,MIA,Nicolino
2017-08-23,PHI,Leiter
2017-08-23,ARI,Godley
2017-08-23,NYM,Flexen
2017-08-23,CUB,Montgomery
2017-08-23,CIN,Ojciechowski
2017-08-23,SDG,Chacin
2017-08-23,STL,Weaver
2017-08-23,OAK,Gossett
2017-08-23,BAL,Bundy
2017-08-23,TOR,Stroman
2017-08-23,TAM,Pruitt
2017-08-23,NYY,Severino
2017-08-23,DET,Zimmermann
2017-08-23,BOS,Pomeranz
2017-08-23,CLE,Kluber
2017-08-23,MIN,Santana
2017-08-23,CWS,Shields
2017-08-23,TEX,Cashner
2017-08-23,LAA,Heaney
2017-08-23,SEA,Ramirez
2017-08-23,ATL,Dickey
2017-08-23,WAS,Jackson
2017-08-23,HOU,Fiers
2017-08-23,COL,Senzatela
2017-08-23,KAN,Kennedy
2017-08-24,ARI,Ray
2017-08-24,NYM,Montero
2017-08-24,MIA,Worley
2017-08-24,PHI,Thompson
2017-08-24,LOS,Ryu
2017-08-24,PIT,Kuhl
2017-08-24,CUB,Arrieta
2017-08-24,CIN,Romano
2017-08-24,SDG,Perdomo
2017-08-24,STL,Martinez
2017-08-24,NYY,Garcia
2017-08-24,DET,Fulmer
2017-08-24,TOR,Koehler
2017-08-24,TAM,Cobb
2017-08-24,BOS,Sale
2017-08-24,CLE,Bauer
2017-08-24,MIN,Berrios
2017-08-24,CWS,Holland
2017-08-24,TEX,Perez
2017-08-24,LAA,Scribner
2017-08-24,COL,Marquez
2017-08-24,KAN,Junis
2017-08-24,WAS,Strasburg
2017-08-24,HOU,Keuchel
2017-08-25,NYM,Degrom
2017-08-25,WAS,Cole
2017-08-25,CUB,Quintana
2017-08-25,PHI,Eickhoff
2017-08-25,PIT,Nova
2017-08-25,CIN,Stephenson
2017-08-25,SDG,Wood
2017-08-25,MIA,Conley
2017-08-25,COL,Bettis
2017-08-25,ATL,Teheran
2017-08-25,SFO,Blach
2017-08-25,ARI,Greinke
2017-08-25,MIL,Anderson
2017-08-25,LOS,Maeda
2017-08-25,SEA,Miranda
2017-08-25,NYY,Sabathia
2017-08-25,MIN,Colon
2017-08-25,TOR,Happ
2017-08-25,BAL,Hellickson
2017-08-25,BOS,Porcello
2017-08-25,KAN,Vargas
2017-08-25,CLE,Merritt
2017-08-25,DET,Verlander
2017-08-25,CWS,Gonzalez
2017-08-25,TEX,Martinez
2017-08-25,OAK,Graveman
2017-08-25,HOU,Mchugh
2017-08-25,LAA,Bridwell
2017-08-25,TAM,Odorizzi
2017-08-25,STL,Wacha
2017-08-26,NYM,Gsellman
2017-08-26,WAS,Gonzalez
2017-08-26,CUB,Hendricks
2017-08-26,PHI,Lively
2017-08-26,PIT,Cole
2017-08-26,CIN,Castillo
2017-08-26,COL,Freeland
2017-08-26,ATL,Newcomb
2017-08-26,SDG,Lamet
2017-08-26,MIA,Despaigne
2017-08-26,SFO,Bumgarner
2017-08-26,ARI,Walker
2017-08-26,MIL,Davies
2017-08-26,LOS,Stripling
2017-08-26,SEA,Gallardo
2017-08-26,NYY,Gray
2017-08-26,MIN,Gee
2017-08-26,TOR,Estrada
2017-08-26,BAL,Gausman
2017-08-26,BOS,Rodriguez
2017-08-26,TEX,Hamels
2017-08-26,OAK,Manaea
2017-08-26,DET,Farmer
2017-08-26,CWS,Rodon
2017-08-26,KAN,Hammel
2017-08-26,CLE,Clevinger
2017-08-26,HOU,Peacock
2017-08-26,LAA,Skaggs
2017-08-26,TAM,Snell
2017-08-26,STL,
2017-08-27,PIT,Taillon
2017-08-27,CIN,Mahle
2017-08-27,SDG,Richard
2017-08-27,MIA,Straily
2017-08-27,COL,Gray
2017-08-27,ATL,Foltynewicz
2017-08-27,CUB,Lackey
2017-08-27,PHI,Pivetta
2017-08-27,NYM,Milone
2017-08-27,WAS,Fedde
2017-08-27,MIL,Nelson
2017-08-27,LOS,Darvish
2017-08-27,SFO,Stratton
2017-08-27,ARI,Corbin
2017-08-27,SEA,Albers
2017-08-27,NYY,Tanaka
2017-08-27,MIN,Gibson
2017-08-27,TOR,Biagini
2017-08-27,KAN,Skoglund
2017-08-27,CLE,Carrasco
2017-08-27,BAL,Miley
2017-08-27,BOS,Fister
2017-08-27,DET,Boyd
2017-08-27,CWS,Giolito
2017-08-27,TEX,Griffin
2017-08-27,OAK,Cotton
2017-08-27,HOU,Morton
2017-08-27,LAA,Nolasco
2017-08-27,TAM,Archer
2017-08-27,STL,Lynn
2017-08-27,NYM,Lugo
2017-08-27,WAS,Roark
2017-08-28,ATL,Sims
2017-08-28,PHI,Nola
2017-08-28,MIA,Urena
2017-08-28,WAS,Scherzer
2017-08-28,PIT,Williams
2017-08-28,CUB,Montgomery
2017-08-28,SFO,Samardzija
2017-08-28,SDG,Chacin
2017-08-28,CLE,Kluber
2017-08-28,NYY,Severino
2017-08-28,SEA,Gonzales
2017-08-28,BAL,Tillman
2017-08-28,BOS,Pomeranz
2017-08-28,TOR,Stroman
2017-08-28,TAM,Pruitt
2017-08-28,KAN,Kennedy
2017-08-28,OAK,Gossett
2017-08-28,LAA,Heaney
2017-08-28,DET,Zimmermann
2017-08-28,COL,Senzatela
2017-08-29,MIA,Worley
2017-08-29,WAS,Jackson
2017-08-29,NYM,Flexen
2017-08-29,CIN,Romano
2017-08-29,STL,Weaver
2017-08-29,MIL,Garza
2017-08-29,PIT,Kuhl
2017-08-29,CUB,Arrieta
2017-08-29,LOS,Hill
2017-08-29,ARI,Godley
2017-08-29,SFO,Moore
2017-08-29,SDG,Perdomo
2017-08-29,SEA,Ramirez
2017-08-29,BAL,Bundy
2017-08-29,BOS,Sale
2017-08-29,TOR,Anderson
2017-08-29,CWS,Shields
2017-08-29,MIN,Santana
2017-08-29,TAM,Cobb
2017-08-29,KAN,Junis
2017-08-29,OAK,Smith
2017-08-29,LAA,Scribner
2017-08-29,DET,Fulmer
2017-08-29,COL,Marquez
2017-08-29,TEX,Perez
2017-08-29,HOU,Fiers
2017-08-30,ATL,Dickey
2017-08-30,PHI,Eickhoff
2017-08-30,STL,Martinez
2017-08-30,MIL,Anderson
2017-08-30,MIA,Conley
2017-08-30,WAS,Strasburg
2017-08-30,NYM,Montero
2017-08-30,CIN,Bailey
2017-08-30,PIT,Nova
2017-08-30,CUB,Quintana
2017-08-30,SFO,Blach
2017-08-30,SDG,Wood
2017-08-30,LOS,Ryu
2017-08-30,ARI,Ray
2017-08-30,CLE,Bauer
2017-08-30,NYY,Garcia
2017-08-30,SEA,Miranda
2017-08-30,BAL,Jimenez
2017-08-30,BOS,Porcello
2017-08-30,TOR,Happ
2017-08-30,CWS,Holland
2017-08-30,MIN,Berrios
2017-08-30,TEX,Cashner
2017-08-30,HOU,Keuchel
2017-08-30,TAM,Odorizzi
2017-08-30,KAN,Vargas
2017-08-30,OAK,Graveman
2017-08-30,LAA,Bridwell
2017-08-30,DET,
2017-08-30,COL,Bettis
2017-08-30,CLE,Merritt
2017-08-30,NYY,Montgomery
2017-08-30,ATL,Teheran
2017-08-30,PHI,Leiter
2017-08-31,NYM,Degrom
2017-08-31,CIN,Stephenson
2017-08-31,LOS,Maeda
2017-08-31,ARI,Greinke
2017-08-31,PHI,Lively
2017-08-31,MIA,Despaigne
2017-08-31,ATL,Newcomb
2017-08-31,CUB,Hendricks
2017-08-31,WAS,Gonzalez
2017-08-31,MIL,Davies
2017-08-31,STL,Wacha
2017-08-31,SFO,Cain
2017-08-31,CWS,
2017-08-31,MIN,Colon
2017-08-31,BOS,Rodriguez
2017-08-31,NYY,Sabathia
2017-08-31,TOR,Estrada
2017-08-31,BAL,Hellickson
2017-08-31,TEX,Martinez
2017-08-31,HOU,Mchugh
2017-09-01,ATL,Foltynewicz
2017-09-01,CUB,Lackey
2017-09-01,CIN,Castillo
2017-09-01,PIT,Cole
2017-09-01,PHI,Pivetta
2017-09-01,MIA,Peters
2017-09-01,WAS,Roark
2017-09-01,MIL,Nelson
2017-09-01,ARI,Walker
2017-09-01,COL,Freeland
2017-09-01,LOS,Kershaw
2017-09-01,SDG,Lamet
2017-09-01,STL,Flaherty
2017-09-01,SFO,Cueto
2017-09-01,TOR,Biagini
2017-09-01,BAL,Gausman
2017-09-01,BOS,Fister
2017-09-01,NYY,Gray
2017-09-01,CLE,Clevinger
2017-09-01,DET,Farmer
2017-09-01,LAA,Skaggs
2017-09-01,TEX,Hamels
2017-09-01,KAN,Hammel
2017-09-01,MIN,Gee
2017-09-01,TAM,Snell
2017-09-01,CWS,Lopez
2017-09-01,OAK,Manaea
2017-09-01,SEA,Leake
2017-09-01,CLE,Carrasco
2017-09-01,DET,Boyd
2017-09-02,ATL,Sims
2017-09-02,CUB,Lester
2017-09-02,LOS,Stewart
2017-09-02,SDG,Richard
2017-09-02,STL,Lynn
2017-09-02,SFO,Samardzija
2017-09-02,CIN,Mahle
2017-09-02,PIT,Taillon
2017-09-02,PHI,Nola
2017-09-02,MIA,Straily
2017-09-02,WAS,Scherzer
2017-09-02,MIL,Woodruff
2017-09-02,ARI,Corbin
2017-09-02,COL,Gray
2017-09-02,LOS,Darvish
2017-09-02,SDG,Lyles
2017-09-02,BOS,Pomeranz
2017-09-02,NYY,Tanaka
2017-09-02,CLE,Kluber
2017-09-02,DET,Zimmermann
2017-09-02,TOR,Stroman
2017-09-02,BAL,Miley
2017-09-02,TAM,Archer
2017-09-02,CWS,Rodon
2017-09-02,KAN,Garcia
2017-09-02,MIN,Gibson
2017-09-02,LAA,Nolasco
2017-09-02,TEX,Griffin
2017-09-02,OAK,Cotton
2017-09-02,SEA,Gallardo
2017-09-02,NYM,Lugo
2017-09-02,HOU,Peacock
2017-09-02,NYM,Harvey
2017-09-02,HOU,Morton
2017-09-03,PHI,Thompson
2017-09-03,MIA,Urena
2017-09-03,CIN,Romano
2017-09-03,PIT,Williams
2017-09-03,WAS,Jackson
2017-09-03,MIL,Suter
2017-09-03,ARI,Godley
2017-09-03,COL,Marquez
2017-09-03,STL,Weaver
2017-09-03,SFO,Bumgarner
2017-09-03,LOS,Wood
2017-09-03,SDG,Chacin
2017-09-03,ATL,Fried
2017-09-03,CUB,Montgomery
2017-09-03,BOS,Sale
2017-09-03,NYY,Severino
2017-09-03,CLE,Tomlin
2017-09-03,DET,Bell
2017-09-03,TOR,Anderson
2017-09-03,BAL,Tillman
2017-09-03,TAM,Andriese
2017-09-03,CWS,Giolito
2017-09-03,KAN,Kennedy
2017-09-03,MIN,Santana
2017-09-03,LAA,Heaney
2017-09-03,TEX,Perez
2017-09-03,OAK,Gossett
2017-09-03,SEA,Albers
2017-09-03,NYM,Flexen
2017-09-03,HOU,Fiers
2017-09-04,PHI,Leiter
2017-09-04,NYM,Montero
2017-09-04,MIL,Anderson
2017-09-04,CIN,Bailey
2017-09-04,SFO,Stratton
2017-09-04,COL,Bettis
2017-09-04,CUB,Arrieta
2017-09-04,PIT,Kuhl
2017-09-04,STL,Martinez
2017-09-04,SDG,Perdomo
2017-09-04,WAS,Cole
2017-09-04,MIA,Conley
2017-09-04,ARI,Ray
2017-09-04,LOS,Hill
2017-09-04,KAN,Junis
2017-09-04,DET,Lewicki
2017-09-04,NYY,Montgomery
2017-09-04,BAL,Bundy
2017-09-04,CLE,Bauer
2017-09-04,CWS,Shields
2017-09-04,LAA,Bridwell
2017-09-04,OAK,Smith
2017-09-04,HOU,Keuchel
2017-09-04,SEA,Ramirez
2017-09-04,TOR,Happ
2017-09-04,BOS,Porcello
2017-09-04,MIN,Berrios
2017-09-04,TAM,Cobb
2017-09-04,TEX,Cashner
2017-09-04,ATL,Dickey
2017-09-05,CUB,Hendricks
2017-09-05,PIT,Brault
2017-09-05,MIL,Davies
2017-09-05,CIN,Stephenson
2017-09-05,WAS,Strasburg
2017-09-05,MIA,Despaigne
2017-09-05,PHI,Lively
2017-09-05,NYM,Degrom
2017-09-05,SFO,Blach
2017-09-05,COL,Chatwood
2017-09-05,ARI,Greinke
2017-09-05,LOS,Ryu
2017-09-05,STL,Wacha
2017-09-05,SDG,Wood
2017-09-05,NYY,Sabathia
2017-09-05,BAL,Hellickson
2017-09-05,TOR,Estrada
2017-09-05,BOS,Rodriguez
2017-09-05,MIN,Colon
2017-09-05,TAM,Odorizzi
2017-09-05,KAN,Vargas
2017-09-05,DET,Sanchez
2017-09-05,CLE,Salazar
2017-09-05,CWS,Holmberg
2017-09-05,LAA,Richards
2017-09-05,OAK,Graveman
2017-09-05,HOU,Verlander
2017-09-05,SEA,Miranda
2017-09-06,MIL,Garza
2017-09-06,CIN,Castillo
2017-09-06,CUB,Quintana
2017-09-06,PIT,Cole
2017-09-06,WAS,Gonzalez
2017-09-06,MIA,Peters
2017-09-06,PHI,Pivetta
2017-09-06,NYM,Gsellman
2017-09-06,SFO,Cueto
2017-09-06,COL,Freeland
2017-09-06,ARI,Walker
2017-09-06,LOS,Maeda
2017-09-06,STL,Flaherty
2017-09-06,SDG,Lamet
2017-09-06,MIN,Slegers
2017-09-06,TAM,Snell
2017-09-06,LAA,Skaggs
2017-09-06,OAK,Manaea
2017-09-06,TOR,Biagini
2017-09-06,BOS,Fister
2017-09-06,KAN,Hammel
2017-09-06,DET,Boyd
2017-09-06,CLE,Carrasco
2017-09-06,CWS,Lopez
2017-09-06,HOU,Mccullers
2017-09-06,SEA,Moore
2017-09-06,TEX,Hamels
2017-09-06,ATL,Teheran
2017-09-06,TEX,Gonzalez
2017-09-06,ATL,Gohara
2017-09-07,PHI,Nola
2017-09-07,WAS,Roark
2017-09-07,CUB,Lester
2017-09-07,PIT,Taillon
2017-09-07,CIN,Mahle
2017-09-07,NYM,Harvey
2017-09-07,MIA,Straily
2017-09-07,ATL,Newcomb
2017-09-07,STL,Lynn
2017-09-07,SDG,Richard
2017-09-07,COL,Gray
2017-09-07,LOS,Kershaw
2017-09-07,CLE,Kluber
2017-09-07,CWS,Pelfrey
2017-09-07,MIN,Gibson
2017-09-07,KAN,Gaviglio
2017-09-07,NYY,Gray
2017-09-07,BAL,Gausman
2017-09-08,MIL,Nelson
2017-09-08,CUB,Lackey
2017-09-08,PHI,Thompson
2017-09-08,WAS,Scherzer
2017-09-08,CIN,Garrett
2017-09-08,NYM,Lugo
2017-09-08,MIA,Urena
2017-09-08,ATL,Foltynewicz
2017-09-08,PIT,Williams
2017-09-08,STL,Weaver
2017-09-08,SDG,Lyles
2017-09-08,ARI,Corbin
2017-09-08,COL,Marquez
2017-09-08,LOS,Darvish
2017-09-08,DET,Farmer
2017-09-08,TOR,Stroman
2017-09-08,TAM,Archer
2017-09-08,BOS,Pomeranz
2017-09-08,BAL,Miley
2017-09-08,CLE,Clevinger
2017-09-08,NYY,Tanaka
2017-09-08,TEX,Perez
2017-09-08,MIN,Santana
2017-09-08,KAN,Kennedy
2017-09-08,HOU,Mchugh
2017-09-08,OAK,Cotton
2017-09-08,LAA,Nolasco
2017-09-08,SEA,Leake
2017-09-08,SFO,Moore
2017-09-08,CWS,Giolito
2017-09-09,PIT,Kuhl
2017-09-09,STL,Martinez
2017-09-09,MIL,Anderson
2017-09-09,CUB,Montgomery
2017-09-09,PHI,Leiter
2017-09-09,WAS,Jackson
2017-09-09,MIA,Conley
2017-09-09,ATL,Fried
2017-09-09,CIN,Bailey
2017-09-09,NYM,Montero
2017-09-09,SDG,Chacin
2017-09-09,ARI,Godley
2017-09-09,COL,Bettis
2017-09-09,LOS,Wood
2017-09-09,BAL,Ynoa
2017-09-09,CLE,Tomlin
2017-09-09,DET,Bell
2017-09-09,TOR,Anderson
2017-09-09,HOU,Morton
2017-09-09,OAK,Gossett
2017-09-09,HOU,Peacock
2017-09-09,OAK,Mengden
2017-09-09,TAM,Andriese
2017-09-09,BOS,Sale
2017-09-09,MIN,Berrios
2017-09-09,KAN,Junis
2017-09-09,NYY,Severino
2017-09-09,TEX,Cashner
2017-09-09,LAA,Heaney
2017-09-09,SEA,Albers
2017-09-09,SFO,Samardzija
2017-09-09,CWS,Shields
2017-09-10,CIN,Romano
2017-09-10,NYM,Degrom
2017-09-10,PHI,Lively
2017-09-10,WAS,Strasburg
2017-09-10,MIA,Despaigne
2017-09-10,ATL,Dickey
2017-09-10,PIT,Nova
2017-09-10,STL,Wacha
2017-09-10,MIL,Davies
2017-09-10,CUB,Hendricks
2017-09-10,COL,Chatwood
2017-09-10,LOS,Hill
2017-09-10,SDG,Perdomo
2017-09-10,ARI,Ray
2017-09-10,DET,Sanchez
2017-09-10,TOR,Happ
2017-09-10,BAL,Hellickson
2017-09-10,CLE,Bauer
2017-09-10,TAM,Cobb
2017-09-10,BOS,Porcello
2017-09-10,MIN,Colon
2017-09-10,KAN,Vargas
2017-09-10,NYY,Montgomery
2017-09-10,TEX,Griffin
2017-09-10,HOU,Keuchel
2017-09-10,OAK,Graveman
2017-09-10,LAA,Bridwell
2017-09-10,SEA,Ramirez
2017-09-10,SFO,Bumgarner
2017-09-10,CWS,Fulmer
2017-09-11,PIT,Brault
2017-09-11,MIL,Woodruff
2017-09-11,COL,Freeland
2017-09-11,ARI,Greinke
2017-09-11,LOS,Maeda
2017-09-11,SFO,Stratton
2017-09-11,BAL,Jimenez
2017-09-11,TOR,Estrada
2017-09-11,NYY,Sabathia
2017-09-11,TAM,Odorizzi
2017-09-11,DET,Jaye
2017-09-11,CLE,Carrasco
2017-09-11,SEA,Miranda
2017-09-11,TEX,Hamels
2017-09-11,CWS,Lopez
2017-09-11,KAN,Hammel
2017-09-12,ATL,Teheran
2017-09-12,WAS,Gonzalez
2017-09-12,MIA,Peters
2017-09-12,PHI,Pivetta
2017-09-12,PIT,Cole
2017-09-12,MIL,Suter
2017-09-12,NYM,Gsellman
2017-09-12,CUB,Quintana
2017-09-12,CIN,Stephenson
2017-09-12,STL,Lynn
2017-09-12,COL,Gray
2017-09-12,ARI,Walker
2017-09-12,LOS,Kershaw
2017-09-12,SFO,Cueto
2017-09-12,BAL,Bundy
2017-09-12,TOR,Biagini
2017-09-12,NYY,Gray
2017-09-12,TAM,Snell
2017-09-12,OAK,Manaea
2017-09-12,BOS,Rodriguez
2017-09-12,DET,Boyd
2017-09-12,CLE,Kluber
2017-09-12,SEA,Gonzales
2017-09-12,TEX,Gonzalez
2017-09-12,CWS,Covey
2017-09-12,KAN,Gaviglio
2017-09-12,HOU,Verlander
2017-09-12,LAA,Richards
2017-09-12,SDG,Wood
2017-09-12,MIN,Gibson
2017-09-13,ATL,Gohara
2017-09-13,WAS,Scherzer
2017-09-13,MIA,Straily
2017-09-13,PHI,Nola
2017-09-13,NYM,Harvey
2017-09-13,CUB,Lester
2017-09-13,PIT,Glasnow
2017-09-13,MIL,Anderson
2017-09-13,CIN,Mahle
2017-09-13,STL,Flaherty
2017-09-13,COL,Marquez
2017-09-13,ARI,Corbin
2017-09-13,LOS,Darvish
2017-09-13,SFO,Moore
2017-09-13,DET,Farmer
2017-09-13,CLE,Clevinger
2017-09-13,CWS,Giolito
2017-09-13,KAN,Skoglund
2017-09-13,BAL,Gausman
2017-09-13,TOR,Stroman
2017-09-13,NYY,Garcia
2017-09-13,TAM,Archer
2017-09-13,OAK,Cotton
2017-09-13,BOS,Fister
2017-09-13,SEA,Leake
2017-09-13,TEX,Perez
2017-09-13,HOU,Fiers
2017-09-13,LAA,Skaggs
2017-09-13,SDG,Lamet
2017-09-13,MIN,Santana
2017-09-14,CIN,Garrett
2017-09-14,STL,Weaver
2017-09-14,COL,Bettis
2017-09-14,ARI,Godley
2017-09-14,ATL,Foltynewicz
2017-09-14,WAS,Roark
2017-09-14,MIA,Worley
2017-09-14,PHI,Thompson
2017-09-14,NYM,Lugo
2017-09-14,CUB,Tseng
2017-09-14,CWS,Shields
2017-09-14,DET,Bell
2017-09-14,OAK,Gossett
2017-09-14,BOS,Pomeranz
2017-09-14,BAL,Miley
2017-09-14,NYY,Tanaka
2017-09-14,KAN,Junis
2017-09-14,CLE,Tomlin
2017-09-14,SEA,Hernandez
2017-09-14,TEX,Cashner
2017-09-14,TOR,Anderson
2017-09-14,MIN,Berrios
2017-09-14,HOU,Peacock
2017-09-14,LAA,Nolasco
2017-09-15,STL,Martinez
2017-09-15,CUB,Lackey
2017-09-15,LOS,Wood
2017-09-15,WAS,Jackson
2017-09-15,PIT,Kuhl
2017-09-15,CIN,Bailey
2017-09-15,MIL,Jeffress
2017-09-15,MIA,Urena
2017-09-15,NYM,Montero
2017-09-15,ATL,Newcomb
2017-09-15,SDG,Richard
2017-09-15,COL,Chatwood
2017-09-15,ARI,Ray
2017-09-15,SFO,Samardzija
2017-09-15,BAL,Ynoa
2017-09-15,NYY,Severino
2017-09-15,BOS,Sale
2017-09-15,TAM,Andriese
2017-09-15,CWS,Fulmer
2017-09-15,DET,Sanchez
2017-09-15,KAN,Vargas
2017-09-15,CLE,Bauer
2017-09-15,SEA,Paxton
2017-09-15,HOU,Morton
2017-09-15,TOR,Happ
2017-09-15,MIN,Colon
2017-09-15,TEX,Martinez
2017-09-15,LAA,Norris
2017-09-15,OAK,Mengden
2017-09-15,PHI,Leiter
2017-09-16,LOS,Hill
2017-09-16,WAS,Cole
2017-09-16,STL,Wacha
2017-09-16,CUB,Hendricks
2017-09-16,PIT,Nova
2017-09-16,CIN,Romano
2017-09-16,MIL,Davies
2017-09-16,MIA,Conley
2017-09-16,NYM,Degrom
2017-09-16,ATL,Dickey
2017-09-16,SDG,Lyles
2017-09-16,COL,Anderson
2017-09-16,ARI,Greinke
2017-09-16,SFO,Bumgarner
2017-09-16,BAL,Hellickson
2017-09-16,NYY,Montgomery
2017-09-16,KAN,Hammel
2017-09-16,CLE,Carrasco
2017-09-16,BOS,Porcello
2017-09-16,TAM,Cobb
