Date,Team,PITCHER
2017-09-16,CWS,Lopez
2017-09-16,DET,Jaye
2017-09-16,TOR,Estrada
2017-09-16,MIN,Mejia
2017-09-16,SEA,Ramirez
2017-09-16,HOU,Keuchel
2017-09-16,TEX,Hamels
2017-09-16,LAA,Bridwell
2017-09-16,OAK,Graveman
2017-09-16,PHI,Lively
2017-09-17,MIL,Woodruff
2017-09-17,MIA,Peters
2017-09-17,PIT,Cole
2017-09-17,CIN,Stephenson
2017-09-17,LOS,Ryu
2017-09-17,WAS,Strasburg
2017-09-17,NYM,Gsellman
2017-09-17,ATL,Teheran
2017-09-17,SDG,Chacin
2017-09-17,COL,Gray
2017-09-17,ARI,Walker
2017-09-17,SFO,Stratton
2017-09-17,STL,Lynn
2017-09-17,CUB,Quintana
2017-09-17,BAL,Jimenez
2017-09-17,NYY,Gray
2017-09-17,BOS,Rodriguez
2017-09-17,TAM,Odorizzi
2017-09-17,CWS,Covey
2017-09-17,DET,Boyd
2017-09-17,KAN,Duffy
2017-09-17,CLE,Kluber
2017-09-17,SEA,Moore
2017-09-17,HOU,Verlander
2017-09-17,TOR,Biagini
2017-09-17,MIN,Gibson
2017-09-17,TEX,Gonzalez
2017-09-17,LAA,Richards
2017-09-17,OAK,Manaea
2017-09-17,PHI,Alvarez
2017-09-18,LOS,Kershaw
2017-09-18,PHI,Pivetta
2017-09-18,MIL,Suter
2017-09-18,PIT,Taillon
2017-09-18,NYM,Harvey
2017-09-18,MIA,Straily
2017-09-18,ARI,Corbin
2017-09-18,SDG,Perdomo
2017-09-18,BOS,Fister
2017-09-18,BAL,Bundy
2017-09-18,MIN,Santana
2017-09-18,NYY,Garcia
2017-09-18,OAK,Alcantara
2017-09-18,DET,Farmer
2017-09-19,LOS,Darvish
2017-09-19,PHI,Nola
2017-09-19,MIL,Anderson
2017-09-19,PIT,Williams
2017-09-19,NYM,Lugo
2017-09-19,MIA,Despaigne
2017-09-19,STL,Flaherty
2017-09-19,CIN,Stephens
2017-09-19,WAS,Scherzer
2017-09-19,ATL,Gohara
2017-09-19,ARI,Godley
2017-09-19,SDG,Wood
2017-09-19,COL,Marquez
2017-09-19,SFO,Cueto
2017-09-19,MIN,Berrios
2017-09-19,NYY,Sabathia
2017-09-19,BOS,Pomeranz
2017-09-19,BAL,Gausman
2017-09-19,KAN,Kennedy
2017-09-19,TOR,Stroman
2017-09-19,OAK,Gossett
2017-09-19,DET,Bell
2017-09-19,CWS,Giolito
2017-09-19,HOU,Mchugh
2017-09-19,CLE,Clevinger
2017-09-19,LAA,Skaggs
2017-09-19,TEX,Perez
2017-09-19,SEA,Leake
2017-09-19,CUB,Montgomery
2017-09-19,TAM,Archer
2017-09-20,NYM,Montero
2017-09-20,MIA,Urena
2017-09-20,COL,Chatwood
2017-09-20,SFO,Moore
2017-09-20,LOS,Wood
2017-09-20,PHI,Thompson
2017-09-20,MIL,Wilkerson
2017-09-20,PIT,Brault
2017-09-20,STL,Weaver
2017-09-20,CIN,Davis
2017-09-20,WAS,Gonzalez
2017-09-20,ATL,Sims
2017-09-20,ARI,Ray
2017-09-20,SDG,Lamet
2017-09-20,MIN,Colon
2017-09-20,NYY,Severino
2017-09-20,OAK,Mengden
2017-09-20,DET,Sanchez
2017-09-20,BOS,Sale
2017-09-20,BAL,Miley
2017-09-20,KAN,Junis
2017-09-20,TOR,Anderson
2017-09-20,CWS,Shields
2017-09-20,HOU,Peacock
2017-09-20,CLE,Tomlin
2017-09-20,LAA,Nolasco
2017-09-20,TEX,Cashner
2017-09-20,SEA,Hernandez
2017-09-20,CUB,Lester
2017-09-20,TAM,Snell
2017-09-21,LOS,Maeda
2017-09-21,PHI,Leiter
2017-09-21,STL,Martinez
2017-09-21,CIN,Bailey
2017-09-21,WAS,Roark
2017-09-21,ATL,Dickey
2017-09-21,CUB,Arrieta
2017-09-21,MIL,Davies
2017-09-21,COL,Anderson
2017-09-21,SDG,Richard
2017-09-21,TAM,Andriese
2017-09-21,BAL,Ynoa
2017-09-21,KAN,Vargas
2017-09-21,TOR,Happ
2017-09-21,MIN,Mejia
2017-09-21,DET,Zimmermann
2017-09-21,CWS,Fulmer
2017-09-21,HOU,Keuchel
2017-09-21,CLE,Salazar
2017-09-21,LAA,Bridwell
2017-09-21,TEX,Hamels
2017-09-21,SEA,Paxton
2017-09-22,STL,Wacha
2017-09-22,PIT,Nova
2017-09-22,WAS,Jackson
2017-09-22,NYM,Gsellman
2017-09-22,PHI,Lively
2017-09-22,ATL,Newcomb
2017-09-22,CUB,Lackey
2017-09-22,MIL,Woodruff
2017-09-22,MIA,Conley
2017-09-22,ARI,Greinke
2017-09-22,COL,Gray
2017-09-22,SDG,Lyles
2017-09-22,SFO,Samardzija
2017-09-22,LOS,Hill
2017-09-22,TAM,Cobb
2017-09-22,BAL,Jimenez
2017-09-22,NYY,Tanaka
2017-09-22,TOR,Estrada
2017-09-22,MIN,Gibson
2017-09-22,DET,Norris
2017-09-22,LAA,Richards
2017-09-22,HOU,Verlander
2017-09-22,KAN,Hammel
2017-09-22,CWS,Lopez
2017-09-22,TEX,Martinez
2017-09-22,OAK,Graveman
2017-09-22,CLE,Bauer
2017-09-22,SEA,Ramirez
2017-09-22,BOS,Porcello
2017-09-22,CIN,Romano
2017-09-23,STL,Lynn
2017-09-23,PIT,Cole
2017-09-23,PHI,Alvarez
2017-09-23,ATL,Teheran
2017-09-23,WAS,Strasburg
2017-09-23,NYM,Syndergaard
2017-09-23,CUB,Hendricks
2017-09-23,MIL,Suter
2017-09-23,MIA,Peters
2017-09-23,ARI,Walker
2017-09-23,COL,Bettis
2017-09-23,SDG,Chacin
2017-09-23,SFO,Bumgarner
2017-09-23,LOS,Ryu
2017-09-23,NYY,Gray
2017-09-23,TOR,Biagini
2017-09-23,CLE,Carrasco
2017-09-23,SEA,Moore
2017-09-23,TAM,Odorizzi
2017-09-23,BAL,Hellickson
2017-09-23,MIN,Santana
2017-09-23,DET,Boyd
2017-09-23,KAN,Duffy
2017-09-23,CWS,Covey
2017-09-23,LAA,Norris
2017-09-23,HOU,Morton
2017-09-23,TEX,Gonzalez
2017-09-23,OAK,Alcantara
2017-09-23,BOS,Rodriguez
2017-09-23,CIN,Stephenson
2017-09-24,WAS,Scherzer
2017-09-24,NYM,Degrom
2017-09-24,PHI,Pivetta
2017-09-24,ATL,Gohara
2017-09-24,STL,Gant
2017-09-24,PIT,Taillon
2017-09-24,CUB,Quintana
2017-09-24,MIL,Anderson
2017-09-24,SFO,Stratton
2017-09-24,LOS,Kershaw
2017-09-24,MIA,Straily
2017-09-24,ARI,Corbin
2017-09-24,COL,Marquez
2017-09-24,SDG,Perdomo
2017-09-24,NYY,Garcia
2017-09-24,TOR,Stroman
2017-09-24,MIN,Berrios
2017-09-24,DET,Farmer
2017-09-24,TAM,Archer
2017-09-24,BAL,Tillman
2017-09-24,LAA,Skaggs
2017-09-24,HOU,Mccullers
2017-09-24,KAN,Kennedy
2017-09-24,CWS,Giolito
2017-09-24,TEX,Perez
2017-09-24,OAK,Cotton
2017-09-24,CLE,Kluber
2017-09-24,SEA,Leake
2017-09-24,BOS,Fister
2017-09-24,CIN,Stephens
2017-09-25,ATL,Sims
2017-09-25,NYM,Flexen
2017-09-25,WAS,Cole
2017-09-25,PHI,Nola
2017-09-25,ATL,Fried
2017-09-25,NYM,Lugo
2017-09-25,CUB,Lester
2017-09-25,STL,Weaver
2017-09-25,MIA,Despaigne
2017-09-25,COL,Chatwood
2017-09-25,SFO,Cueto
2017-09-25,ARI,Godley
2017-09-25,SDG,Wood
2017-09-25,LOS,Darvish
2017-09-25,KAN,Junis
2017-09-25,NYY,Sabathia
2017-09-25,TOR,Anderson
2017-09-25,BOS,Pomeranz
2017-09-25,HOU,Mchugh
2017-09-25,TEX,Cashner
2017-09-25,LAA,Nolasco
2017-09-25,CWS,Shields
2017-09-25,SEA,Hernandez
2017-09-25,OAK,Gossett
2017-09-26,WAS,Gonzalez
2017-09-26,PHI,Thompson
2017-09-26,ATL,Dickey
2017-09-26,NYM,Montero
2017-09-26,CIN,Mcguire
2017-09-26,MIL,Davies
2017-09-26,CUB,Arrieta
2017-09-26,STL,Martinez
2017-09-26,MIA,Urena
2017-09-26,COL,Anderson
2017-09-26,SFO,Moore
2017-09-26,ARI,Ray
2017-09-26,SDG,Lamet
2017-09-26,LOS,Wood
2017-09-26,TAM,Snell
2017-09-26,NYY,Montgomery
2017-09-26,MIN,Colon
2017-09-26,CLE,Tomlin
2017-09-26,TOR,Happ
2017-09-26,BOS,Sale
2017-09-26,HOU,Keuchel
2017-09-26,TEX,Hamels
2017-09-26,LAA,Bridwell
2017-09-26,CWS,Volstad
2017-09-26,DET,Sanchez
2017-09-26,KAN,Vargas
2017-09-26,SEA,Paxton
2017-09-26,OAK,Mengden
2017-09-26,BAL,Gausman
2017-09-26,PIT,Williams
2017-09-27,MIA,Conley
2017-09-27,COL,Gray
2017-09-27,SFO,Samardzija
2017-09-27,ARI,Shipley
2017-09-27,WAS,Roark
2017-09-27,PHI,Leiter
2017-09-27,ATL,Newcomb
2017-09-27,NYM,Gsellman
2017-09-27,CIN,Bailey
2017-09-27,MIL,Woodruff
2017-09-27,CUB,Lackey
2017-09-27,STL,Wacha
2017-09-27,SDG,Richard
2017-09-27,LOS,Hill
2017-09-27,HOU,Verlander
2017-09-27,TEX,Martinez
2017-09-27,SEA,Ramirez
2017-09-27,OAK,Graveman
2017-09-27,TAM,Andriese
2017-09-27,NYY,Severino
2017-09-27,MIN,Mejia
2017-09-27,CLE,Salazar
2017-09-27,TOR,Estrada
2017-09-27,BOS,Porcello
2017-09-27,LAA,Richards
2017-09-27,CWS,Lopez
2017-09-27,DET,Zimmermann
2017-09-27,KAN,Hammel
2017-09-27,BAL,Ynoa
2017-09-27,PIT,Kuhl
2017-09-28,CIN,Romano
2017-09-28,MIL,Suter
2017-09-28,PIT,Nova
2017-09-28,WAS,Jackson
2017-09-28,ATL,Teheran
2017-09-28,MIA,Peters
2017-09-28,CUB,Hendricks
2017-09-28,STL,Lynn
2017-09-28,MIN,Santana
2017-09-28,CLE,Carrasco
2017-09-28,TAM,Faria
2017-09-28,NYY,Gray
2017-09-28,HOU,Peacock
2017-09-28,BOS,Rodriguez
2017-09-28,OAK,Manaea
2017-09-28,TEX,Gonzalez
2017-09-28,LAA,Norris
2017-09-28,CWS,Covey
2017-09-28,DET,Norris
2017-09-28,KAN,Duffy
2017-09-29,CIN,Stephenson
2017-09-29,CUB,Quintana
2017-09-29,PIT,Cole
2017-09-29,WAS,Strasburg
2017-09-29,NYM,Harvey
2017-09-29,PHI,Lively
2017-09-29,ATL,Gohara
2017-09-29,MIA,Straily
2017-09-29,LOS,Ryu
2017-09-29,COL,Bettis
2017-09-29,MIL,Anderson
2017-09-29,STL,Gant
2017-09-29,SDG,Lyles
2017-09-29,SFO,Stratton
2017-09-29,TOR,Biagini
2017-09-29,NYY,Tanaka
2017-09-29,BAL,Miley
2017-09-29,TAM,Odorizzi
2017-09-29,CWS,Pelfrey
2017-09-29,CLE,Bauer
2017-09-29,HOU,Morton
2017-09-29,BOS,Fister
2017-09-29,OAK,Alcantara
2017-09-29,TEX,Perez
2017-09-29,DET,Boyd
2017-09-29,MIN,Gibson
2017-09-29,SEA,Gonzales
2017-09-29,LAA,Skaggs
2017-09-29,ARI,Greinke
2017-09-29,KAN,Kennedy
2017-09-30,CIN,Stephens
2017-09-30,CUB,Lester
2017-09-30,SDG,Chacin
2017-09-30,SFO,Cain
2017-09-30,MIL,Guerra
2017-09-30,STL,Weaver
2017-09-30,PIT,Taillon
2017-09-30,WAS,Scherzer
2017-09-30,NYM,Lugo
2017-09-30,PHI,Alvarez
2017-09-30,ATL,Sims
2017-09-30,MIA,Despaigne
2017-09-30,LOS,Kershaw
2017-09-30,COL,Marquez
2017-09-30,TOR,Stroman
2017-09-30,NYY,Sabathia
2017-09-30,BAL,Castro
2017-09-30,TAM,Archer
2017-09-30,HOU,Mccullers
2017-09-30,BOS,Pomeranz
2017-09-30,CWS,Fulmer
2017-09-30,CLE,Kluber
2017-09-30,DET,Farmer
2017-09-30,MIN,Slegers
2017-09-30,OAK,Gossett
2017-09-30,TEX,Cashner
2017-09-30,SEA,Albers
2017-09-30,LAA,Nolasco
2017-09-30,ARI,Walker
2017-09-30,KAN,Junis
2017-10-01,PIT,Brault
2017-10-01,WAS,Gonzalez
2017-10-01,NYM,Syndergaard
2017-10-01,PHI,Pivetta
2017-10-01,SDG,Perdomo
2017-10-01,SFO,Cueto
2017-10-01,ATL,Fried
2017-10-01,MIA,Urena
2017-10-01,LOS,Stripling
2017-10-01,COL,Freeland
2017-10-01,MIL,Wilkerson
2017-10-01,STL,Flaherty
2017-10-01,CIN,Mcguire
2017-10-01,CUB,Montgomery
2017-10-01,HOU,Mchugh
2017-10-01,BOS,Velazquez
2017-10-01,OAK,Mengden
2017-10-01,TEX,Hamels
2017-10-01,TOR,Anderson
2017-10-01,NYY,Montgomery
2017-10-01,SEA,Paxton
2017-10-01,LAA,Bridwell
2017-10-01,DET,Sanchez
2017-10-01,MIN,Colon
2017-10-01,BAL,Gausman
2017-10-01,TAM,Snell
2017-10-01,CWS,Volstad
2017-10-01,CLE,Tomlin
2017-10-01,ARI,Ray
2017-10-01,KAN,Vargas
2017-10-03,MIN,Santana
2017-10-03,NYY,Severino
2017-10-04,COL,Gray
2017-10-04,ARI,Greinke
2017-10-05,BOS,Sale
2017-10-05,HOU,Verlander
2017-10-05,NYY,Gray
2017-10-05,CLE,Bauer
2017-10-06,CUB,Hendricks
2017-10-06,WAS,Strasburg
2017-10-06,ARI,Walker
2017-10-06,LOS,Kershaw
2017-10-06,BOS,Pomeranz
2017-10-06,HOU,Keuchel
2017-10-06,NYY,Sabathia
2017-10-06,CLE,Kluber
2017-10-07,CUB,Lester
2017-10-07,WAS,Gonzalez
2017-10-07,ARI,Ray
2017-10-07,LOS,Hill
2017-10-08,HOU,Peacock
2017-10-08,BOS,Fister
2017-10-08,CLE,Carrasco
2017-10-08,NYY,Tanaka
2017-10-09,WAS,Scherzer
2017-10-09,CUB,Quintana
2017-10-09,LOS,Darvish
2017-10-09,ARI,Greinke
2017-10-09,HOU,Morton
2017-10-09,BOS,Porcello
2017-10-09,CLE,Bauer
2017-10-09,NYY,Severino
2017-10-11,NYY,Sabathia
2017-10-11,CLE,Kluber
2017-10-11,WAS,Strasburg
2017-10-11,CUB,Arrieta
2017-10-12,CUB,Hendricks
2017-10-12,WAS,Gonzalez
2017-10-13,NYY,Tanaka
2017-10-13,HOU,Keuchel
2017-10-14,CUB,Quintana
2017-10-14,LOS,Kershaw
2017-10-14,NYY,Severino
2017-10-14,HOU,Verlander
2017-10-15,CUB,Lester
2017-10-15,LOS,Hill
2017-10-16,HOU,Morton
2017-10-16,NYY,Sabathia
2017-10-17,LOS,Darvish
2017-10-17,CUB,Hendricks
2017-10-17,HOU,Mccullers
2017-10-17,NYY,Gray
2017-10-18,LOS,Wood
2017-10-18,CUB,Arrieta
2017-10-18,HOU,Keuchel
2017-10-18,NYY,Tanaka
2017-10-19,LOS,Kershaw
2017-10-19,CUB,Quintana
2017-10-20,NYY,Severino
2017-10-20,HOU,Verlander
2017-10-21,NYY,Sabathia
2017-10-21,HOU,Morton
2017-10-24,HOU,Keuchel
2017-10-24,LOS,Kershaw
2017-10-25,HOU,Verlander
2017-10-25,LOS,Hill
2017-10-27,LOS,Darvish
2017-10-27,HOU,Mccullers
2017-10-28,LOS,Wood
2017-10-28,HOU,Morton
2017-10-29,LOS,Kershaw
2017-10-29,HOU,Keuchel
2017-10-31,HOU,Verlander
2017-10-31,LOS,Hill
