Date,VH,Team,Pitcher,Open,Close,Final
2019-05-12,H,OAK,DMENGDEN-R,-130,-120,3
2019-05-12,V,PHI,CIRVIN-L,-121,-105,6
2019-05-12,H,KAN,JJUNIS-R,111,-105,1
2019-05-13,V,MIL,FPERALTA-R,146,133,4
2019-05-13,H,PHI,ANOLA-R,-167,-143,7
2019-05-13,V,PIT,NKINGHAM-R,144,165,3
2019-05-13,H,ARI,RRAY-L,-165,-180,9
2019-05-13,V,HOU,BPEACOCK-R,-140,-162,8
2019-05-13,H,DET,MBOYD-L,120,152,1
2019-05-13,V,LAA,TSKAGGS-L,144,118,5
2019-05-13,H,MIN,JBERRIOS-R,-165,-128,4
2019-05-13,V,CLE,SBIEBER-R,-140,-155,2
2019-05-13,H,CWS,RLOPEZ-R,120,145,5
2019-05-13,V,OAK,MFIERS-R,115,105,5
2019-05-13,H,SEA,YKIKUCHI-L,-135,-115,6
2019-05-14,V,CUB,KHENDRICKS-R,-130,-110,3
2019-05-14,H,CIN,TROARK-R,110,100,1
2019-05-14,V,MIL,BWOODRUFF-R,105,-115,6
2019-05-14,H,PHI,JEICKHOFF-R,-125,105,1
2019-05-14,V,NYM,NSYNDERGAARD-R,-155,-144,6
2019-05-14,H,WAS,JHELLICKSON-R,135,134,2
2019-05-14,V,STL,JFLAHERTY-R,-115,-125,14
2019-05-14,H,ATL,MFOLTYNEWICZ-R,-105,115,3
2019-05-14,V,PIT,JMUSGROVE-R,125,148,6
2019-05-14,H,ARI,LWEAVER-R,-145,-158,2
2019-05-14,V,SDG,CPADDACK-R,144,147,3
2019-05-14,H,LOS,CKERSHAW-L,-165,-157,6
2019-05-14,V,CLE,CCARRASCO-R,-185,-196,9
2019-05-14,H,CWS,MBANUELOS-L,160,178,0
2019-05-14,V,HOU,WMILEY-L,-200,-220,11
2019-05-14,H,DET,RCARPENTER-L,170,200,4
2019-05-14,V,LAA,CBEDROSIAN-R,105,118,3
2019-05-14,H,MIN,KGIBSON-R,-125,-128,4
2019-05-14,V,TEX,SMILLER-R,105,133,5
2019-05-14,H,KAN,DDUFFY-L,-125,-143,11
2019-05-14,V,OAK,BANDERSON-L,-110,-115,3
2019-05-14,H,SEA,MLEAKE-R,-110,105,4
2019-05-14,V,TAM,CMORTON-R,-150,-143,4
2019-05-14,H,MIA,CSMITH-L,130,133,0
2019-05-14,V,COL,KFREELAND-L,192,220,5
2019-05-14,H,BOS,CSALE-L,-230,-250,4
2019-05-14,V,TOR,TTHORNTON-R,-115,115,7
2019-05-14,H,SFO,NVINCENT-R,-105,-125,3
2019-05-15,V,PIT,CARCHER-R,144,147,1
2019-05-15,H,ARI,ZGREINKE-R,-165,-157,11
2019-05-15,V,CUB,YDARVISH-R,-110,124,5
2019-05-15,H,CIN,SGRAY-R,-110,-134,6
2019-05-15,V,MIL,GGONZALEZ-L,110,112,5
2019-05-15,H,PHI,JARRIETA-R,-130,-122,2
2019-05-15,V,NYM,WFONT-R,148,137,1
2019-05-15,H,WAS,PCORBIN-L,-170,-147,5
2019-05-15,V,STL,MWACHA-R,115,124,0
2019-05-15,H,ATL,MSOROKA-R,-135,-134,4
2019-05-15,V,SDG,MSTRAHM-L,135,148,0
2019-05-15,H,LOS,KMAEDA-R,-155,-158,2
2019-05-15,V,LAA,TCAHILL-R,123,125,7
2019-05-15,H,MIN,JODORIZZI-R,-143,-135,8
2019-05-15,V,BAL,ACASHNER-R,199,210,1
2019-05-15,H,NYY,DGERMAN-R,-240,-240,3
2019-05-15,V,HOU,JVERLANDER-R,-330,-380,5
2019-05-15,H,DET,GSOTO-L,267,320,1
2019-05-15,V,TEX,MMINOR-L,-128,-118,6
2019-05-15,H,KAN,JLOPEZ-R,108,108,1
2019-05-15,V,TOR,EJACKSON-R,113,130,3
2019-05-15,H,SFO,SANDERSON-R,-133,-140,4
2019-05-15,V,TAM,RSTANEK-R,-167,-176,1
2019-05-15,H,MIA,JURENA-R,146,163,0
2019-05-15,V,COL,GMARQUEZ-R,125,136,5
2019-05-15,H,BOS,ERODRIGUEZ-L,-145,-146,6
2019-05-15,V,BAL,DHESS-R,218,240,3
2019-05-15,H,NYY,JHAPP-L,-265,-270,5
2019-05-16,V,NYM,ZWHEELER-R,-125,-125,6
2019-05-16,H,WAS,ASANCHEZ-R,105,115,7
2019-05-16,V,MIL,ZDAVIES-R,105,111,11
2019-05-16,H,PHI,ZEFLIN-R,-125,-121,3
2019-05-16,V,CUB,JQUINTANA-L,-115,126,2
2019-05-16,H,CIN,LCASTILLO-R,-105,-136,4
2019-05-16,V,STL,AWAINWRIGHT-R,-110,102,2
2019-05-16,H,ATL,JTEHERAN-R,-110,-112,10
2019-05-16,V,PIT,TWILLIAMS-R,-110,134,3
2019-05-16,H,SDG,ELAUER-L,-110,-144,4
2019-05-16,V,OAK,CBASSITT-R,-120,-148,17
2019-05-16,H,DET,STURNBULL-R,100,138,3
2019-05-16,V,TEX,LLYNN-R,-105,102,16
2019-05-16,H,KAN,HBAILEY-R,-115,-112,1
2019-05-16,V,BAL,DSTRAILY-R,237,290,7
2019-05-16,H,CLE,TBAUER-R,-290,-340,14
2019-05-16,V,TOR,MSTROMAN-R,-135,-116,2
2019-05-16,H,CWS,DCOVEY-R,115,106,4
2019-05-16,V,MIN,MPINEDA-R,-110,-107,11
2019-05-16,H,SEA,ESwanson-R,-110,-103,6
2019-05-17,V,CUB,CHAMELS-L,105,148,14
2019-05-17,H,WAS,MSCHERZER-R,-125,-158,6
2019-05-17,V,COL,JGRAY-R,115,109,4
2019-05-17,H,PHI,CIRVIN-L,-135,-119,5
2019-05-17,V,LOS,RHILL-L,-130,-137,6
2019-05-17,H,CIN,ADESCLAFANI-R,110,127,0
2019-05-17,V,NYM,JDEGROM-R,-270,-230,6
2019-05-17,H,MIA,TRICHARDS-R,222,205,8
2019-05-17,V,MIL,JCHACIN-R,100,118,8
2019-05-17,H,ATL,MFRIED-L,-120,-128,12
2019-05-17,V,SFO,JSAMARDZIJA-R,110,131,0
2019-05-17,H,ARI,MKELLY-R,-130,-141,7
2019-05-17,V,PIT,JLYLES-R,110,158,5
2019-05-17,H,SDG,JLUCCHESI-L,-130,-168,3
2019-05-17,V,TAM,RSTANEK-R,105,-103,3
2019-05-17,H,NYY,CSABATHIA-L,-125,-107,4
2019-05-17,V,BAL,DBUNDY-R,151,160,5
2019-05-17,H,CLE,JRODRIGUEZ-R,-175,-170,1
2019-05-17,V,OAK,FMONTAS-R,-145,-192,7
2019-05-17,H,DET,DNORRIS-L,125,176,2
2019-05-17,V,HOU,GCOLE-R,-135,-141,3
2019-05-17,H,BOS,RPORCELLO-R,115,131,1
2019-05-17,V,TOR,ASANCHEZ-R,-105,106,10
2019-05-17,H,CWS,INOVA-R,-115,-116,2
2019-05-17,V,KAN,BKELLER-R,120,170,2
2019-05-17,H,LAA,MHARVEY-R,-140,-185,5
2019-05-17,V,MIN,MPEREZ-L,-120,102,7
2019-05-17,H,SEA,MGONZALES-L,100,-112,1
2019-05-17,V,STL,MMIKOLAS-R,-175,-157,3
2019-05-17,H,TEX,JLECLERC-R,151,147,7
2019-05-18,V,COL,ASENZATELA-R,135,163,1
2019-05-18,H,PHI,ANOLA-R,-155,-176,2
2019-05-18,V,LOS,WBUEHLER-R,-160,-167,0
2019-05-18,H,CIN,TMAHLE-R,140,157,4
2019-05-18,V,NYM,SMATZ-L,-125,-126,0
2019-05-18,H,MIA,PLOPEZ-R,105,116,2
2019-05-18,V,CUB,JLESTER-L,105,125,2
2019-05-18,H,WAS,SSTRASBURG-R,-125,-135,5
2019-05-18,V,MIL,CANDERSON-R,-105,110,3
2019-05-18,H,ATL,KGAUSMAN-R,-115,-120,4
2019-05-18,V,PIT,MDURAPAU-R,128,140,7
2019-05-18,H,SDG,NMARGEVICIUS-L,-148,-150,2
2019-05-18,V,SFO,MBUMGARNER-L,-115,-116,8
2019-05-18,H,ARI,ZGODLEY-R,-105,106,5
2019-05-18,V,TAM,BSNELL-L,-110,-117,2
2019-05-18,H,NYY,MTANAKA-R,-110,107,1
2019-05-18,V,TOR,RFEIERABE-L,125,145,1
2019-05-18,H,CWS,LGIOLITO-R,-145,-155,4
2019-05-18,V,OAK,DMENGDEN-R,-110,-118,4
2019-05-18,H,DET,MBOYD-L,-110,108,1
2019-05-18,V,BAL,JMEANS-L,130,140,1
2019-05-18,H,CLE,APLUTKO-R,-150,-150,4
2019-05-18,V,HOU,CMARTIN-R,-115,-110,7
2019-05-18,H,BOS,HVELAZQUEZ-R,-105,100,3
2019-05-18,V,KAN,JJUNIS-R,144,175,3
2019-05-18,H,LAA,GCANNING-R,-165,-190,6
2019-05-18,V,MIN,JBERRIOS-R,-135,-132,18
2019-05-18,H,SEA,WLEBLANC-L,115,122,4
2019-05-18,V,STL,DHUDSON-R,-150,-110,8
2019-05-18,H,TEX,AJURADO-R,130,100,2
2019-05-19,V,COL,KFREELAND-L,125,103,5
2019-05-19,H,PHI,JEICKHOFF-R,-145,-113,7
2019-05-19,V,NYM,NSYNDERGAARD-R,-220,-196,0
2019-05-19,H,MIA,SALCANTARA-R,184,178,3
2019-05-19,V,LOS,HRYU-L,-165,-170,8
2019-05-19,H,CIN,TROARK-R,144,160,3
2019-05-19,V,MIL,BWOODRUFF-R,-120,-140,3
2019-05-19,H,ATL,MFOLTYNEWICZ-R,100,130,2
2019-05-19,V,SFO,DPOMERANZ-L,151,180,3
2019-05-19,H,ARI,RRAY-L,-175,-200,2
2019-05-19,V,PIT,JMUSGROVE-R,-110,102,6
2019-05-19,H,SDG,CQUANTRILL-R,-110,-112,4
2019-05-19,V,CUB,KHENDRICKS-R,-150,-150,6
2019-05-19,H,WAS,JHELLICKSON-R,130,140,5
2019-05-19,V,HOU,WMILEY-L,130,176,3
2019-05-19,H,BOS,CSALE-L,-150,-192,4
2019-05-19,V,TAM,CMORTON-R,-140,-101,5
2019-05-19,H,NYY,CGREEN-R,120,-109,13
2019-05-19,V,BAL,YRAMIREZ-R,188,210,0
2019-05-19,H,CLE,SBIEBER-R,-225,-240,10
2019-05-19,V,OAK,MFIERS-R,-180,-200,5
2019-05-19,H,DET,GSOTO-L,155,180,3
2019-05-19,V,TOR,TTHORNTON-R,105,100,5
2019-05-19,H,CWS,RLOPEZ-R,-125,-110,2
2019-05-19,V,KAN,DDUFFY-L,140,157,5
2019-05-19,H,LAA,TSKAGGS-L,-160,-167,1
2019-05-19,V,MIN,KGIBSON-R,-115,110,4
2019-05-19,H,SEA,YKIKUCHI-L,-105,-120,7
2019-05-19,V,STL,JFLAHERTY-R,-170,-158,4
2019-05-19,H,TEX,DSMYLY-L,148,148,5
2019-05-20,V,WAS,PCORBIN-L,-150,-155,3
2019-05-20,H,NYM,WFONT-R,130,145,5
2019-05-20,V,PHI,JARRIETA-R,115,108,5
2019-05-20,H,CUB,YDARVISH-R,-135,-118,4
2019-05-20,V,ATL,MSOROKA-R,-160,-150,4
2019-05-20,H,SFO,ASUAREZ-L,140,140,1
2019-05-20,V,ARI,LWEAVER-R,115,135,1
2019-05-20,H,SDG,CPADDACK-R,-135,-145,2
2019-05-20,V,BOS,DPRICE-L,-210,-220,12
2019-05-20,H,TOR,EJACKSON-R,176,200,2
2019-05-20,V,OAK,BANDERSON-L,135,165,6
2019-05-20,H,CLE,CCARRASCO-R,-155,-180,4
2019-05-20,V,NYY,JHAPP-L,-180,-180,10
2019-05-20,H,BAL,ACASHNER-R,155,165,7
2019-05-20,V,SEA,MLEAKE-R,140,132,9
2019-05-20,H,TEX,MMINOR-L,-160,-142,10
2019-05-20,V,CWS,RBURR-R,218,205,0
2019-05-20,H,HOU,BPEACOCK-R,-265,-230,3
2019-05-20,V,MIN,JODORIZZI-R,-125,130,3
2019-05-20,H,LAA,TCOLE-R,105,-140,1
2019-05-21,V,PHI,ZEFLIN-R,110,115,2
2019-05-21,H,CUB,JQUINTANA-L,-130,-125,3
2019-05-21,V,COL,GMARQUEZ-R,-110,-120,5
2019-05-21,H,PIT,CARCHER-R,-110,110,0
2019-05-21,V,WAS,EFEDDE-R,115,125,5
2019-05-21,H,NYM,ZWHEELER-R,-135,-135,6
2019-05-21,V,CIN,SGRAY-R,125,122,3
2019-05-21,H,MIL,GGONZALEZ-L,-145,-132,0
2019-05-21,V,ATL,JTEHERAN-R,-130,-115,3
2019-05-21,H,SFO,SANDERSON-R,110,105,4
2019-05-21,V,ARI,ZGREINKE-R,-120,-105,2
2019-05-21,H,SDG,MSTRAHM-L,100,-105,3
2019-05-21,V,OAK,CBASSITT-R,120,110,5
2019-05-21,H,CLE,TBAUER-R,-140,-120,3
2019-05-21,V,NYY,DGERMAN-R,-225,-260,11
2019-05-21,H,BAL,DHESS-R,188,230,4
2019-05-21,V,BOS,ERODRIGUEZ-L,-145,-140,3
2019-05-21,H,TOR,MSTROMAN-R,125,130,10
2019-05-21,V,SEA,TMILONE-L,140,110,3
2019-05-21,H,TEX,LLYNN-R,-160,-120,5
2019-05-21,V,CWS,DCOVEY-R,281,300,1
2019-05-21,H,HOU,JVERLANDER-R,-350,-350,5
2019-05-21,V,MIN,MPINEDA-R,-110,104,8
2019-05-21,H,LAA,TCAHILL-R,-110,-114,3
2019-05-21,V,MIA,CSMITH-L,-105,102,5
2019-05-21,H,DET,STURNBULL-R,-115,-112,4
2019-05-21,V,LOS,CKERSHAW-L,-135,-140,7
2019-05-21,H,TAM,HWOOD-R,115,130,3
2019-05-22,V,CIN,LCASTILLO-R,-103,-109,9
2019-05-22,H,MIL,ZDAVIES-R,-117,-101,11
2019-05-22,V,ARI,MKELLY-R,115,124,2
2019-05-22,H,SDG,ELAUER-L,-135,-134,5
2019-05-22,V,COL,JGRAY-R,-118,-112,9
2019-05-22,H,PIT,MDURAPAU-R,-102,102,3
2019-05-22,V,WAS,MSCHERZER-R,-108,-123,1
2019-05-22,H,NYM,JDEGROM-R,-112,113,6
2019-05-22,V,PHI,CIRVIN-L,132,152,4
2019-05-22,H,CUB,CHAMELS-L,-152,-162,8
2019-05-22,V,ATL,MFRIED-L,-137,-157,9
2019-05-22,H,SFO,JSAMARDZIJA-R,117,147,2
2019-05-22,V,OAK,FMONTAS-R,-117,-120,7
2019-05-22,H,CLE,JRODRIGUEZ-R,-103,110,2
2019-05-22,V,SEA,MGONZALES-L,-109,-122,1
2019-05-22,H,TEX,JCHAVEZ-R,-111,112,2
2019-05-22,V,NYY,CSABATHIA-L,-225,-250,7
2019-05-22,H,BAL,DSTRAILY-R,188,220,5
2019-05-22,V,BOS,RPORCELLO-R,-145,-144,6
2019-05-22,H,TOR,ASANCHEZ-R,125,134,5
2019-05-22,V,CWS,INOVA-R,267,310,9
2019-05-22,H,HOU,GCOLE-R,-330,-360,4
2019-05-22,V,KAN,BKELLER-R,155,165,8
2019-05-22,H,STL,MWACHA-R,-180,-180,2
2019-05-22,V,MIA,JURENA-R,-102,105,6
2019-05-22,H,DET,DNORRIS-L,-118,-115,3
2019-05-22,V,LOS,RHILL-L,-145,-123,1
2019-05-22,H,TAM,RSTANEK-R,125,113,8
2019-05-22,V,KAN,HBAILEY-R,166,180,3
2019-05-22,H,STL,AWAINWRIGHT-R,-195,-200,10
2019-05-23,V,WAS,SSTRASBURG-R,-130,-163,4
2019-05-23,H,NYM,SMATZ-L,110,153,6
2019-05-23,V,COL,ASENZATELA-R,115,122,6
2019-05-23,H,PIT,JLYLES-R,-135,-132,14
2019-05-23,V,PHI,ANOLA-R,110,-125,9
2019-05-23,H,CUB,JLESTER-L,-130,115,7
2019-05-23,V,ATL,KGAUSMAN-R,-115,-114,5
2019-05-23,H,SFO,MBUMGARNER-L,-105,104,4
2019-05-23,V,NYY,MTANAKA-R,-210,-200,6
2019-05-23,H,BAL,DBUNDY-R,176,180,5
2019-05-23,V,BOS,RWEBER-R,-165,-132,8
2019-05-23,H,TOR,CRICHARD-L,144,122,2
2019-05-23,V,TAM,RYARBROUGH-L,-145,-124,7
2019-05-23,H,CLE,APLUTKO-R,125,114,2
2019-05-23,V,CWS,LGIOLITO-R,170,170,4
2019-05-23,H,HOU,CMARTIN-R,-200,-185,0
2019-05-23,V,MIA,TRICHARDS-R,125,135,5
2019-05-23,H,DET,MBOYD-L,-145,-145,2
2019-05-23,V,MIN,MPEREZ-L,-137,-134,16
2019-05-23,H,LAA,MHARVEY-R,117,124,7
2019-05-24,V,CIN,ADESCLAFANI-R,148,165,6
2019-05-24,H,CUB,KHENDRICKS-R,-170,-180,5
2019-05-24,V,MIA,PLOPEZ-R,135,138,10
2019-05-24,H,WAS,KMCGOWIN-R,-155,-148,12
2019-05-24,V,LOS,WBUEHLER-R,-170,-190,10
2019-05-24,H,PIT,MFELIZ-R,148,175,2
2019-05-24,V,PHI,JEICKHOFF-R,-105,132,6
2019-05-24,H,MIL,CANDERSON-R,-115,-142,4
2019-05-24,V,ATL,MFOLTYNEWICZ-R,130,138,5
2019-05-24,H,STL,MMIKOLAS-R,-150,-148,2
2019-05-24,V,ARI,RRAY-L,-140,-138,18
2019-05-24,H,SFO,DPOMERANZ-L,120,128,2
2019-05-24,V,TAM,BSNELL-L,-135,-130,1
2019-05-24,H,CLE,SBIEBER-R,115,120,3
2019-05-24,V,CWS,RLOPEZ-R,184,185,4
2019-05-24,H,MIN,JBERRIOS-R,-220,-205,11
2019-05-24,V,BOS,CSALE-L,-140,-150,3
2019-05-24,H,HOU,WMILEY-L,120,140,4
2019-05-24,V,SEA,WLEBLANC-L,140,148,2
2019-05-24,H,OAK,DMENGDEN-R,-160,-158,6
2019-05-24,V,TEX,DSMYLY-L,151,152,4
2019-05-24,H,LAA,GCANNING-R,-175,-162,3
2019-05-24,V,SDG,JLUCCHESI-L,-135,-120,6
2019-05-24,H,TOR,TTHORNTON-R,115,110,3
2019-05-24,V,DET,GSOTO-L,234,250,9
2019-05-24,H,NYM,NSYNDERGAARD-R,-285,-290,8
2019-05-24,V,BAL,JMEANS-L,152,135,6
2019-05-24,H,COL,JHOFFMAN-R,-177,-145,8
2019-05-25,V,CIN,TMAHLE-R,140,131,6
2019-05-25,H,CUB,YDARVISH-R,-160,-141,8
2019-05-25,V,MIA,SALCANTARA-R,180,205,0
2019-05-25,H,WAS,PCORBIN-L,-215,-230,5
2019-05-25,V,ARI,TCLARKE-R,-115,105,10
2019-05-25,H,SFO,ASUAREZ-L,-105,-115,4
2019-05-25,V,PHI,JARRIETA-R,115,123,7
2019-05-25,H,MIL,JCHACIN-R,-135,-133,2
2019-05-25,V,ATL,MSOROKA-R,-120,-118,3
2019-05-25,H,STL,DHUDSON-R,100,108,6
2019-05-25,V,LOS,HRYU-L,-165,-185,7
2019-05-25,H,PIT,JMUSGROVE-R,144,170,2
2019-05-25,V,CWS,MBANUELOS-L,192,195,1
2019-05-25,H,MIN,KGIBSON-R,-230,-215,8
2019-05-25,V,NYY,JHAPP-L,-135,-132,7
2019-05-25,H,KAN,JJUNIS-R,115,122,3
2019-05-25,V,SEA,YKIKUCHI-L,115,109,5
2019-05-25,H,OAK,MFIERS-R,-135,-119,6
2019-05-25,V,TAM,CMORTON-R,-105,110,6
2019-05-25,H,CLE,CCARRASCO-R,-115,-120,2
2019-05-25,V,BOS,DPRICE-L,115,120,3
2019-05-25,H,HOU,BPEACOCK-R,-135,-130,4
2019-05-25,V,TEX,MMINOR-L,-110,-105,2
2019-05-25,H,LAA,TSKAGGS-L,-110,-105,3
2019-05-25,V,SDG,CQUANTRILL-R,-110,-109,19
2019-05-25,H,TOR,EJACKSON-R,-110,-101,4
2019-05-25,V,DET,RCARPENTER-L,160,165,4
2019-05-25,H,NYM,JVARGAS-L,-185,-180,5
2019-05-25,V,BAL,ACASHNER-R,166,158,9
2019-05-25,H,COL,KFREELAND-L,-195,-168,6
2019-05-25,V,NYY,CGREEN-R,-155,-155,6
2019-05-25,H,KAN,JLOPEZ-R,135,145,5
2019-05-26,V,MIA,CSMITH-L,120,120,6
2019-05-26,H,WAS,EFEDDE-R,-140,-130,9
2019-05-26,V,LOS,KMAEDA-R,-165,-159,11
2019-05-26,H,PIT,CARCHER-R,144,149,7
2019-05-26,V,PHI,ZEFLIN-R,125,145,1
2019-05-26,H,MIL,BWOODRUFF-R,-145,-155,9
2019-05-26,V,CIN,TROARK-R,140,150,10
2019-05-26,H,CUB,JQUINTANA-L,-160,-160,2
2019-05-26,V,ARI,LWEAVER-R,-119,-105,6
2019-05-26,H,SFO,SANDERSON-R,-101,-105,2
2019-05-26,V,ATL,JTEHERAN-R,105,128,4
2019-05-26,H,STL,JFLAHERTY-R,-125,-138,3
2019-05-26,V,TAM,RSTANEK-R,105,-104,6
2019-05-26,H,CLE,TBAUER-R,-125,-106,3
2019-05-26,V,CWS,DCOVEY-R,203,220,0
2019-05-26,H,MIN,JODORIZZI-R,-245,-250,7
2019-05-26,V,BOS,ERODRIGUEZ-L,163,150,4
2019-05-26,H,HOU,JVERLANDER-R,-190,-160,1
2019-05-26,V,NYY,DGERMAN-R,-150,-160,7
2019-05-26,H,KAN,DDUFFY-L,130,150,8
2019-05-26,V,TEX,AJURADO-R,120,150,6
2019-05-26,H,LAA,AHEANEY-L,-140,-160,7
2019-05-26,V,SEA,MLEAKE-R,144,125,1
2019-05-26,H,OAK,BANDERSON-L,-165,-135,7
2019-05-26,V,SDG,RERLIN-L,-130,105,1
2019-05-26,H,TOR,MSTROMAN-R,110,-115,10
2019-05-26,V,DET,STURNBULL-R,160,155,3
2019-05-26,H,NYM,ZWHEELER-R,-185,-165,4
2019-05-26,V,BAL,DHESS-R,226,290,7
2019-05-26,H,COL,GMARQUEZ-R,-275,-340,8
2019-05-27,V,MIA,JURENA-R,207,270,3
2019-05-27,H,WAS,MSCHERZER-R,-250,-310,2
2019-05-27,V,PIT,NKINGHAM-R,192,185,8
2019-05-27,H,CIN,LCASTILLO-R,-230,-205,5
2019-05-27,V,ARI,ZGREINKE-R,-115,-107,3
2019-05-27,H,COL,JGRAY-R,-105,-106,4
2019-05-27,V,NYM,JDEGROM-R,144,170,5
2019-05-27,H,LOS,CKERSHAW-L,-165,-185,9
2019-05-27,V,DET,DNORRIS-L,-120,-104,3
2019-05-27,H,BAL,GYNOA-R,100,-106,5
2019-05-27,V,TOR,ASANCHEZ-R,160,165,3
2019-05-27,H,TAM,YCHIRINOS-R,-185,-180,8
2019-05-27,V,KAN,HBAILEY-R,-105,104,1
2019-05-27,H,CWS,INOVA-R,-115,-114,1
2019-05-27,V,CLE,JRODRIGUEZ-R,160,165,5
2019-05-27,H,BOS,RPORCELLO-R,-185,-180,12
2019-05-27,V,LAA,TCAHILL-R,148,140,5
2019-05-27,H,OAK,CBASSITT-R,-170,-150,8
2019-05-27,V,TEX,LLYNN-R,-115,113,2
2019-05-27,H,SEA,TMILONE-L,-105,-123,6
2019-05-27,V,SDG,MSTRAHM-L,123,115,2
2019-05-27,H,NYY,CGREEN-R,-143,-125,5
2019-05-27,V,CUB,CHAMELS-L,140,162,5
2019-05-27,H,HOU,GCOLE-R,-160,-174,6
2019-05-27,V,MIL,GGONZALEZ-L,105,-120,5
2019-05-27,H,MIN,MPINEDA-R,-125,110,4
2019-05-27,V,PIT,MKELLER-R,120,155,1
2019-05-27,H,CIN,SGRAY-R,-140,-165,8
2019-05-28,V,PIT,JLYLES-R,110,-108,6
2019-05-28,H,CIN,LSIMS-R,-130,-102,11
2019-05-28,V,STL,AWAINWRIGHT-R,-105,105,3
2019-05-28,H,PHI,NPIVETTA-R,-115,-115,4
2019-05-28,V,SFO,JSAMARDZIJA-R,-120,-103,3
2019-05-28,H,MIA,TRICHARDS-R,100,-107,11
2019-05-28,V,WAS,SSTRASBURG-R,-105,110,5
2019-05-28,H,ATL,MFRIED-L,-115,-120,4
2019-05-28,V,ARI,MKELLY-R,105,128,2
2019-05-28,H,COL,ASENZATELA-R,-125,-138,6
2019-05-28,V,NYM,SMATZ-L,172,180,7
2019-05-28,H,LOS,RHILL-L,-205,-200,3
2019-05-28,V,DET,MBOYD-L,-101,-112,3
2019-05-28,H,BAL,DBUNDY-R,-119,102,0
2019-05-28,V,CLE,ZPLESAC-R,170,180,7
2019-05-28,H,BOS,DPRICE-L,-200,-200,5
2019-05-28,V,TOR,CRICHARD-L,163,178,1
2019-05-28,H,TAM,RSTANEK-R,-190,-196,3
2019-05-28,V,KAN,BKELLER-R,135,149,3
2019-05-28,H,CWS,LGIOLITO-R,-155,-159,4
2019-05-28,V,LAA,CBEDROSIAN-R,151,165,6
2019-05-28,H,OAK,FMONTAS-R,-175,-180,4
2019-05-28,V,TEX,JCHAVEZ-R,115,145,11
2019-05-28,H,SEA,MGONZALES-L,-135,-155,4
2019-05-28,V,SDG,ELAUER-L,151,175,5
2019-05-28,H,NYY,MTANAKA-R,-175,-190,4
2019-05-28,V,CUB,JLESTER-L,115,122,6
2019-05-28,H,HOU,CMARTIN-R,-135,-132,9
2019-05-28,V,MIL,ZDAVIES-R,110,-115,3
2019-05-28,H,MIN,DSMELTZER-L,-130,105,5
2019-05-29,V,PIT,SBRAULT-L,140,135,7
2019-05-29,H,CIN,ADESCLAFANI-R,-160,-145,2
2019-05-29,V,STL,GCABRERA-L,155,165,4
2019-05-29,H,PHI,ANOLA-R,-180,-180,11
2019-05-29,V,SFO,MBUMGARNER-L,-122,-120,2
2019-05-29,H,MIA,PLOPEZ-R,102,110,4
2019-05-29,V,WAS,ASANCHEZ-R,125,154,14
2019-05-29,H,ATL,KGAUSMAN-R,-145,-164,4
2019-05-29,V,ARI,RRAY-L,-129,-115,4
2019-05-29,H,COL,JHOFFMAN-R,109,105,5
2019-05-29,V,NYM,NSYNDERGAARD-R,144,165,8
2019-05-29,H,LOS,WBUEHLER-R,-165,-180,9
2019-05-29,V,LAA,GCANNING-R,-102,124,12
2019-05-29,H,OAK,LHENDRIKS-R,-118,-134,7
2019-05-29,V,TEX,JLECLERC-R,101,125,8
2019-05-29,H,SEA,WLEBLANC-L,-121,-135,7
2019-05-29,V,DET,RCARPENTER-L,127,118,4
2019-05-29,H,BAL,JMEANS-L,-147,-128,2
2019-05-29,V,CLE,SBIEBER-R,112,-101,14
2019-05-29,H,BOS,RWEBER-R,-132,-109,9
2019-05-29,V,TOR,TTHORNTON-R,192,210,3
2019-05-29,H,TAM,BSNELL-L,-230,-240,4
2019-05-29,V,KAN,GSPARKMAN-R,110,110,7
2019-05-29,H,CWS,RLOPEZ-R,-130,-120,8
2019-05-29,V,SDG,CPADDACK-R,120,125,0
2019-05-29,H,NYY,JPAXTON-L,-140,-135,7
2019-05-29,V,CUB,KHENDRICKS-R,111,-105,2
2019-05-29,H,HOU,WMILEY-L,-131,-105,1
2019-05-30,V,STL,DHUDSON-R,105,-107,5
2019-05-30,H,PHI,JEICKHOFF-R,-125,-103,3
2019-05-30,V,SFO,TBEEDE-R,-104,-105,3
2019-05-30,H,MIA,SALCANTARA-R,-106,-105,1
2019-05-30,V,ARI,TCLARKE-R,120,110,10
2019-05-30,H,COL,KFREELAND-L,-140,-120,11
2019-05-30,V,MIL,CANDERSON-R,-119,-120,11
2019-05-30,H,PIT,JMUSGROVE-R,-101,110,5
2019-05-30,V,NYM,JVARGAS-L,195,220,0
2019-05-30,H,LOS,HRYU-L,-235,-250,2
2019-05-30,V,MIN,MPEREZ-L,115,143,3
2019-05-30,H,TAM,CMORTON-R,-135,-153,14
2019-05-30,V,KAN,JJUNIS-R,151,158,4
2019-05-30,H,TEX,MMINOR-L,-175,-168,2
2019-05-30,V,CLE,CCARRASCO-R,-185,-190,4
2019-05-30,H,CWS,MBANUELOS-L,160,175,10
2019-05-30,V,LAA,LGARCIA-R,100,124,9
2019-05-30,H,SEA,YKIKUCHI-L,-120,-134,3
2019-05-31,V,MIL,JCHACIN-R,-130,-133,4
2019-05-31,H,PIT,CARCHER-R,110,123,9
