Date,VH,Team,Pitcher,Open
2017-06-10,V,MIA,DSTRAILY-R,-116
2017-06-10,H,PIT,TWILLIAMS-R,106
2017-06-10,V,NYM,RGSELLMAN-R,-113
2017-06-10,H,ATL,SNEWCOMB-L,103
2017-06-10,V,CIN,WOJCIECHOWSKI-R,206
2017-06-10,H,LOS,AWOOD-L,-231
2017-06-10,V,MIL,JGUERRA-R,117
2017-06-10,H,ARI,ZGODLEY-R,-132
2017-06-10,V,OAK,SGRAY-R,111
2017-06-10,H,TAM,ERAMIREZ-R,-126
2017-06-10,V,LAA,RNOLASCO-R,146
2017-06-10,H,HOU,MFIERS-R,-166
2017-06-10,V,OAK,SMANAEA-L,111
2017-06-10,H,TAM,MANDRIESE-R,-126
2017-06-10,V,DET,JVERLANDER-R,161
2017-06-10,H,BOS,CSALE-L,-181
2017-06-10,V,CWS,DHOLMBERG-L,167
2017-06-10,H,CLE,JTOMLIN-R,-187
2017-06-10,V,BAL,CTILLMAN-R,170
2017-06-10,H,NYY,LSEVERINO-R,-190
2017-06-10,V,TOR,MSTROMAN-R,-115
2017-06-10,H,SEA,AMIRANDA-L,105
2017-06-10,V,TEX,MPEREZ-L,171
2017-06-10,H,WAS,GGONZALEZ-L,-191
2017-06-10,V,MIN,JBERRIOS-R,111
2017-06-10,H,SFO,JSAMARDZIJA-R,-121
2017-06-10,V,KAN,IKENNEDY-R,-126
2017-06-10,H,SDG,MDIAZ-R,111
2017-06-10,V,NYM,SMATZ-L,-133
2017-06-10,H,ATL,MWISLER-R,118
2017-06-11,V,NYM,SLUGO-R,119
2017-06-11,H,ATL,JGARCIA-L,-134
2017-06-11,V,MIA,JLOCKE-L,119
2017-06-11,H,PIT,INOVA-R,-134
2017-06-11,V,PHI,ANOLA-R,151
2017-06-11,H,STL,AWAINWRIGHT-R,-171
2017-06-11,V,COL,ASENZATELA-R,156
2017-06-11,H,CUB,JARRIETA-R,-176
2017-06-11,V,CIN,TADLEMAN-R,156
2017-06-11,H,LOS,HRYU-L,-176
2017-06-11,V,MIL,CANDERSON-R,151
2017-06-11,H,ARI,RRAY-L,-171
2017-06-11,V,DET,DNORRIS-L,151
2017-06-11,H,BOS,DPOMERANZ-L,-171
2017-06-11,V,BAL,KGAUSMAN-R,135
2017-06-11,H,NYY,CGREEN-R,-150
2017-06-11,V,CWS,JQUINTANA-L,164
2017-06-11,H,CLE,CCARRASCO-R,-184
2017-06-11,V,OAK,JHAHN-R,164
2017-06-11,H,TAM,CARCHER-R,-184
2017-06-11,V,LAA,JCHAVEZ-R,154
2017-06-11,H,HOU,DPAULINO-R,-174
2017-06-11,V,TOR,JHAPP-L,146
2017-06-11,H,SEA,JPAXTON-L,-166
2017-06-11,V,MIN,NTURLEY-L,109
2017-06-11,H,SFO,MCAIN-R,-119
2017-06-11,V,TEX,ABIBENS-DIRKX-R,240
2017-06-11,H,WAS,MSCHERZER-R,-275
2017-06-11,V,KAN,JJUNIS-R,116
2017-06-11,H,SDG,DLAMET-R,-131
2017-06-12,V,ATL,MFOLTYNEWICZ-R,210
2017-06-12,H,WAS,SSTRASBURG-R,-240
2017-06-12,V,COL,KFREELAND-L,111
2017-06-12,H,PIT,JTAILLON-R,-126
2017-06-12,V,CUB,JLACKEY-R,111
2017-06-12,H,NYM,JDEGROM-R,-126
2017-06-12,V,CIN,BARROYO-R,102
2017-06-12,H,SDG,LPERDOMO-R,-112
2017-06-12,V,TEX,YDARVISH-R,120
2017-06-12,H,HOU,JMUSGROVE-R,-135
2017-06-12,V,SEA,YGALLARDO-R,111
2017-06-12,H,MIN,AMEJIA-L,-126
2017-06-12,V,BAL,WMILEY-L,-110
2017-06-12,H,CWS,MPELFREY-R,100
2017-06-12,V,NYY,MTANAKA-R,-119
2017-06-12,H,LAA,AMEYER-R,109
2017-06-12,V,PHI,JEICKHOFF-R,175
2017-06-12,H,BOS,RPORCELLO-R,-200
2017-06-13,V,ATL,RDICKEY-R,176
2017-06-13,H,WAS,JROSS-R,-201
2017-06-13,V,COL,TCHATWOOD-R,-101
2017-06-13,H,PIT,GCOLE-R,-109
2017-06-13,V,CUB,JLESTER-L,-135
2017-06-13,H,NYM,ZWHEELER-R,120
2017-06-13,V,MIL,JNELSON-R,110
2017-06-13,H,STL,MGONZALES-L,-125
2017-06-13,V,CIN,SFELDMAN-R,-115
2017-06-13,H,SDG,CRICHARD-L,105
2017-06-13,V,TAM,JFARIA-R,123
2017-06-13,H,TOR,MESTRADA-R,-138
2017-06-13,V,BAL,AASHER-R,106
2017-06-13,H,CWS,DHOLLAND-L,-116
2017-06-13,V,SEA,CBERGMAN-R,-116
2017-06-13,H,MIN,KGIBSON-R,106
2017-06-13,V,TEX,NMARTINEZ-R,150
2017-06-13,H,HOU,BPEACOCK-R,-170
2017-06-13,V,NYY,CSABATHIA-L,-142
2017-06-13,H,LAA,JRAMIREZ-R,127
2017-06-13,V,OAK,JCOTTON-R,109
2017-06-13,H,MIA,JURENA-R,-119
2017-06-13,V,PHI,BLIVELY-R,204
2017-06-13,H,BOS,DPRICE-L,-229
2017-06-13,V,LOS,CKERSHAW-L,-165
2017-06-13,H,CLE,TBAUER-R,145
2017-06-13,V,ARI,ZGREINKE-R,-116
2017-06-13,H,DET,BFARMER-R,106
2017-06-13,V,KAN,JVARGAS-L,111
2017-06-13,H,SFO,TBLACH-L,-121
2017-06-13,V,MIL,BSUTER-L,131
2017-06-13,H,STL,LLYNN-R,-146
2017-06-14,V,CIN,AGARRETT-L,105
2017-06-14,H,SDG,JCHACIN-R,-115
2017-06-14,V,ATL,JTEHERAN-R,140
2017-06-14,H,WAS,TROARK-R,-160
2017-06-14,V,COL,GMARQUEZ-R,-107
2017-06-14,H,PIT,CKUHL-R,-103
2017-06-14,V,CUB,MMONTGOMERY-L,-106
2017-06-14,H,NYM,MHARVEY-R,-104
2017-06-14,V,MIL,MGARZA-R,144
2017-06-14,H,STL,MLEAKE-R,-164
2017-06-14,V,TAM,JODORIZZI-R,115
2017-06-14,H,TOR,FLIRIANO-L,-130
2017-06-14,V,BAL,DBUNDY-R,-117
2017-06-14,H,CWS,MGONZALEZ-R,107
2017-06-14,V,TEX,ACASHNER-R,132
2017-06-14,H,HOU,FMARTES-R,-147
2017-06-14,V,SEA,SGAVIGLIO-R,127
2017-06-14,H,MIN,ESANTANA-R,-142
2017-06-14,V,NYY,MPINEDA-R,-138
2017-06-14,H,LAA,MSHOEMAKER-R,123
2017-06-14,V,OAK,DGOSSETT-R,140
2017-06-14,H,MIA,EVOLQUEZ-R,-160
2017-06-14,V,KAN,JHAMMEL-R,150
2017-06-14,H,SFO,JCUETO-R,-170
2017-06-14,V,BOS,BJOHNSON-L,-126
2017-06-14,H,PHI,JHELLICKSON-R,111
2017-06-14,V,ARI,TWALKER-R,-103
2017-06-14,H,DET,JZIMMERMANN-R,-107
2017-06-14,V,LOS,BMCCARTHY-R,137
2017-06-14,H,CLE,CKLUBER-R,-152
2017-06-15,V,WAS,GGONZALEZ-L,106
2017-06-15,H,NYM,RGSELLMAN-R,-116
2017-06-15,V,MIL,ZDAVIES-R,127
2017-06-15,H,STL,MWACHA-R,-142
2017-06-15,V,SFO,MMOORE-L,131
2017-06-15,H,COL,JHOFFMAN-R,-146
2017-06-15,V,SEA,AMIRANDA-L,106
2017-06-15,H,MIN,JBERRIOS-R,-116
2017-06-15,V,BAL,CTILLMAN-R,-104
2017-06-15,H,CWS,DHOLMBERG-L,-106
2017-06-15,V,TAM,ACOBB-R,134
2017-06-15,H,DET,JVERLANDER-R,-149
2017-06-15,V,NYY,JMONTGOMERY-L,-121
2017-06-15,H,OAK,SGRAY-R,111
2017-06-15,V,KAN,MSTRAHM-L,116
2017-06-15,H,LAA,RNOLASCO-R,-131
2017-06-15,V,LOS,RHILL-L,-126
2017-06-15,H,CLE,JTOMLIN-R,111
2017-06-15,V,BOS,CSALE-L,-221
2017-06-15,H,PHI,NPIVETTA-R,196
2017-06-16,V,CUB,EBUTLER-R,-116
2017-06-16,H,PIT,TWILLIAMS-R,106
2017-06-16,V,ARI,PCORBIN-L,103
2017-06-16,H,PHI,ANOLA-R,-113
2017-06-16,V,LOS,AWOOD-L,-180
2017-06-16,H,CIN,TADLEMAN-R,160
2017-06-16,V,WAS,MSCHERZER-R,-155
2017-06-16,H,NYM,SMATZ-L,140
2017-06-16,V,MIA,DSTRAILY-R,104
2017-06-16,H,ATL,SNEWCOMB-L,-114
2017-06-16,V,SDG,MDIAZ-R,141
2017-06-16,H,MIL,JGUERRA-R,-161
2017-06-16,V,SFO,JSAMARDZIJA-R,114
2017-06-16,H,COL,ASENZATELA-R,-124
2017-06-16,V,CWS,JQUINTANA-L,136
2017-06-16,H,TOR,JBIAGINI-R,-151
2017-06-16,V,TAM,ERAMIREZ-R,128
2017-06-16,H,DET,DNORRIS-L,-143
2017-06-16,V,SEA,JPAXTON-L,-126
2017-06-16,H,TEX,TROSS-R,111
2017-06-16,V,BOS,DPOMERANZ-L,111
2017-06-16,H,HOU,MFIERS-R,-121
2017-06-16,V,CLE,CCARRASCO-R,-156
2017-06-16,H,MIN,NTURLEY-L,141
2017-06-16,V,NYY,LSEVERINO-R,-140
2017-06-16,H,OAK,SMANAEA-L,125
2017-06-16,V,KAN,IKENNEDY-R,109
2017-06-16,H,LAA,JCHAVEZ-R,-119
2017-06-16,V,STL,CMARTINEZ-R,-127
2017-06-16,H,BAL,KGAUSMAN-R,112
2017-06-17,V,SFO,MCAIN-R,141
2017-06-17,H,COL,KFREELAND-L,-156
2017-06-17,V,ARI,ZGODLEY-R,-131
2017-06-17,H,PHI,JEICKHOFF-R,116
2017-06-17,V,LOS,HRYU-L,-140
2017-06-17,H,CIN,WOJCIECHOWSKI-R,125
2017-06-17,V,SDG,DLAMET-R,141
2017-06-17,H,MIL,CANDERSON-R,-156
2017-06-17,V,MIA,JLOCKE-L,121
2017-06-17,H,ATL,JGARCIA-L,-136
2017-06-17,V,WAS,SSTRASBURG-R,-161
2017-06-17,H,NYM,SLUGO-R,141
2017-06-17,V,CUB,JARRIETA-R,-137
2017-06-17,H,PIT,INOVA-R,122
2017-06-17,V,CWS,MPELFREY-R,200
2017-06-17,H,TOR,MSTROMAN-R,-225
2017-06-17,V,CLE,RMERRITT-L,-120
2017-06-17,H,MIN,AWILK-L,110
2017-06-17,V,NYY,MTANAKA-R,-140
2017-06-17,H,OAK,JHAHN-R,125
2017-06-17,V,TAM,CARCHER-R,-111
2017-06-17,H,DET,MFULMER-R,101
2017-06-17,V,SEA,YGALLARDO-R,111
2017-06-17,H,TEX,MPEREZ-L,-126
2017-06-17,V,BOS,RPORCELLO-R,106
2017-06-17,H,HOU,DPAULINO-R,-116
2017-06-17,V,KAN,JJUNIS-R,130
2017-06-17,H,LAA,AMEYER-R,-145
2017-06-17,V,STL,AWAINWRIGHT-R,-105
2017-06-17,H,BAL,WMILEY-L,-105
2017-06-17,V,CLE,MCLEVINGER-R,-146
2017-06-17,H,MIN,AMEJIA-L,131
2017-06-18,V,WAS,JROSS-R,135
2017-06-18,H,NYM,JDEGROM-R,-150
2017-06-18,V,LOS,KMAEDA-R,-170
2017-06-18,H,CIN,BARROYO-R,150
2017-06-18,V,ARI,RRAY-L,-145
2017-06-18,H,PHI,BLIVELY-R,130
2017-06-18,V,MIA,JURENA-R,-101
2017-06-18,H,ATL,MFOLTYNEWICZ-R,-109
2017-06-18,V,CUB,JLACKEY-R,100
2017-06-18,H,PIT,JTAILLON-R,-110
2017-06-18,V,SDG,LPERDOMO-R,141
2017-06-18,H,MIL,JNELSON-R,-156
2017-06-18,V,SFO,TBLACH-L,140
2017-06-18,H,COL,TCHATWOOD-R,-155
2017-06-18,V,CWS,JSHIELDS-R,150
2017-06-18,H,TOR,JHAPP-L,-170
2017-06-18,V,TAM,JFARIA-R,-115
2017-06-18,H,DET,BFARMER-R,105
2017-06-18,V,BOS,DPRICE-L,-116
2017-06-18,H,HOU,JMUSGROVE-R,106
2017-06-18,V,CLE,TBAUER-R,-131
2017-06-18,H,MIN,KGIBSON-R,116
2017-06-18,V,SEA,CBERGMAN-R,166
2017-06-18,H,TEX,YDARVISH-R,-186
2017-06-18,V,KAN,JVARGAS-L,-106
2017-06-18,H,LAA,JRAMIREZ-R,-104
2017-06-18,V,NYY,LCESSA-R,-121
2017-06-18,H,OAK,JCOTTON-R,111
2017-06-18,V,STL,LLYNN-R,-131
2017-06-18,H,BAL,UJIMENEZ-R,116
2017-06-19,V,WAS,TROARK-R,-126
2017-06-19,H,MIA,JNICOLINO-L,111
2017-06-19,V,SFO,JCUETO-R,-137
2017-06-19,H,ATL,RDICKEY-R,122
2017-06-19,V,PIT,GCOLE-R,-114
2017-06-19,H,MIL,MGARZA-R,104
2017-06-19,V,SDG,CRICHARD-L,200
2017-06-19,H,CUB,JLESTER-L,-225
2017-06-19,V,NYM,ZWHEELER-R,265
2017-06-19,H,LOS,CKERSHAW-L,-305
2017-06-19,V,CLE,CKLUBER-R,-148
2017-06-19,H,BAL,DBUNDY-R,133
2017-06-19,V,TOR,MESTRADA-R,-126
2017-06-19,H,TEX,ABIBENS-DIRKX-R,111
2017-06-19,V,BOS,HVELAZQUEZ-R,-101
2017-06-19,H,KAN,JHAMMEL-R,-109
2017-06-19,V,HOU,BPEACOCK-R,-136
2017-06-19,H,OAK,DGOSSETT-R,121
2017-06-19,V,DET,ASANCHEZ-R,121
2017-06-19,H,SEA,SGAVIGLIO-R,-136
2017-06-19,V,CIN,SFELDMAN-R,123
2017-06-19,H,TAM,JODORIZZI-R,-138
2017-06-20,V,STL,MLEAKE-R,-141
2017-06-20,H,PHI,,126
2017-06-20,V,WAS,GGONZALEZ-L,-121
2017-06-20,H,MIA,EVOLQUEZ-R,111
2017-06-20,V,SFO,MMOORE-L,111
2017-06-20,H,ATL,JTEHERAN-R,-126
2017-06-20,V,PIT,CKUHL-R,120
2017-06-20,H,MIL,ZDAVIES-R,-135
2017-06-20,V,SDG,JCHACIN-R,176
2017-06-20,H,CUB,MMONTGOMERY-L,-196
2017-06-20,V,ARI,ZGREINKE-R,-106
2017-06-20,H,COL,GMARQUEZ-R,-104
2017-06-20,V,NYM,RGSELLMAN-R,176
2017-06-20,H,LOS,BMCCARTHY-R,-196
2017-06-20,V,LAA,PBRIDWELL-R,205
2017-06-20,H,NYY,MPINEDA-R,-230
2017-06-20,V,CLE,JTOMLIN-R,-131
2017-06-20,H,BAL,CTILLMAN-R,116
2017-06-20,V,TOR,,-119
2017-06-20,H,TEX,NMARTINEZ-R,109
2017-06-20,V,CWS,DHOLLAND-L,141
2017-06-20,H,MIN,ESANTANA-R,-156
2017-06-20,V,BOS,CSALE-L,-181
2017-06-20,H,KAN,MSTRAHM-L,161
2017-06-20,V,HOU,FMARTES-R,-121
2017-06-20,H,OAK,,111
2017-06-20,V,DET,JZIMMERMANN-R,121
2017-06-20,H,SEA,AMIRANDA-L,-136
2017-06-20,V,CIN,AGARRETT-L,125
2017-06-20,H,TAM,ACOBB-R,-140
2017-06-21,V,WAS,MSCHERZER-R,-151
2017-06-21,H,MIA,DSTRAILY-R,136
2017-06-21,V,SDG,MDIAZ-R,160
2017-06-21,H,CUB,EBUTLER-R,-180
2017-06-21,V,STL,MWACHA-R,-132
2017-06-21,H,PHI,NPIVETTA-R,117
2017-06-21,V,SFO,JSAMARDZIJA-R,-125
2017-06-21,H,ATL,SNEWCOMB-L,110
2017-06-21,V,PIT,TWILLIAMS-R,121
2017-06-21,H,MIL,JGUERRA-R,-136
2017-06-21,V,ARI,TWALKER-R,125
2017-06-21,H,COL,JHOFFMAN-R,-140
2017-06-21,V,NYM,TPILL-R,190
2017-06-21,H,LOS,RHILL-L,-215
2017-06-21,V,BOS,DPOMERANZ-L,-126
2017-06-21,H,KAN,IKENNEDY-R,111
2017-06-21,V,LAA,RNOLASCO-R,146
2017-06-21,H,NYY,JMONTGOMERY-L,-166
2017-06-21,V,CLE,CCARRASCO-R,-151
2017-06-21,H,BAL,KGAUSMAN-R,136
2017-06-21,V,TOR,JBIAGINI-R,-111
2017-06-21,H,TEX,TROSS-R,101
2017-06-21,V,CWS,DHOLMBERG-L,150
2017-06-21,H,MIN,JBERRIOS-R,-170
2017-06-21,V,HOU,MFIERS-R,-115
2017-06-21,H,OAK,SMANAEA-L,105
2017-06-21,V,DET,JVERLANDER-R,112
2017-06-21,H,SEA,JPAXTON-L,-127
2017-06-21,V,CIN,TADLEMAN-R,126
2017-06-21,H,TAM,,-141
2017-06-22,V,STL,CMARTINEZ-R,-141
2017-06-22,H,PHI,ANOLA-R,126
2017-06-22,V,PIT,INOVA-R,111
2017-06-22,H,MIL,CANDERSON-R,-121
2017-06-22,V,ARI,ZGODLEY-R,114
2017-06-22,H,COL,ASENZATELA-R,-129
2017-06-22,V,CUB,JARRIETA-R,-138
2017-06-22,H,MIA,JLOCKE-L,123
2017-06-22,V,SFO,MCAIN-R,140
2017-06-22,H,ATL,JGARCIA-L,-160
2017-06-22,V,NYM,SMATZ-L,174
2017-06-22,H,LOS,HRYU-L,-194
2017-06-22,V,CWS,JQUINTANA-L,-121
2017-06-22,H,MIN,NTURLEY-L,111
2017-06-22,V,TOR,MSTROMAN-R,-128
2017-06-22,H,TEX,MPEREZ-L,113
2017-06-22,V,HOU,DPAULINO-R,-126
2017-06-22,H,OAK,JHAHN-R,111
2017-06-22,V,CLE,MCLEVINGER-R,-126
2017-06-22,H,BAL,WMILEY-L,111
2017-06-22,V,LAA,JCHAVEZ-R,201
2017-06-22,H,NYY,LSEVERINO-R,-226
2017-06-22,V,DET,DNORRIS-L,-101
2017-06-22,H,SEA,AMOORE-R,-109
2017-06-23,V,CIN,LCASTILLO-R,220
2017-06-23,H,WAS,SSTRASBURG-R,-250
2017-06-23,V,CUB,JLACKEY-R,-126
2017-06-23,H,MIA,JURENA-R,111
2017-06-23,V,MIL,JNELSON-R,-101
2017-06-23,H,ATL,MFOLTYNEWICZ-R,-109
2017-06-23,V,PIT,JTAILLON-R,105
2017-06-23,H,STL,AWAINWRIGHT-R,-115
2017-06-23,V,PHI,MLEITER-R,170
2017-06-23,H,ARI,PCORBIN-L,-190
2017-06-23,V,COL,KFREELAND-L,175
2017-06-23,H,LOS,AWOOD-L,-195
2017-06-23,V,NYM,SLUGO-R,-101
2017-06-23,H,SFO,TBLACH-L,-109
2017-06-23,V,TEX,YDARVISH-R,109
2017-06-23,H,NYY,MTANAKA-R,-119
2017-06-23,V,BAL,UJIMENEZ-R,175
2017-06-23,H,TAM,CARCHER-R,-200
2017-06-23,V,LAA,AMEYER-R,144
2017-06-23,H,BOS,RPORCELLO-R,-159
2017-06-23,V,MIN,AMEJIA-L,160
2017-06-23,H,CLE,TBAUER-R,-180
2017-06-23,V,OAK,JCOTTON-R,111
2017-06-23,H,CWS,MPELFREY-R,-121
2017-06-23,V,TOR,JHAPP-L,-121
2017-06-23,H,KAN,JJUNIS-R,111
2017-06-23,V,HOU,JMUSGROVE-R,-101
2017-06-23,H,SEA,FHERNANDEZ-R,-109
2017-06-23,V,DET,MFULMER-R,-146
2017-06-23,H,SDG,LPERDOMO-R,131
2017-06-24,V,CIN,HBAILEY-R,125
2017-06-24,H,WAS,JROSS-R,-140
2017-06-24,V,CUB,JLESTER-L,-188
2017-06-24,H,MIA,JNICOLINO-L,168
2017-06-24,V,MIL,MGARZA-R,-101
2017-06-24,H,ATL,RDICKEY-R,-109
2017-06-24,V,PIT,GCOLE-R,116
2017-06-24,H,STL,LLYNN-R,-131
2017-06-24,V,NYM,JDEGROM-R,101
2017-06-24,H,SFO,JCUETO-R,-111
2017-06-24,V,PHI,BLIVELY-R,190
2017-06-24,H,ARI,RRAY-L,-215
2017-06-24,V,COL,TCHATWOOD-R,220
2017-06-24,H,LOS,CKERSHAW-L,-250
2017-06-24,V,TEX,ABIBENS-DIRKX-R,130
2017-06-24,H,NYY,LCESSA-R,-145
2017-06-24,V,OAK,DGOSSETT-R,111
2017-06-24,H,CWS,JSHIELDS-R,-126
2017-06-24,V,TOR,MESTRADA-R,111
2017-06-24,H,KAN,JVARGAS-L,-121
2017-06-24,V,BAL,DBUNDY-R,140
2017-06-24,H,TAM,JFARIA-R,-160
2017-06-24,V,MIN,KGIBSON-R,210
2017-06-24,H,CLE,CKLUBER-R,-240
2017-06-24,V,LAA,JRAMIREZ-R,146
2017-06-24,H,BOS,DPRICE-L,-166
2017-06-24,V,HOU,LMCCULLERS-R,-165
2017-06-24,H,SEA,SGAVIGLIO-R,145
2017-06-24,V,DET,ASANCHEZ-R,-106
2017-06-24,H,SDG,DLAMET-R,-104
2017-06-25,V,CUB,MMONTGOMERY-L,-119
2017-06-25,H,MIA,EVOLQUEZ-R,109
2017-06-25,V,CIN,SFELDMAN-R,131
2017-06-25,H,WAS,TROARK-R,-146
2017-06-25,V,MIL,ZDAVIES-R,117
2017-06-25,H,ATL,JTEHERAN-R,-132
2017-06-25,V,PIT,CKUHL-R,130
2017-06-25,H,STL,MLEAKE-R,-145
2017-06-25,V,NYM,RMONTERO-R,126
2017-06-25,H,SFO,MMOORE-L,-141
2017-06-25,V,PHI,,165
2017-06-25,H,ARI,RDELGADO-R,-185
2017-06-25,V,COL,TANDERSON-L,151
2017-06-25,H,LOS,BMCCARTHY-R,-171
2017-06-25,V,MIN,ESANTANA-R,114
2017-06-25,H,CLE,JTOMLIN-R,-124
2017-06-25,V,BAL,CTILLMAN-R,140
2017-06-25,H,TAM,JODORIZZI-R,-160
2017-06-25,V,LAA,PBRIDWELL-R,135
2017-06-25,H,BOS,DFISTER-R,-150
2017-06-25,V,TEX,NMARTINEZ-R,190
2017-06-25,H,NYY,MPINEDA-R,-215
2017-06-25,V,OAK,,-104
2017-06-25,H,CWS,DHOLLAND-L,-106
2017-06-25,V,TOR,,101
2017-06-25,H,KAN,JHAMMEL-R,-111
2017-06-25,V,HOU,FMARTES-R,-121
2017-06-25,H,SEA,AMIRANDA-L,111
2017-06-25,V,DET,JZIMMERMANN-R,-104
2017-06-25,H,SDG,CRICHARD-L,-106
2017-06-26,V,PHI,NPIVETTA-R,191
2017-06-26,H,ARI,ZGREINKE-R,-216
2017-06-26,V,CUB,EBUTLER-R,136
2017-06-26,H,WAS,GGONZALEZ-L,-151
2017-06-26,V,COL,GMARQUEZ-R,104
2017-06-26,H,SFO,JSAMARDZIJA-R,-114
2017-06-26,V,TEX,CHAMELS-L,145
2017-06-26,H,CLE,CCARRASCO-R,-165
2017-06-26,V,MIN,JBERRIOS-R,169
2017-06-26,H,BOS,CSALE-L,-189
2017-06-26,V,NYY,JMONTGOMERY-L,-143
2017-06-26,H,CWS,DHOLMBERG-L,128
2017-06-26,V,LAA,RNOLASCO-R,177
2017-06-26,H,LOS,RHILL-L,-202
2017-06-26,V,CIN,BFINNEGAN-L,133
2017-06-26,H,STL,MWACHA-R,-148
2017-06-27,V,CUB,JARRIETA-R,150
2017-06-27,H,WAS,MSCHERZER-R,-170
2017-06-27,V,NYM,RGSELLMAN-R,140
2017-06-27,H,MIA,DSTRAILY-R,-155
2017-06-27,V,MIL,JGUERRA-R,111
2017-06-27,H,CIN,TADLEMAN-R,-126
2017-06-27,V,STL,CMARTINEZ-R,101
2017-06-27,H,ARI,TWALKER-R,-111
2017-06-27,V,ATL,SNEWCOMB-L,-111
2017-06-27,H,SDG,JCHACIN-R,101
2017-06-27,V,COL,JHOFFMAN-R,-135
2017-06-27,H,SFO,MCAIN-R,120
2017-06-27,V,BAL,KGAUSMAN-R,136
2017-06-27,H,TOR,JBIAGINI-R,-151
2017-06-27,V,MIN,HSANTIAGO-L,175
2017-06-27,H,BOS,DPOMERANZ-L,-195
2017-06-27,V,KAN,MSTRAHM-L,146
2017-06-27,H,DET,JVERLANDER-R,-166
2017-06-27,V,TEX,TROSS-R,156
2017-06-27,H,CLE,MCLEVINGER-R,-176
2017-06-27,V,OAK,SMANAEA-L,141
2017-06-27,H,HOU,MFIERS-R,-161
2017-06-27,V,NYY,LSEVERINO-R,-155
2017-06-27,H,CWS,JQUINTANA-L,140
2017-06-27,V,TAM,ACOBB-R,100
2017-06-27,H,PIT,TWILLIAMS-R,-110
2017-06-27,V,LAA,JCHAVEZ-R,196
2017-06-27,H,LOS,KMAEDA-R,-221
2017-06-27,V,PHI,ANOLA-R,160
2017-06-27,H,SEA,JPAXTON-L,-180
2017-06-28,V,COL,KFREELAND-L,-116
2017-06-28,H,SFO,TBLACH-L,106
2017-06-28,V,CUB,JLACKEY-R,156
2017-06-28,H,WAS,SSTRASBURG-R,-176
2017-06-28,V,NYM,SMATZ-L,-111
2017-06-28,H,MIA,JLOCKE-L,101
2017-06-28,V,MIL,CANDERSON-R,-121
2017-06-28,H,CIN,LCASTILLO-R,111
2017-06-28,V,STL,AWAINWRIGHT-R,121
2017-06-28,H,ARI,ZGODLEY-R,-136
2017-06-28,V,ATL,,111
2017-06-28,H,SDG,LPERDOMO-R,-126
2017-06-28,V,BAL,WMILEY-L,161
2017-06-28,H,TOR,MSTROMAN-R,-181
2017-06-28,V,KAN,IKENNEDY-R,111
2017-06-28,H,DET,DNORRIS-L,-126
2017-06-28,V,MIN,AMEJIA-L,141
2017-06-28,H,BOS,RPORCELLO-R,-161
2017-06-28,V,TEX,YDARVISH-R,109
2017-06-28,H,CLE,TBAUER-R,-119
2017-06-28,V,OAK,JHAHN-R,151
2017-06-28,H,HOU,DPAULINO-R,-171
2017-06-28,V,NYY,MTANAKA-R,-141
2017-06-28,H,CWS,CRODON-L,126
2017-06-28,V,PHI,MLEITER-R,168
2017-06-28,H,SEA,FHERNANDEZ-R,-188
2017-06-28,V,TAM,BSNELL-L,116
2017-06-28,H,PIT,INOVA-R,-131
2017-06-28,V,LOS,HRYU-L,-126
2017-06-28,H,LAA,AMEYER-R,111
2017-06-29,V,STL,LLYNN-R,121
2017-06-29,H,ARI,PCORBIN-L,-136
2017-06-29,V,CUB,JLESTER-L,-111
2017-06-29,H,WAS,JROSS-R,101
2017-06-29,V,NYM,SLUGO-R,116
2017-06-29,H,MIA,JURENA-R,-131
2017-06-29,V,MIL,JNELSON-R,-111
2017-06-29,H,CIN,HBAILEY-R,101
2017-06-29,V,ATL,JGARCIA-L,-111
2017-06-29,H,SDG,DLAMET-R,101
2017-06-29,V,TEX,ACASHNER-R,236
2017-06-29,H,CLE,CKLUBER-R,-271
2017-06-29,V,KAN,JJUNIS-R,156
2017-06-29,H,DET,MFULMER-R,-176
2017-06-29,V,OAK,DGOSSETT-R,175
2017-06-29,H,HOU,BPEACOCK-R,-200
2017-06-29,V,BAL,UJIMENEZ-R,170
2017-06-29,H,TOR,JHAPP-L,-190
2017-06-29,V,MIN,KGIBSON-R,166
2017-06-29,H,BOS,DPRICE-L,-186
2017-06-29,V,NYY,LCESSA-R,-136
2017-06-29,H,CWS,JSHIELDS-R,121
2017-06-29,V,TAM,CARCHER-R,-119
2017-06-29,H,PIT,JTAILLON-R,109
2017-06-29,V,LOS,CKERSHAW-L,-216
2017-06-29,H,LAA,JRAMIREZ-R,191
2017-06-30,V,SFO,JCUETO-R,101
2017-06-30,H,PIT,GCOLE-R,-111
2017-06-30,V,PHI,BLIVELY-R,205
2017-06-30,H,NYM,JDEGROM-R,-235
2017-06-30,V,CUB,MMONTGOMERY-L,-131
2017-06-30,H,CIN,SFELDMAN-R,116
2017-06-30,V,MIA,EVOLQUEZ-R,-104
2017-06-30,H,MIL,MGARZA-R,-106
2017-06-30,V,WAS,TROARK-R,111
2017-06-30,H,STL,MLEAKE-R,-121
2017-06-30,V,COL,JGRAY-R,126
2017-06-30,H,ARI,RRAY-L,-141
2017-06-30,V,LOS,AWOOD-L,-200
2017-06-30,H,SDG,CRICHARD-L,175
2017-06-30,V,TAM,JFARIA-R,-122
