,Date,VH,Team,Pitcher,Open,Close
0,2019-03-20,N,SEA,MGONZALES,107,120
1,2019-03-20,N,OAK,MFIERS,-127,-130
2,2019-03-21,N,SEA,YKIKUCHI,109,-125
3,2019-03-21,N,OAK,MESTRADA,-129,115
4,2019-03-28,V,NYM,JDEGROM,110,115
5,2019-03-28,H,WAS,MSCHERZER,-121,-125
6,2019-03-28,V,STL,MMIKOLAS,104,104
7,2019-03-28,H,MIL,JCHACIN,-114,-114
8,2019-03-28,V,ATL,JTEHERAN,170,170
9,2019-03-28,H,PHI,ANOLA,-190,-185
10,2019-03-28,V,PIT,JTAILLON,105,107
11,2019-03-28,H,CIN,LCASTILLO,-115,-117
12,2019-03-28,V,ARI,ZGREINKE,144,155
13,2019-03-28,H,LAD,HRYU,-160,-165
14,2019-03-28,V,SFO,MBUMGARNER,-114,117
15,2019-03-28,H,SDG,ELAUER,104,-127
16,2019-03-28,V,COL,KFREELAND,-145,-135
17,2019-03-28,H,MIA,JURENA,131,125
18,2019-03-28,V,BAL,ACASHNER,296,320
19,2019-03-28,H,NYY,MTANAKA,-340,-380
20,2019-03-28,V,DET,JZIMMERMANN,126,132
21,2019-03-28,H,TOR,MSTROMAN,-140,-142
22,2019-03-28,V,HOU,JVERLANDER,-121,-128
23,2019-03-28,H,TAM,BSNELL,110,118
24,2019-03-28,V,LAA,TCAHILL,110,-108
25,2019-03-28,H,OAK,MFIERS,-121,-102
26,2019-03-28,V,CLE,CKLUBER,-135,107
27,2019-03-28,H,MIN,JBERRIOS,122,-117
28,2019-03-28,V,CWS,CRODON,104,106
29,2019-03-28,H,KAN,BKELLER,-114,-116
30,2019-03-28,V,BOS,CSALE,-185,-210
31,2019-03-28,H,SEA,MGONZALES,166,190
32,2019-03-28,V,CUB,JLESTER,-135,-115
33,2019-03-28,H,TEX,MMINOR,122,105
34,2019-03-29,V,COL,GMARQUEZ,-155,-152
35,2019-03-29,H,MIA,TRICHARDS,135,142
36,2019-03-29,V,STL,JFLAHERTY,106,-108
37,2019-03-29,H,MIL,FPERALTA,-126,-102
38,2019-03-29,V,SFO,DHOLLAND,130,145
39,2019-03-29,H,SDG,JLUCCHESI,-150,-155
40,2019-03-29,V,ARI,RRAY,144,160
41,2019-03-29,H,LAD,RSTRIPLING,-165,-170
42,2019-03-29,V,DET,MBOYD,115,111
43,2019-03-29,H,TOR,MSHOEMAKER,-135,-121
44,2019-03-29,V,HOU,GCOLE,-145,-138
45,2019-03-29,H,TAM,CMORTON,125,128
46,2019-03-29,V,LAA,MHARVEY,101,-109
47,2019-03-29,H,OAK,MESTRADA,-121,-101
48,2019-03-29,V,BOS,NEOVALDI,-150,-139
49,2019-03-29,H,SEA,YKIKUCHI,130,129
50,2019-03-30,V,NYM,NSYNDERGAARD,110,102
51,2019-03-30,H,WAS,SSTRASBURG,-130,-112
52,2019-03-30,V,ATL,BWILSON,125,135
53,2019-03-30,H,PHI,NPIVETTA,-145,-145
54,2019-03-30,V,COL,TANDERSON,-145,-128
55,2019-03-30,H,MIA,PLOPEZ,125,118
56,2019-03-30,V,STL,DHUDSON,105,122
57,2019-03-30,H,MIL,BWOODRUFF,-125,-132
58,2019-03-30,V,SFO,DRODRIGUEZ,105,120
59,2019-03-30,H,SDG,NMARGEVICIUS,-125,-130
60,2019-03-30,V,ARI,ZGODLEY,151,177
61,2019-03-30,H,LAD,KMAEDA,-175,-194
62,2019-03-30,V,BAL,NKARNS,299,340
63,2019-03-30,H,NYY,JPAXTON,-375,-410
64,2019-03-30,V,CLE,TBAUER,-110,-120
65,2019-03-30,H,MIN,JODORIZZI,-110,110
66,2019-03-30,V,CWS,RLOPEZ,-105,120
67,2019-03-30,H,KAN,JJUNIS,-115,-130
68,2019-03-30,V,DET,STURNBULL,120,116
69,2019-03-30,H,TOR,ASANCHEZ,-140,-126
70,2019-03-30,V,HOU,CMCHUGH,-130,-118
71,2019-03-30,H,TAM,TGLASNOW,110,108
72,2019-03-30,V,LAA,FPENA,105,109
73,2019-03-30,H,OAK,BANDERSON,-125,-119
74,2019-03-30,V,BOS,ERODRIGUEZ,-150,-158
75,2019-03-30,H,SEA,MLEAKE,130,148
76,2019-03-30,V,CUB,YDARVISH,-150,-155
77,2019-03-30,H,TEX,EVOLQUEZ,130,145
78,2019-03-31,V,PIT,JMUSGROVE,120,125
79,2019-03-31,H,CIN,SGRAY,-140,-135
80,2019-03-31,V,COL,JGRAY,-150,-158
81,2019-03-31,H,MIA,SALCANTARA,130,148
82,2019-03-31,V,NYM,ZWHEELER,110,155
83,2019-03-31,H,WAS,PCORBIN,-130,-165
84,2019-03-31,V,STL,MWACHA,100,100
85,2019-03-31,H,MIL,CBURNES,-120,-110
86,2019-03-31,V,ARI,LWEAVER,192,177
87,2019-03-31,H,LAD,WBUEHLER,-230,-194
88,2019-03-31,V,SFO,JSAMARDZIJA,125,162
89,2019-03-31,H,SDG,CPADDACK,-145,-174
90,2019-03-31,V,ATL,KWRIGHT,130,130
91,2019-03-31,H,PHI,JARRIETA,-150,-140
92,2019-03-31,V,BAL,DBUNDY,281,280
93,2019-03-31,H,NYY,JHAPP,-350,-320
94,2019-03-31,V,DET,MMOORE,115,142
95,2019-03-31,H,TOR,TTHORNTON,-135,-152
96,2019-03-31,V,HOU,WMILEY,-119,-113
97,2019-03-31,H,TAM,YCHIRINOS,-101,103
98,2019-03-31,V,CLE,CCARRASCO,-115,-110
99,2019-03-31,H,MIN,MPINEDA,-105,100
100,2019-03-31,V,CWS,LGIOLITO,-105,117
101,2019-03-31,H,KAN,JLOPEZ,-115,-127
102,2019-03-31,V,LAA,TSKAGGS,-110,114
103,2019-03-31,H,OAK,FMONTAS,-110,-124
104,2019-03-31,V,BOS,RPORCELLO,-150,-136
105,2019-03-31,H,SEA,WLEBLANC,130,126
106,2019-03-31,V,CUB,CHAMELS,-155,-130
107,2019-03-31,H,TEX,LLYNN,135,120
108,2019-04-01,V,STL,AWAINWRIGHT,110,116
109,2019-04-01,H,PIT,CARCHER,-130,-126
110,2019-04-01,V,MIL,ZDAVIES,105,-109
111,2019-04-01,H,CIN,TROARK,-125,-101
112,2019-04-01,V,CUB,KHENDRICKS,-115,100
113,2019-04-01,H,ATL,SNEWCOMB,-105,-110
114,2019-04-01,V,NYM,SMATZ,-150,-125
115,2019-04-01,H,MIA,CSMITH,130,115
116,2019-04-01,V,SFO,DPOMERANZ,172,185
117,2019-04-01,H,LAD,JURIAS,-205,-205
118,2019-04-01,V,ARI,MKELLY,140,155
119,2019-04-01,H,SDG,MSTRAHM,-160,-165
120,2019-04-01,V,CWS,INOVA,148,150
121,2019-04-01,H,CLE,MCLEVINGER,-170,-160
122,2019-04-01,V,DET,TROSS,176,190
123,2019-04-01,H,NYY,DGERMAN,-210,-210
124,2019-04-01,V,BAL,DHESS,144,163
125,2019-04-01,H,TOR,SREID-FOLEY,-165,-176
126,2019-04-01,V,HOU,BPEACOCK,-165,-165
127,2019-04-01,H,TEX,DSMYLY,144,155
128,2019-04-01,V,BOS,DPRICE,-140,-140
129,2019-04-01,H,OAK,ABROOKS,120,130
130,2019-04-01,V,LAA,CSTRATTON,-110,-103
131,2019-04-01,H,SEA,FHERNANDEZ,-110,-107
132,2019-04-01,V,COL,CBETTIS,118,135
133,2019-04-01,H,TAM,RSTANEK,-138,-145
134,2019-04-02,V,MIL,JCHACIN,-121,-110
135,2019-04-02,H,CIN,ADESCLAFANI,101,100
136,2019-04-02,V,PHI,ZEFLIN,173,165
137,2019-04-02,H,WAS,MSCHERZER,-206,-180
138,2019-04-02,V,NYM,JVARGAS,-126,-136
139,2019-04-02,H,MIA,JURENA,106,126
140,2019-04-02,V,ARI,ZGREINKE,-111,106
141,2019-04-02,H,SDG,ELAUER,-109,-116
142,2019-04-02,V,SFO,MBUMGARNER,152,146
143,2019-04-02,H,LAD,HRYU,-176,-156
144,2019-04-02,V,DET,JZIMMERMANN,208,205
145,2019-04-02,H,NYY,MTANAKA,-251,-230
146,2019-04-02,V,BAL,ACASHNER,177,162
147,2019-04-02,H,TOR,MSTROMAN,-211,-174
148,2019-04-02,V,HOU,JVERLANDER,-221,-220
149,2019-04-02,H,TEX,SMILLER,184,200
150,2019-04-02,V,MIN,JBERRIOS,-141,-145
151,2019-04-02,H,KAN,BKELLER,121,135
152,2019-04-02,V,BOS,CSALE,-171,-170
153,2019-04-02,H,OAK,MFIERS,148,160
154,2019-04-02,V,LAA,TCAHILL,101,100
155,2019-04-02,H,SEA,MGONZALES,-121,-110
156,2019-04-02,V,COL,KFREELAND,131,160
157,2019-04-02,H,TAM,BSNELL,-151,-170
158,2019-04-03,V,MIL,FPERALTA,-109,118
159,2019-04-03,H,CIN,LCASTILLO,-111,-128
160,2019-04-03,V,PHI,ANOLA,-130,-135
161,2019-04-03,H,WAS,ASANCHEZ,110,125
162,2019-04-03,V,ARI,RRAY,115,132
163,2019-04-03,H,SDG,JLUCCHESI,-135,-142
164,2019-04-03,V,NYM,JDEGROM,-215,-210
165,2019-04-03,H,MIA,TRICHARDS,180,190
166,2019-04-03,V,STL,MMIKOLAS,-110,-104
167,2019-04-03,H,PIT,JTAILLON,-110,-106
168,2019-04-03,V,CUB,JLESTER,-115,120
169,2019-04-03,H,ATL,JTEHERAN,-105,-130
170,2019-04-03,V,SFO,DHOLLAND,180,175
171,2019-04-03,H,LAD,RSTRIPLING,-215,-190
172,2019-04-03,V,CWS,CRODON,166,170
173,2019-04-03,H,CLE,CKLUBER,-195,-185
174,2019-04-03,V,MIN,KGIBSON,-145,-130
175,2019-04-03,H,KAN,HBAILEY,125,120
176,2019-04-03,V,DET,MBOYD,163,163
177,2019-04-03,H,NYY,JLOAISIGA,-190,-176
178,2019-04-03,V,BAL,NKARNS,144,140
179,2019-04-03,H,TOR,MSHOEMAKER,-165,-150
180,2019-04-03,V,HOU,GCOLE,-165,-210
181,2019-04-03,H,TEX,MMINOR,144,190
182,2019-04-03,V,BOS,NEOVALDI,-130,-140
183,2019-04-03,H,OAK,MESTRADA,110,130
184,2019-04-03,V,COL,GMARQUEZ,112,114
185,2019-04-03,H,TAM,CMORTON,-132,-124
186,2019-04-04,V,WAS,SSTRASBURG,115,120
187,2019-04-04,H,NYM,NSYNDERGAARD,-135,-130
188,2019-04-04,V,CIN,TMAHLE,105,-110
189,2019-04-04,H,PIT,JLYLES,-125,100
190,2019-04-04,V,CUB,YDARVISH,100,112
191,2019-04-04,H,ATL,MFRIED,-120,-122
192,2019-04-04,V,KAN,JJUNIS,-110,-109
193,2019-04-04,H,DET,STURNBULL,-110,-101
194,2019-04-04,V,NYY,JPAXTON,-200,-215
195,2019-04-04,H,BAL,ACOBB,170,195
196,2019-04-04,V,BOS,ERODRIGUEZ,-120,-118
197,2019-04-04,H,OAK,BANDERSON,100,108
198,2019-04-04,V,TOR,ASANCHEZ,144,180
199,2019-04-04,H,CLE,TBAUER,-165,-200
200,2019-04-04,V,TEX,EVOLQUEZ,130,150
201,2019-04-04,H,LAA,MHARVEY,-150,-160
202,2019-04-05,V,LAD,KMAEDA,-130,-130
203,2019-04-05,H,COL,TANDERSON,110,120
204,2019-04-05,V,CIN,SGRAY,105,126
205,2019-04-05,H,PIT,JMUSGROVE,-125,-136
206,2019-04-05,V,MIA,PLOPEZ,151,150
207,2019-04-05,H,ATL,KGAUSMAN,-175,-160
208,2019-04-05,V,CUB,JQUINTANA,120,115
209,2019-04-05,H,MIL,BWOODRUFF,-140,-125
210,2019-04-05,V,TOR,TTHORNTON,120,130
211,2019-04-05,H,CLE,SBIEBER,-140,-140
212,2019-04-05,V,OAK,FMONTAS,144,145
213,2019-04-05,H,HOU,CMCHUGH,-165,-155
214,2019-04-05,V,TEX,LLYNN,115,107
215,2019-04-05,H,LAA,FPENA,-135,-117
216,2019-04-05,V,TAM,TGLASNOW,-135,-113
217,2019-04-05,H,SFO,DRODRIGUEZ,115,103
218,2019-04-05,V,MIN,JODORIZZI,115,146
219,2019-04-05,H,PHI,NPIVETTA,-135,-156
220,2019-04-05,V,BOS,RPORCELLO,-130,-127
221,2019-04-05,H,ARI,ZGODLEY,110,117
222,2019-04-05,V,SEA,YKIKUCHI,-130,-125
223,2019-04-05,H,CWS,RLOPEZ,110,115
224,2019-04-05,V,SDG,NMARGEVICIUS,125,163
225,2019-04-05,H,STL,JFLAHERTY,-145,-176
226,2019-04-06,V,WAS,PCORBIN,-110,-128
227,2019-04-06,H,NYM,SMATZ,-110,118
228,2019-04-06,V,CIN,TROARK,115,101
229,2019-04-06,H,PIT,TWILLIAMS,-135,-111
230,2019-04-06,V,SDG,CPADDACK,120,110
231,2019-04-06,H,STL,MWACHA,-140,-120
232,2019-04-06,V,CUB,CHAMELS,100,119
233,2019-04-06,H,MIL,CBURNES,-120,-129
234,2019-04-06,V,MIA,SALCANTARA,144,161
235,2019-04-06,H,ATL,KWRIGHT,-165,-172
236,2019-04-06,V,LAD,WBUEHLER,-145,-116
237,2019-04-06,H,COL,JGRAY,125,106
238,2019-04-06,V,KAN,JLOPEZ,105,112
239,2019-04-06,H,DET,MMOORE,-125,-122
240,2019-04-06,V,SEA,MLEAKE,-120,-105
241,2019-04-06,H,CWS,LGIOLITO,100,-105
242,2019-04-06,V,TEX,DSMYLY,105,150
243,2019-04-06,H,LAA,TSKAGGS,-125,-160
244,2019-04-06,V,TOR,TPANNONE,148,177
245,2019-04-06,H,CLE,CCARRASCO,-170,-194
246,2019-04-06,V,NYY,JHAPP,-195,-180
247,2019-04-06,H,BAL,DBUNDY,166,165
248,2019-04-06,V,OAK,ABROOKS,144,125
249,2019-04-06,H,HOU,WMILEY,-165,-135
250,2019-04-06,V,MIN,MPINEDA,136,138
251,2019-04-06,H,PHI,JARRIETA,-156,-148
252,2019-04-06,V,TAM,RSTANEK,-137,-132
253,2019-04-06,H,SFO,JSAMARDZIJA,124,122
254,2019-04-06,V,BOS,DPRICE,-151,-132
255,2019-04-06,H,ARI,LWEAVER,131,122
256,2019-04-07,V,WAS,MSCHERZER,-140,-128
257,2019-04-07,H,NYM,ZWHEELER,120,118
258,2019-04-07,V,MIA,CSMITH,155,160
259,2019-04-07,H,ATL,SNEWCOMB,-180,-170
260,2019-04-07,V,CIN,ADESCLAFANI,130,140
261,2019-04-07,H,PIT,CARCHER,-150,-150
262,2019-04-07,V,CUB,KHENDRICKS,105,-104
263,2019-04-07,H,MIL,ZDAVIES,-125,-106
264,2019-04-07,V,SDG,MSTRAHM,110,110
265,2019-04-07,H,STL,AWAINWRIGHT,-130,-120
266,2019-04-07,V,LAD,JURIAS,-140,-170
267,2019-04-07,H,COL,CBETTIS,120,160
268,2019-04-07,V,NYY,DGERMAN,-175,-185
269,2019-04-07,H,BAL,DHESS,151,170
270,2019-04-07,V,TOR,MSTROMAN,130,150
271,2019-04-07,H,CLE,MCLEVINGER,-150,-160
272,2019-04-07,V,KAN,BKELLER,-105,-106
273,2019-04-07,H,DET,TROSS,-115,-104
274,2019-04-07,V,OAK,MFIERS,140,165
275,2019-04-07,H,HOU,BPEACOCK,-160,-180
276,2019-04-07,V,SEA,WLEBLANC,-110,106
277,2019-04-07,H,CWS,INOVA,-110,-116
278,2019-04-07,V,TEX,SMILLER,115,107
279,2019-04-07,H,LAA,CSTRATTON,-135,-117
280,2019-04-07,V,MIN,JBERRIOS,110,124
281,2019-04-07,H,PHI,ZEFLIN,-130,-134
282,2019-04-07,V,TAM,YCHIRINOS,-130,-115
283,2019-04-07,H,SFO,DPOMERANZ,110,105
284,2019-04-07,V,BOS,Undecid,-115,-106
285,2019-04-07,H,ARI,MKELLY,-105,-104
286,2019-04-08,V,PIT,JTAILLON,117,120
287,2019-04-08,H,CUB,JLESTER,-129,-130
288,2019-04-08,V,WAS,ASANCHEZ,120,135
289,2019-04-08,H,PHI,VVELASQUEZ,-140,-145
290,2019-04-08,V,LAD,HRYU,-130,-103
291,2019-04-08,H,STL,MMIKOLAS,110,-107
292,2019-04-08,V,ATL,JTEHERAN,125,100
293,2019-04-08,H,COL,KFREELAND,-145,-110
294,2019-04-08,V,SDG,ELAUER,115,120
295,2019-04-08,H,SFO,MBUMGARNER,-135,-130
296,2019-04-08,V,TAM,BSNELL,-150,-168
297,2019-04-08,H,CWS,CRODON,130,158
298,2019-04-08,V,OAK,MESTRADA,-150,-162
299,2019-04-08,H,BAL,ACASHNER,130,152
300,2019-04-08,V,NYY,MTANAKA,140,138
301,2019-04-08,H,HOU,JVERLANDER,-160,-148
302,2019-04-08,V,SEA,FHERNANDEZ,-140,-110
303,2019-04-08,H,KAN,HBAILEY,120,100
304,2019-04-08,V,MIL,JCHACIN,-120,-106
305,2019-04-08,H,LAA,TCAHILL,100,-104
306,2019-04-09,V,MIA,JURENA,140,170
307,2019-04-09,H,CIN,LCASTILLO,-160,-185
308,2019-04-09,V,WAS,SSTRASBURG,120,133
309,2019-04-09,H,PHI,ANOLA,-140,-143
310,2019-04-09,V,LAD,RSTRIPLING,-130,-120
311,2019-04-09,H,STL,DHUDSON,110,110
312,2019-04-09,V,ATL,MFRIED,105,-102
313,2019-04-09,H,COL,GMARQUEZ,-125,-108
314,2019-04-09,V,SDG,JLUCCHESI,-125,-132
315,2019-04-09,H,SFO,DHOLLAND,105,122
316,2019-04-09,V,CLE,CKLUBER,-160,-135
317,2019-04-09,H,DET,JZIMMERMANN,140,125
318,2019-04-09,V,TOR,MSHOEMAKER,199,225
319,2019-04-09,H,BOS,CSALE,-240,-255
320,2019-04-09,V,TAM,CMORTON,-145,-170
321,2019-04-09,H,CWS,ESANTANA,125,160
322,2019-04-09,V,OAK,BANDERSON,-145,-180
323,2019-04-09,H,BAL,JMEANS,125,165
324,2019-04-09,V,NYY,JLOAISIGA,151,178
325,2019-04-09,H,HOU,GCOLE,-175,-196
326,2019-04-09,V,SEA,MGONZALES,-130,100
327,2019-04-09,H,KAN,JJUNIS,110,-110
328,2019-04-09,V,MIN,KGIBSON,184,230
329,2019-04-09,H,NYM,JDEGROM,-220,-260
330,2019-04-09,V,TEX,MMINOR,120,135
331,2019-04-09,H,ARI,ZGREINKE,-140,-145
332,2019-04-09,V,MIL,FPERALTA,-120,-138
333,2019-04-09,H,LAA,MHARVEY,100,128
334,2019-04-10,V,SDG,NMARGEVICIUS,-110,-105
335,2019-04-10,H,SFO,DRODRIGUEZ,-110,-105
336,2019-04-10,V,MIA,TRICHARDS,130,145
337,2019-04-10,H,CIN,TMAHLE,-150,-155
338,2019-04-10,V,WAS,JHELLICKSON,128,147
339,2019-04-10,H,PHI,NPIVETTA,-148,-157
340,2019-04-10,V,LAD,KMAEDA,-107,-105
341,2019-04-10,H,STL,JFLAHERTY,-113,-105
342,2019-04-10,V,PIT,JLYLES,135,157
343,2019-04-10,H,CUB,YDARVISH,-155,-167
344,2019-04-10,V,CLE,TBAUER,-151,-145
345,2019-04-10,H,DET,MBOYD,131,135
346,2019-04-10,V,TAM,TGLASNOW,-140,-170
347,2019-04-10,H,CWS,RLOPEZ,120,160
348,2019-04-10,V,OAK,FMONTAS,-137,-180
349,2019-04-10,H,BAL,DSTRAILY,117,165
350,2019-04-10,V,NYY,JPAXTON,110,110
351,2019-04-10,H,HOU,CMCHUGH,-130,-120
352,2019-04-10,V,SEA,YKIKUCHI,-125,-155
353,2019-04-10,H,KAN,HFILLMYER,105,145
354,2019-04-10,V,MIN,JODORIZZI,180,175
355,2019-04-10,H,NYM,NSYNDERGAARD,-215,-190
356,2019-04-10,V,TEX,LLYNN,127,120
357,2019-04-10,H,ARI,RRAY,-147,-130
358,2019-04-10,V,MIL,BWOODRUFF,-115,-170
359,2019-04-10,H,LAA,FPENA,-105,160
360,2019-04-11,V,MIA,PLOPEZ,148,157
361,2019-04-11,H,CIN,SGRAY,-170,-167
362,2019-04-11,V,LAD,WBUEHLER,-140,-134
363,2019-04-11,H,STL,MWACHA,120,124
364,2019-04-11,V,NYM,SMATZ,110,122
365,2019-04-11,H,ATL,KGAUSMAN,-130,-132
366,2019-04-11,V,PIT,JMUSGROVE,120,116
367,2019-04-11,H,CUB,JQUINTANA,-140,-126
368,2019-04-11,V,SDG,PAVILA,117,108
369,2019-04-11,H,ARI,ZGODLEY,-137,-118
370,2019-04-11,V,COL,JGRAY,-125,-111
371,2019-04-11,H,SFO,JSAMARDZIJA,105,101
372,2019-04-11,V,OAK,ABROOKS,-160,-150
373,2019-04-11,H,BAL,DBUNDY,140,140
374,2019-04-11,V,CLE,SBIEBER,-140,-135
375,2019-04-11,H,DET,STURNBULL,120,125
376,2019-04-11,V,SEA,MLEAKE,-140,-144
377,2019-04-11,H,KAN,JLOPEZ,120,134
378,2019-04-11,V,TOR,ASANCHEZ,155,165
379,2019-04-11,H,BOS,NEOVALDI,-180,-180
380,2019-04-12,V,PIT,TWILLIAMS,140,175
381,2019-04-12,H,WAS,PCORBIN,-160,-190
382,2019-04-12,V,PHI,JARRIETA,-170,-158
383,2019-04-12,H,MIA,SALCANTARA,148,148
384,2019-04-12,V,NYM,ZWHEELER,100,100
385,2019-04-12,H,ATL,KWRIGHT,-120,-110
386,2019-04-12,V,SDG,CPADDACK,-120,-120
387,2019-04-12,H,ARI,LWEAVER,100,110
388,2019-04-12,V,MIL,CBURNES,140,145
389,2019-04-12,H,LAD,JURIAS,-160,-155
390,2019-04-12,V,COL,CBETTIS,105,130
391,2019-04-12,H,SFO,DPOMERANZ,-125,-140
392,2019-04-12,V,CWS,LGIOLITO,195,185
393,2019-04-12,H,NYY,JHAPP,-235,-205
394,2019-04-12,V,TAM,RSTANEK,-130,-145
395,2019-04-12,H,TOR,TTHORNTON,110,135
396,2019-04-12,V,BAL,DHESS,207,220
397,2019-04-12,H,BOS,ERODRIGUEZ,-250,-250
398,2019-04-12,V,OAK,MFIERS,-119,-115
399,2019-04-12,H,TEX,DSMYLY,-101,105
400,2019-04-12,V,CLE,CCARRASCO,-140,-158
401,2019-04-12,H,KAN,BKELLER,120,148
402,2019-04-12,V,HOU,WMILEY,-135,-140
403,2019-04-12,H,SEA,WLEBLANC,115,130
404,2019-04-12,V,LAA,TSKAGGS,135,156
405,2019-04-12,H,CUB,CHAMELS,-155,-166
406,2019-04-13,V,PIT,CARCHER,NL,109
407,2019-04-13,H,WAS,ASANCHEZ,NL,-119
408,2019-04-13,V,COL,KFREELAND,105,103
409,2019-04-13,H,SFO,MBUMGARNER,-125,-113
410,2019-04-13,V,PHI,ZEFLIN,-170,-165
411,2019-04-13,H,MIA,CSMITH,148,155
412,2019-04-13,V,STL,AWAINWRIGHT,-140,-111
413,2019-04-13,H,CIN,TROARK,120,101
414,2019-04-13,V,NYM,JVARGAS,115,140
415,2019-04-13,H,ATL,SNEWCOMB,-135,-150
416,2019-04-13,V,SDG,MSTRAHM,100,100
417,2019-04-13,H,ARI,MKELLY,-120,-110
418,2019-04-13,V,MIL,ZDAVIES,103,137
419,2019-04-13,H,LAD,CFERGUSON,-123,-147
420,2019-04-13,V,CWS,INOVA,160,145
421,2019-04-13,H,NYY,CSABATHIA,-185,-155
422,2019-04-13,V,BAL,ACASHNER,199,240
423,2019-04-13,H,BOS,RPORCELLO,-240,-270
424,2019-04-13,V,DET,TROSS,151,180
425,2019-04-13,H,MIN,MPINEDA,-175,-200
426,2019-04-13,V,TAM,BSNELL,-165,-200
427,2019-04-13,H,TOR,CBUCHHOLZ,144,180
428,2019-04-13,V,CLE,JRODRIGUEZ,-135,-106
429,2019-04-13,H,KAN,HBAILEY,115,-104
430,2019-04-13,V,HOU,JVERLANDER,-170,-188
431,2019-04-13,H,SEA,FHERNANDEZ,148,173
432,2019-04-13,V,LAA,CSTRATTON,144,185
433,2019-04-13,H,CUB,KHENDRICKS,-165,-205
434,2019-04-14,V,PHI,VVELASQUEZ,-170,-150
435,2019-04-14,H,MIA,JURENA,148,140
436,2019-04-14,V,PIT,JTAILLON,160,165
437,2019-04-14,H,WAS,MSCHERZER,-185,-180
438,2019-04-14,V,STL,MMIKOLAS,-125,-120
439,2019-04-14,H,CIN,ADESCLAFANI,105,110
440,2019-04-14,V,COL,GMARQUEZ,-125,-108
441,2019-04-14,H,SFO,DHOLLAND,105,-102
442,2019-04-14,V,SDG,ELAUER,110,125
443,2019-04-14,H,ARI,ZGREINKE,-130,-135
444,2019-04-14,V,MIL,JCHACIN,115,130
445,2019-04-14,H,LAD,RSTRIPLING,-135,-140
446,2019-04-14,V,NYM,JDEGROM,-155,-150
447,2019-04-14,H,ATL,JTEHERAN,135,140
448,2019-04-14,V,CWS,CRODON,160,180
449,2019-04-14,H,NYY,MTANAKA,-185,-200
450,2019-04-14,V,BAL,JMEANS,218,230
451,2019-04-14,H,BOS,DPRICE,-265,-260
452,2019-04-14,V,TAM,CMORTON,-140,-128
453,2019-04-14,H,TOR,MSTROMAN,120,118
454,2019-04-14,V,DET,JZIMMERMANN,166,210
455,2019-04-14,H,MIN,JBERRIOS,-195,-240
456,2019-04-14,V,CLE,CKLUBER,-150,-130
457,2019-04-14,H,KAN,JJUNIS,130,120
458,2019-04-14,V,OAK,BANDERSON,-140,-145
459,2019-04-14,H,TEX,ASAMPSON,120,135
460,2019-04-14,V,HOU,GCOLE,-150,-185
461,2019-04-14,H,SEA,MGONZALES,130,170
462,2019-04-15,V,NYM,NSYNDERGAARD,100,103
463,2019-04-15,H,PHI,ANOLA,-120,-113
464,2019-04-15,V,CUB,YDARVISH,-130,-135
465,2019-04-15,H,MIA,TRICHARDS,110,125
466,2019-04-15,V,STL,DHUDSON,110,125
467,2019-04-15,H,MIL,FPERALTA,-130,-135
468,2019-04-15,V,CIN,LCASTILLO,155,170
469,2019-04-15,H,LAD,CKERSHAW,-180,-185
470,2019-04-15,V,COL,ASENZATELA,140,150
471,2019-04-15,H,SDG,JLUCCHESI,-160,-160
472,2019-04-15,V,BAL,DSTRAILY,211,230
473,2019-04-15,H,BOS,HVELAZQUEZ,-255,-260
474,2019-04-15,V,TOR,MSHOEMAKER,110,110
475,2019-04-15,H,MIN,MPEREZ,-130,-120
476,2019-04-15,V,LAA,TCAHILL,-125,-122
477,2019-04-15,H,TEX,SMILLER,105,112
478,2019-04-15,V,KAN,HFILLMYER,110,106
479,2019-04-15,H,CWS,ESANTANA,-130,-116
480,2019-04-15,V,CLE,TBAUER,-110,-113
481,2019-04-15,H,SEA,YKIKUCHI,-110,103
482,2019-04-16,V,NYM,SMATZ,-110,105
483,2019-04-16,H,PHI,NPIVETTA,-110,-115
484,2019-04-16,V,SFO,DRODRIGUEZ,166,162
485,2019-04-16,H,WAS,SSTRASBURG,-195,-174
486,2019-04-16,V,CUB,JQUINTANA,-150,-130
487,2019-04-16,H,MIA,PLOPEZ,130,120
488,2019-04-16,V,ARI,RRAY,135,125
489,2019-04-16,H,ATL,MFRIED,-155,-135
490,2019-04-16,V,STL,JFLAHERTY,105,111
491,2019-04-16,H,MIL,BWOODRUFF,-125,-121
492,2019-04-16,V,COL,JGRAY,130,-103
493,2019-04-16,H,SDG,NMARGEVICIUS,-150,-107
494,2019-04-16,V,CIN,TMAHLE,144,158
495,2019-04-16,H,LAD,KMAEDA,-165,-168
496,2019-04-16,V,BOS,CSALE,-110,-103
497,2019-04-16,H,NYY,JPAXTON,-110,-107
498,2019-04-16,V,BAL,DBUNDY,215,215
499,2019-04-16,H,TAM,TGLASNOW,-260,-245
500,2019-04-16,V,TOR,ASANCHEZ,120,140
501,2019-04-16,H,MIN,KGIBSON,-140,-150
502,2019-04-16,V,LAA,JBARRIA,104,105
503,2019-04-16,H,TEX,MMINOR,-124,-115
504,2019-04-16,V,KAN,JLOPEZ,-110,110
505,2019-04-16,H,CWS,RLOPEZ,-110,-120
506,2019-04-16,V,HOU,CMCHUGH,-145,-148
507,2019-04-16,H,OAK,MESTRADA,125,138
