,Game Date,Opponent,Tm,Win Loss,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,G_Pitch,GS_Pitch,H_Pitch,R_Pitch,ER_Pitch,BB_Pitch,SO_Pitch,HR_Pitch,HBP_Pitch,ERA_Pitch,AB_Pitch,2B_Pitch,3B_Pitch,IBB_Pitch,GDP_Pitch,SF_Pitch,SB_Pitch,CS_Pitch,PO_Pitch,BF_Pitch,Pit_Pitch,Str_Pitch,StL_Pitch,StS_Pitch,GB/FB_Pitch,LD_Pitch,PU_Pitch,WHIP_Pitch,BAbip_Pitch,SO9_Pitch
10,2019-04-05,Twins,Phillies,1,1.0,0.0442971747471228,-0.15451691663760014,2.406348099058248,1.6093477502615985,1.0990582490408094,-0.09382629926752706,0.3732124171607951,1.610394140216255,2.665155214509941,1.8723404255319152,-0.4743634461109174,-0.023718172305545904,0.0,0.07010812696198115,-0.2577607254970353,-0.4216951517265435,-0.2577607254970353,0.03277400703871297,0.1045454545454545,0.11145676219205623,0.21600221673751085,0.0,0,-1,-3,-3,4,4,1,0,0.3400000000000034,17,-1,1,0,2,0,0,-1,0,19,84,2.03,0.7100000000000001,0.31999999999999995,1.53,0.7900000000000001,0.31,-1.06006006006006,-0.16154660993950315,17.500000000000004
11,2019-04-05,Jays,Indians,1,1.0,0.5086266390614211,0.15527950310558936,4.331953071083507,2.57487922705314,0.3423050379572119,0.0,1.5603864734299515,5.028295376121464,3.9924085576259487,0.3478260869565217,0.4899930986887515,-0.003450655624568699,0.17391304347826084,0.347135955831608,-0.35127674258109043,-0.17529330572808832,-0.0006901311249137287,0.03438442684766218,0.08672248803827748,0.18530825791855216,0.27203074595682963,0.0,0,19,14,12,6,5,6,-2,32.95,47,9,1,2,4,1,2,0,0,52,214,1.8900000000000008,0.5,0.0,1.8000000000000005,0.4199999999999999,0.03999999999999998,0.6291608063759964,0.0490188309002815,15.099999999999996
12,2019-04-05,White_Sox,Mariners,0,1.0,0.008036338225017479,0.03494060097833618,0.3004891684136961,0.6079664570230605,0.15723270440251547,-0.37735849056603776,0.3494060097833682,1.6142557651991605,0.30398322851153026,0.3703703703703704,0.03494060097833618,-0.5695317959468904,-0.18867924528301888,0.1851851851851852,0.737246680642907,0.7407407407407407,0.1851851851851852,0.016755793226381488,0.01921758916577565,0.03208556149732622,0.05130315066310187,0.0,0,3,-1,-1,3,-10,-1,-2,-0.8999999999999986,-1,1,0,0,0,0,1,0,0,2,-24,0.5900000000000003,0.06999999999999995,0.12,0.44000000000000017,0.3599999999999999,0.4300000000000001,0.410336319958447,0.07302367714800799,-9.699999999999996
13,2019-04-05,Rockies,Dodgers,1,1.0,0.06902356902356876,0.0434343434343436,-1.6333333333333333,-1.0999999999999996,0.06666666666666665,0.0,-0.16666666666666666,-1.8666666666666667,-0.6000000000000001,-0.2,-7.1999999999999975,0.1333333333333333,-0.033333333333333354,-0.033333333333333354,0.8,-0.5666666666666665,0.6666666666666666,0.012205987170349236,0.00975609756097573,0.03513304822998331,0.04488914579095904,0.0,0,-9,1,1,-4,0,-1,0,1.8,-24,1,0,0,-3,0,1,-1,0,-28,-98,-0.3200000000000003,0.17999999999999994,0.06999999999999995,-1.2799999999999998,0.07999999999999996,-0.41,-0.5960611774565263,-0.09443650687238844,14.0
14,2019-04-05,Red_Sox,D_Backs,1,1.0,-0.5384615384615383,-0.2158808933002488,-4.790322580645162,-1.6786600496277906,-0.37096774193548404,0.0012406947890818976,-2.114143920595533,-4.790322580645162,-2.2965260545905704,0.0,2.7729528535980155,-0.1910669975186104,0.0,-0.3833746898263027,0.196029776674938,-1.1526054590570718,0.1935483870967742,-0.07329041789784713,-0.11274961597542245,-0.35099197973828605,-0.4637415957137084,0.0,0,11,1,5,-6,-3,-3,1,15.06,7,5,0,-1,-2,1,1,0,0,3,-4,0.4000000000000004,-0.08000000000000007,0.1200000000000001,-0.44,0.6799999999999999,-0.56,0.33206349206349195,0.2306035583851168,-7.099999999999998
15,2019-04-05,Padres,Cards,0,1.0,-0.3452631578947365,-0.2919298245614041,-2.381052631578948,-2.6568421052631583,0.8743859649122806,-0.14666666666666667,-1.409122807017544,-3.1719298245614027,-0.18666666666666687,-0.11789473684210527,1.3235087719298253,-0.5866666666666667,0.0,-0.14666666666666667,-0.3536842105263158,-0.44,0.17543859649122806,-0.04412324077596042,-0.04169370538611295,-0.13802459743882345,-0.17971830282493628,0.0,0,1,-1,-1,8,-6,-1,0,1.7100000000000009,0,-3,-1,0,1,-1,3,-1,0,7,28,0.56,0.39,0.2,0.21,0.7400000000000001,0.18,0.8731000353481795,0.04165754050078863,-5.8000000000000025
16,2019-04-05,Cubs,Brewers,1,1.0,0.7338709677419355,0.5316377171215882,4.279156327543425,8.069478908188586,1.1526054590570722,0.0,1.502481389578164,5.013647642679901,3.2133995037220844,-0.3846153846153846,-0.5818858560794027,0.41935483870967744,0.017369727047146427,0.017369727047146427,1.2928039702233252,0.41935483870967744,0.41935483870967744,0.11118365824083576,0.11273746496418555,0.25103379659857594,0.3637712615627615,0.0,0,5,5,5,15,14,0,-2,31.5,26,1,0,0,2,0,0,0,0,38,193,0.6700000000000004,0.3800000000000001,0.06000000000000005,2.4200000000000004,-0.99,-0.16000000000000006,0.772030651340996,-0.031059904153917656,45.7
17,2019-04-05,Marlins,Braves,1,1.0,0.15396341463414576,0.15904471544715415,1.1524390243902438,0.6463414634146343,-1.2012195121951221,-0.2682926829268293,1.5,2.74390243902439,1.5304878048780486,0.0,3.2012195121951224,-0.8414634146341464,0.25,-0.5365853658536586,-0.5731707317073171,0.5,-0.2682926829268293,-0.015883552226067958,-0.010928961748633836,0.0293015978379404,0.018372636089306504,0.0,0,4,6,6,-1,-19,-1,1,32.39,-10,4,1,0,1,0,1,0,0,-9,-83,-0.7499999999999996,-0.21000000000000008,-0.3400000000000001,0.3600000000000003,0.69,-1.64,0.5312868949232585,0.13611525677692488,-58.90000000000001
18,2019-04-05,Astros,As,0,1.0,0.5510585305105851,0.13916562889165673,1.5267745952677458,0.5080946450809449,0.17434620174346185,0.04483188044831882,-0.049813200498132086,-0.2440846824408469,2.5305105853051058,0.04483188044831882,-2.127023661270236,-0.0921544209215442,-0.136986301369863,0.04483188044831882,0.22415940224159409,-0.09464508094645084,0.4084682440846824,0.0667624395977536,0.11521531100478465,0.12150972965913515,0.23672504066391986,0.0,-1,-6,-10,-5,-6,-5,-2,0,-17.72,-18,-2,0,0,0,-1,0,0,0,-25,-107,-0.5499999999999998,-0.029999999999999968,2.7755575615628914e-17,0.1499999999999999,0.13000000000000006,0.030000000000000027,-0.9139784946236559,-0.006526000476274553,-11.3
19,2019-04-05,Rays,Giants,0,1.0,0.31914331041776833,0.16129032258064502,0.11898466419883612,-1.0840824960338449,-0.5182443151771552,0.0,-0.1718667371760974,-0.362242199894236,1.5891062929666842,0.3225806451612903,-1.7292437863564256,-0.1718667371760974,0.0,0.16129032258064516,0.7985193019566366,-0.0026441036488630554,0.0,-0.04655960744953719,-0.007711303699562022,-0.11280249804839965,-0.12051380174796167,0.0,0,-3,1,1,1,9,2,1,4.19,1,-6,0,-2,-1,-2,-1,0,0,1,6,-0.20999999999999952,-0.02000000000000001,0.15000000000000008,-0.2799999999999998,-0.17000000000000004,1.03,-0.2848583877995643,-0.08033372402248226,27.0
20,2019-04-06,Yankees,Orioles,0,1.0,0.20535714285714235,0.24107142857142794,-0.4910714285714288,1.0803571428571423,0.8035714285714279,0.4761904761904762,-0.8988095238095238,-0.7559523809523814,-0.8273809523809526,0.0,-2.4375000000000018,0.03571428571428559,-0.2291666666666667,0.2470238095238095,0.7232142857142856,-0.4494047619047619,0.2380952380952381,0.0384092625220237,0.02150920974450393,0.02693178957966269,0.04844099932416668,0.0,0,-10,-5,-5,-2,2,1,2,-33.34,-12,-7,0,-3,1,1,-2,-1,0,-11,-54,0.10000000000000007,0.19000000000000009,0.030000000000000138,0.4500000000000002,-1.27,0.4400000000000001,-1.0191981931112368,-0.14072057991545864,0.3999999999999986
21,2019-04-06,Tigers,Royals,0,1.0,0.1397653194263362,0.08683181225554115,1.060756192959583,-0.650847457627119,0.18774445893089964,0.20338983050847456,1.1295958279009126,0.857366362451109,0.7634941329856586,0.018774445893089964,0.4818774445893084,0.2409387222946545,-0.1846153846153846,-0.1846153846153846,0.018774445893089964,-0.6633637548891785,0.20338983050847456,-0.02178334161883672,-0.00308918419946258,0.10643105707958607,0.10334187288012342,0.0,0,1,2,2,9,-1,2,2,5.25,2,-1,0,2,3,0,1,0,0,13,72,-0.3500000000000001,-0.20000000000000007,-0.14999999999999994,0.8699999999999999,-0.98,-0.16,0.7076980990024468,-0.018240459584672047,-5.899999999999995
22,2019-04-06,Angels,Rangers,0,1.0,-0.09110105580693784,-0.5438914027149321,0.8180995475113129,-2.3167420814479627,-0.5828054298642535,0.050678733031674215,-0.9375565610859726,1.3212669683257916,4.626244343891402,1.2778280542986424,0.8180995475113129,0.7058823529411765,0.0,0.285972850678733,-0.6371040723981899,-0.8723981900452487,0.050678733031674215,-0.006949949791237253,0.10124632127831873,-0.06025051530045966,0.04099580597785901,0.0,0,-14,-6,-4,-4,-2,-1,0,11.189999999999998,-31,-2,0,0,-2,-2,1,1,0,-37,-127,-1.3700000000000006,-0.12,0.039999999999999925,-0.75,-1.2599999999999998,-0.21,-0.6324193717827498,-0.09613865369884177,-4.500000000000006
23,2019-04-06,Reds,Pirates,1,1.0,0.14871794871794908,-0.033333333333333215,0.6846153846153844,-0.2435897435897436,-1.6410256410256412,0.0,0.7179487179487181,1.2384615384615385,1.6846153846153844,0.2769230769230769,-2.4333333333333327,-0.2794871794871795,0.0,0.0,0.35897435897435903,-0.056410256410256376,0.13846153846153847,0.020146520146520158,0.06503952932524347,0.034798534798534835,0.09983806412377838,0.0,0,-5,-6,-4,-3,-5,0,0,-14.63,-25,-4,1,-1,1,0,1,0,0,-28,-108,-1.4300000000000002,-0.38,-0.2300000000000001,-1.4300000000000002,0.25,-0.06000000000000001,-0.18495032762629493,0.014715080264285781,-16.1
24,2019-04-06,Twins,Phillies,0,1.0,-0.4184065934065937,-0.2568681318681323,0.8857142857142852,2.871428571428572,0.7928571428571427,0.04285714285714287,-0.85,0.6642857142857137,-0.6857142857142855,0.4,2.0,0.06428571428571428,0.2,-0.17857142857142858,-0.11428571428571432,-0.4714285714285714,-0.35714285714285715,0.02602477333673864,0.009635306660229714,-0.06086068190524835,-0.05122537524501858,0.0,0,-5,-5,-7,-5,12,-2,4,-19.9,15,-3,0,0,0,-1,0,-2,0,12,62,0.7899999999999996,-0.08999999999999997,0.46,0.10000000000000032,0.74,-0.15999999999999998,-1.0326970326970328,-0.11347521047723864,30.1
25,2019-04-06,Nats,Mets,1,1.0,-0.3639494833524681,-0.14925373134328399,-2.7049368541905863,-1.9067738231917344,-0.6261768082663606,0.0,-1.4723306544202066,-3.0532721010332966,-3.013777267508611,-0.8955223880597015,-1.767164179104478,0.31871412169919633,0.0,-0.009873708381171076,-0.0789896670493686,-0.557060849598163,-0.009873708381171076,-0.01924899744804956,-0.07048591416146728,-0.18612225057722687,-0.2566081647386942,0.0,0,0,-3,-3,0,2,-6,1,-1.1200000000000043,11,4,1,0,2,0,-1,0,0,13,51,0.6200000000000006,0.0,0.39,0.0199999999999998,0.96,0.21000000000000008,-0.20382842963488115,0.0366097702861678,9.399999999999991
26,2019-04-06,Jays,Indians,1,1.0,-0.10416666666666652,-0.17592592592592604,-4.416666666666667,-2.916666666666667,-0.6666666666666667,-0.75,-0.33333333333333337,-4.0,0.3333333333333335,0.0,-3.083333333333333,-0.33333333333333337,-0.08333333333333334,-0.33333333333333337,0.6666666666666667,-0.08333333333333337,0.25,0.005434782608695621,0.026915113871635588,-0.05902426693629932,-0.032109153064663776,0.0,0,4,-4,-4,-7,12,0,0,-22.969999999999995,22,1,0,0,-3,-1,0,0,0,15,42,0.9499999999999996,0.3900000000000001,0.1200000000000001,1.4299999999999995,-1.0699999999999998,-0.060000000000000026,-0.8956014838367781,-0.02613224002970907,23.5
27,2019-04-06,Astros,As,0,1.0,0.12701149425287328,-0.17816091954023028,2.2206896551724133,2.0793103448275847,0.6413793103448273,0.02413793103448275,0.3931034482758622,2.1241379310344826,3.9965517241379303,0.2482758620689655,-2.7862068965517235,-0.15172413793103445,0.0,0.2482758620689655,-0.10344827586206896,0.07241379310344831,0.2482758620689655,0.04461748633879778,0.09049773755656104,0.11016393442622953,0.2006616719827905,0.0,-2,-4,5,6,-3,-8,1,0,19.160000000000004,-18,-2,0,1,2,0,0,0,0,-21,-141,-0.009999999999999344,0.049999999999999815,0.010000000000000007,0.9900000000000002,0.08000000000000007,-0.41,0.08286252354048962,-0.029003674839559845,-3.4000000000000057
28,2019-04-06,Marlins,Braves,0,1.0,-0.06263736263736241,0.14945054945054892,-2.2241758241758243,-2.0637362637362635,0.5032967032967033,-0.02637362637362639,-0.7450549450549449,-4.123076923076924,-1.4791208791208796,-0.1956043956043957,-0.0439560439560438,-0.8461538461538461,0.14285714285714285,-0.5076923076923077,0.01098901098901095,0.5450549450549451,-0.02637362637362639,-0.04457044013069378,-0.07428214731585525,-0.08760330578512376,-0.16188545310097902,0.0,0,-18,-12,-9,1,2,-1,1,-27.33,-42,-4,-1,-1,-1,0,-1,0,0,-40,-161,-1.3200000000000005,-0.09000000000000008,0.14999999999999994,-0.4500000000000002,-0.3699999999999999,-0.75,-0.4294669076123785,-0.1523424590877005,6.400000000000006
29,2019-04-06,Cubs,Brewers,0,1.0,1.1111111111111112,1.0,6.238095238095237,5.38095238095238,0.3809523809523809,0.0,1.4761904761904758,5.761904761904763,0.952380952380952,-0.19047619047619047,-0.4285714285714288,-0.3809523809523809,0.0,0.0,0.33333333333333337,0.7142857142857143,-0.19047619047619047,0.13135802469135802,0.11432321464629458,0.3012345679012345,0.41555778254752906,0.0,0,-14,-3,-3,-10,-3,-1,0,7.149999999999999,-36,-6,0,-2,-4,0,-4,0,0,-46,-177,-1.23,-0.2,-0.11999999999999987,-0.23,-1.1800000000000002,-0.27,-0.7637420718816064,-0.07874386813178011,18.400000000000006
30,2019-04-06,White_Sox,Mariners,1,1.0,-0.358353510895884,-0.10357815442561248,-0.4304546677428034,0.9281678773204192,0.40355125100887795,-0.31746031746031744,-0.42238364272262574,-0.4304546677428034,-2.2625773473231106,0.1802528921172989,-4.258810868980362,-0.4546677428033361,0.0,0.1694915254237288,0.5515200430454668,0.1694915254237288,0.0,0.036142642964232134,-0.015540015540015606,-0.0145106018419362,-0.03005061738195192,0.0,1,3,-1,0,-4,-12,2,-2,0.34999999999999964,-10,-2,0,-2,2,-1,0,0,0,-18,-61,-0.6699999999999999,0.02000000000000001,-0.2399999999999999,-0.06000000000000005,-0.41000000000000025,0.25,0.2628163530175209,0.059639354825139775,-23.800000000000004
31,2019-04-06,Red_Sox,D_Backs,1,1.0,-0.09768115942028954,-0.15913043478260835,-1.1805797101449276,-4.642028985507246,-1.124057971014493,0.0,-0.7997101449275362,-1.1805797101449276,-1.0295652173913044,0.044637681159420295,-0.9692753623188411,-0.17333333333333334,0.1956521739130435,0.06695652173913047,-0.12869565217391304,-0.4976811594202899,0.0,-0.054291158810628126,-0.03946679886529508,-0.14338618631575167,-0.1828529851810468,0.0,0,6,3,2,1,-10,2,0,6.0,-9,1,0,0,1,0,0,0,0,-7,-89,0.7800000000000002,0.18000000000000005,0.29,0.3000000000000003,0.41000000000000014,0.08000000000000003,0.8139200460166811,0.10889734652631096,1.3999999999999986
32,2019-04-06,Padres,Cards,0,1.0,-0.04928571428571393,0.017857142857142794,1.8964285714285716,2.796428571428571,0.17500000000000004,0.0,-0.024999999999999908,1.503571428571429,-0.26428571428571423,-0.2,-1.9642857142857133,-0.2071428571428572,0.19642857142857145,-0.003571428571428587,0.9785714285714286,-0.2071428571428572,-0.003571428571428587,0.049340101522842655,0.023315345233153484,0.03396664249456127,0.057281987727714874,0.0,0,-6,0,0,3,-9,-2,0,3.3800000000000026,-38,-2,0,0,0,1,2,0,0,-34,-122,-1.5799999999999996,-0.5299999999999999,-0.38,-0.41000000000000014,-0.7,-0.1,0.906521739130435,0.07238640371232767,-8.699999999999996
33,2019-04-06,Rays,Giants,1,1.0,0.5091264667535844,0.4644719687092569,-1.95045632333768,-2.8370273794002623,-0.04302477183833142,-0.061277705345501976,-0.2920469361147328,-1.8891786179921777,-0.039113428943938544,-0.061277705345501976,5.3559322033898304,-0.3533246414602348,-0.2307692307692308,0.10821382007822684,-1.153846153846154,-0.7066492829204696,0.0,-0.07423665983806463,-0.06814219294846957,-0.1095502877768022,-0.17769248072527175,0.0,0,-2,-6,-5,-3,-2,-2,2,-28.349999999999994,12,0,-1,0,0,0,0,1,0,12,-1,0.06000000000000005,0.030000000000000027,-0.23,-0.3700000000000001,0.7200000000000001,0.36000000000000004,-0.7265573259573805,-0.04116262630914505,-29.599999999999994
34,2019-04-06,Rockies,Dodgers,1,1.0,-0.7228682170542635,-0.3748062015503879,-3.634496124031009,-0.4108527131782944,-0.9930232558139536,0.18333333333333326,-1.1244186046511628,-2.5085271317829454,-2.7713178294573644,0.0,1.7906976744186045,-0.025968992248062008,0.18333333333333326,-0.051937984496124016,0.3147286821705427,-0.6538759689922481,0.18333333333333326,-0.032405981589843584,-0.08829816388051523,-0.23091400609109264,-0.31921216997160784,0.0,0,4,7,7,5,2,2,1,20.62,12,-1,1,0,-1,0,0,0,0,18,67,1.1700000000000004,0.3300000000000001,0.29999999999999993,0.3799999999999999,0.04999999999999993,0.55,0.5117501546072976,-0.0015263493833996278,11.3
35,2019-04-07,Tigers,Royals,0,1.0,-0.030852994555353508,-0.11101028433151773,0.5024198427102244,0.04234724742891771,0.3033877797943134,0.18965517241379312,0.8297035692679976,0.6636418632788872,1.0003024803387779,-0.17543859649122806,1.919842710223836,0.20387174833635816,0.18965517241379312,-0.161222020568663,0.01421657592256506,-0.4694494857834241,0.18965517241379312,-0.012133869091678129,0.0019537886510363482,0.09952944908533352,0.10148323773636993,0.0,0,0,10,8,4,-7,1,1,21.660000000000004,-27,3,0,1,0,1,1,0,0,-20,-54,-0.7799999999999998,-0.35,-0.14,-0.96,-0.35,-0.30000000000000004,0.7599818511796733,0.05321210592424808,-6.0
36,2019-04-07,Angels,Rangers,0,1.0,0.07337526205450651,-0.4591194968553465,0.2375960866526894,-2.830188679245284,-0.4297693920335433,-0.0034940600978337066,-0.4053109713487073,1.565338923829489,4.5911949685534585,1.1076170510132777,0.6184486373165612,0.5555555555555555,0.0,0.3668763102725366,-0.573025856044724,-0.7582110412299092,-0.0034940600978337066,-0.03830845771144276,0.07661867474951595,-0.06028192371475938,0.016336751034756514,0.0,0,7,3,3,4,13,1,0,12.41,27,2,0,0,0,-1,0,0,0,30,147,1.2800000000000002,0.41,0.36,0.7199999999999998,0.82,0.09,0.4305555555555556,0.037371581452640114,29.5
37,2019-04-07,Reds,Pirates,1,1.0,0.2667900581702809,0.1969857218402966,-0.5975674246430458,-1.0494447382337384,-1.273664727657324,0.0,0.1755684822845056,-0.9524061343204648,0.9114225277630884,0.0,-1.8450555261766253,-0.6218931782125858,0.0,-0.17741935483870966,-0.4145954521417239,0.0877842411422528,0.14754098360655735,-0.000845792862599587,0.014618682722131016,-0.031567172323474835,-0.016948489601343764,0.0,1,-1,2,1,1,12,-2,0,2.4000000000000004,43,1,0,-1,0,-1,4,0,-1,43,155,0.7799999999999998,0.22,0.039999999999999925,0.009999999999999787,-0.08999999999999997,0.8400000000000001,-0.857581742374369,-0.10568818885246486,15.400000000000002
38,2019-04-07,Twins,Phillies,1,1.0,-0.6431764956355117,-0.3776878858846078,1.5680221417926337,4.146050670640834,1.035767511177347,0.04258037044922292,0.001490312965722662,0.9352778369171808,-1.049606131573345,0.3376623376623377,2.0591867149244187,0.08516074089844583,0.021290185224611458,-0.14754098360655735,0.2327017245050032,-0.0623802427081116,0.1901213540557803,0.04899112187247778,0.01822259601906362,0.0450363196125908,0.06325891563165442,0.0,0,12,14,10,-6,3,0,2,30.76,18,6,0,0,-1,0,-3,0,0,14,56,0.009999999999999787,-0.07999999999999996,0.030000000000000027,-0.3600000000000001,0.6900000000000001,-0.08999999999999997,0.3501697792869272,0.0992007989230584,-0.19999999999999574
