Date,Team,PITCHER
2019-04-30,PIT,Lyles
2019-04-30,TEX,Sampson
2019-04-30,NYY,Sabathia
2019-04-30,ARI,Greinke
2019-04-30,CUB,Hamels
2019-04-30,SEA,Hernandez
2019-05-01,STL,Mikolas
2019-05-01,WAS,Scherzer
2019-05-01,CIN,Desclafani
2019-05-01,NYM,Degrom
2019-05-01,SDG,Quantrill
2019-05-01,ATL,Fried
2019-05-01,COL,Senzatela
2019-05-01,MIL,Barnes
2019-05-01,LAD,Ryu
2019-05-01,SFO,Bumgarner
2019-05-01,OAK,Fiers
2019-05-01,BOS,Velazquez
2019-05-01,HOU,Mchugh
2019-05-01,MIN,Perez
2019-05-01,BAL,Hess
2019-05-01,CWS,Rodon
2019-05-01,TAM,Snell
2019-05-01,KAN,Sparkman
2019-05-01,TOR,Stroman
2019-05-01,LAA,Bard
2019-05-01,PIT,Taillon
2019-05-01,TEX,Miller
2019-05-01,NYY,Tanaka
2019-05-01,ARI,Kelly
2019-05-01,CUB,Lester
2019-05-01,SEA,Gonzales
2019-05-01,DET,Norris
2019-05-01,PHI,Nola
2019-05-01,CLE,Kluber
2019-05-01,MIA,Smith
2019-05-01,BAL,Cashner
2019-05-01,CWS,Nova
2019-05-01,TAM,Stanek
2019-05-01,KAN,Junis
2019-05-02,CIN,Mahle
2019-05-02,NYM,Syndergaard
2019-05-02,SDG,Strahm
2019-05-02,ATL,Foltynewicz
2019-05-02,COL,Gray
2019-05-02,MIL,Peralta
2019-05-02,STL,Hudson
2019-05-02,WAS,Strasburg
2019-05-02,HOU,Peacock
2019-05-02,MIN,Berrios
2019-05-02,TAM,Morton
2019-05-02,KAN,Duffy
2019-05-02,BOS,Price
2019-05-02,CWS,Giolito
2019-05-02,TOR,Sanchez
2019-05-02,LAA,Skaggs
2019-05-03,STL,Flaherty
2019-05-03,CUB,Hendricks
2019-05-03,WAS,Hellickson
2019-05-03,PHI,Eickhoff
2019-05-03,ATL,Gausman
2019-05-03,MIA,Urena
2019-05-03,SFO,Beede
2019-05-03,CIN,Gray
2019-05-03,NYM,Matz
2019-05-03,MIL,Woodruff
2019-05-03,ARI,Ray
2019-05-03,COL,Anderson
2019-05-03,LAD,Kershaw
2019-05-03,SDG,Lauer
2019-05-03,TAM,Glasnow
2019-05-03,BAL,Straily
2019-05-03,MIN,Gibson
2019-05-03,NYY,Paxton
2019-05-03,KAN,Lopez
2019-05-03,DET,Boyd
2019-05-03,SEA,Kikuchi
2019-05-03,CLE,Bieber
2019-05-03,TOR,Thornton
2019-05-03,TEX,Minor
2019-05-03,BOS,Sale
2019-05-03,CWS,Lopez
2019-05-03,OAK,Anderson
2019-05-03,PIT,Musgrove
2019-05-04,STL,Wacha
2019-05-04,CUB,Darvish
2019-05-04,ATL,Soroka
2019-05-04,MIA,Richards
2019-05-04,WAS,Corbin
2019-05-04,PHI,Arrieta
2019-05-04,NYM,Wheeler
2019-05-04,MIL,Gonzalez
2019-05-04,SFO,Rodriguez
2019-05-04,CIN,Roark
2019-05-04,ARI,Weaver
2019-05-04,COL,Freeland
2019-05-04,LAD,Hill
2019-05-04,SDG,Lucchesi
2019-05-04,MIN,Odorizzi
2019-05-04,NYY,Happ
2019-05-04,SEA,Leake
2019-05-04,CLE,Carrasco
2019-05-04,KAN,Bailey
2019-05-04,DET,Ross
2019-05-04,TAM,Ndecid
2019-05-04,BAL,Bundy
2019-05-04,HOU,Miley
2019-05-04,LAA,Cahill
2019-05-04,BOS,Rodriguez
2019-05-04,CWS,Banuelos
2019-05-04,TOR,Pannone
2019-05-04,TEX,Lynn
2019-05-04,OAK,Bassitt
2019-05-04,PIT,Williams
2019-05-05,ATL,Teheran
2019-05-05,MIA,Lopez
2019-05-05,WAS,Sanchez
2019-05-05,PHI,Eflin
2019-05-05,NYM,Vargas
2019-05-05,MIL,Davies
2019-05-05,ARI,Greinke
2019-05-05,COL,Marquez
2019-05-05,LAD,Maeda
2019-05-05,SDG,Margevicius
2019-05-05,SFO,Samardzija
2019-05-05,CIN,Castillo
2019-05-05,STL,Wainwright
2019-05-05,CUB,Quintana
2019-05-05,MIN,Pineda
2019-05-05,NYY,German
2019-05-05,SEA,Swanson
2019-05-05,CLE,Oanderson
2019-05-05,KAN,Keller
2019-05-05,DET,Turnbull
2019-05-05,BOS,Porcello
2019-05-05,CWS,Covey
2019-05-05,TOR,Buchholz
2019-05-05,TEX,Smyly
2019-05-05,HOU,Verlander
2019-05-05,LAA,Harvey
2019-05-05,OAK,Montas
2019-05-05,PIT,Lyles
2019-05-06,SFO,Pomeranz
2019-05-06,CIN,Desclafani
2019-05-06,WAS,Scherzer
2019-05-06,MIL,Chacin
2019-05-06,PHI,Velasquez
2019-05-06,STL,Mikolas
2019-05-06,MIA,Alcantara
2019-05-06,CUB,Hamels
2019-05-06,ATL,Gausman
2019-05-06,LAD,Buehler
2019-05-06,NYM,Degrom
2019-05-06,SDG,Paddack
2019-05-06,CWS,Nova
2019-05-06,CLE,Bauer
2019-05-06,SEA,Hernandez
2019-05-06,NYY,Sabathia
2019-05-06,BOS,Smith
2019-05-06,BAL,Means
2019-05-06,MIN,Perez
2019-05-06,TOR,Stroman
2019-05-06,KAN,Junis
2019-05-06,HOU,Cole
2019-05-06,ARI,Kelly
2019-05-06,TAM,Snell
2019-05-07,WAS,Strasburg
2019-05-07,MIL,Houser
2019-05-07,PHI,Nola
2019-05-07,STL,Hudson
2019-05-07,MIA,Smith
2019-05-07,CUB,Lester
2019-05-07,SFO,Bumgarner
2019-05-07,COL,Senzatela
2019-05-07,ATL,Fried
2019-05-07,LAD,Ryu
2019-05-07,NYM,Syndergaard
2019-05-07,SDG,Quantrill
2019-05-07,CWS,Giolito
2019-05-07,CLE,Rodriguez
2019-05-07,SEA,Gonzales
2019-05-07,NYY,Tanaka
2019-05-07,BOS,Velazquez
2019-05-07,BAL,Hess
2019-05-07,MIN,Berrios
2019-05-07,TOR,Sanchez
2019-05-07,LAA,Canning
2019-05-07,DET,Norris
2019-05-07,KAN,Duffy
2019-05-07,HOU,Mchugh
2019-05-07,TEX,Sampson
2019-05-07,PIT,Brault
2019-05-07,ARI,Clarke
2019-05-07,TAM,Stanek
2019-05-07,CIN,Mahle
2019-05-07,OAK,Fiers
2019-05-08,WAS,Hellickson
2019-05-08,MIL,Woodruff
2019-05-08,PHI,Eickhoff
2019-05-08,STL,Flaherty
2019-05-08,NYM,Font
2019-05-08,SDG,Strahm
2019-05-08,MIA,Urena
2019-05-08,CUB,Hendricks
2019-05-08,ATL,Foltynewicz
2019-05-08,LAD,Kershaw
2019-05-08,CWS,Lopez
2019-05-08,CLE,Bieber
2019-05-08,SEA,Kikuchi
2019-05-08,NYY,Loaisiga
2019-05-08,BOS,Sale
2019-05-08,BAL,Cashner
2019-05-08,MIN,Gibson
2019-05-08,TOR,Thornton
2019-05-08,LAA,Skaggs
2019-05-08,DET,Boyd
2019-05-08,KAN,Lopez
2019-05-08,HOU,Peacock
2019-05-08,TEX,Miller
2019-05-08,PIT,Kingham
2019-05-08,ARI,Ray
2019-05-08,TAM,Morton
2019-05-08,CIN,Gray
2019-05-08,OAK,Anderson
2019-05-09,MIA,Richards
2019-05-09,CUB,Darvish
2019-05-09,SFO,Holland
2019-05-09,COL,Freeland
2019-05-09,PIT,Musgrove
2019-05-09,STL,Wacha
2019-05-09,ATL,Soroka
2019-05-09,ARI,Weaver
2019-05-09,WAS,Corbin
2019-05-09,LAD,Hill
2019-05-09,CWS,Banuelos
2019-05-09,CLE,Carrasco
2019-05-09,LAA,Bard
2019-05-09,DET,Carpenter
2019-05-09,SEA,Leake
2019-05-09,NYY,Happ
2019-05-09,TEX,Minor
2019-05-09,HOU,Miley
2019-05-09,CIN,Roark
2019-05-09,OAK,Bassitt
2019-05-10,MIL,Gonzalez
2019-05-10,CUB,Quintana
2019-05-10,MIA,Lopez
2019-05-10,NYM,Wheeler
2019-05-10,PIT,Williams
2019-05-10,STL,Wainwright
2019-05-10,SDG,Lauer
2019-05-10,COL,Marquez
2019-05-10,ATL,Teheran
2019-05-10,ARI,Greinke
2019-05-10,WAS,Sanchez
2019-05-10,LAD,Maeda
2019-05-10,CIN,Castillo
2019-05-10,SFO,Rodriguez
2019-05-10,LAA,Cahill
2019-05-10,BAL,Straily
2019-05-10,CWS,Covey
2019-05-10,TOR,Hudson
2019-05-10,SEA,Swanson
2019-05-10,BOS,Rodriguez
2019-05-10,NYY,German
2019-05-10,TAM,Glasnow
2019-05-10,DET,Ross
2019-05-10,MIN,Odorizzi
2019-05-10,TEX,Lynn
2019-05-10,HOW,Verlander
2019-05-10,CLE,Oanderson
2019-05-10,OAK,Montas
2019-05-10,PHI,Arrieta
2019-05-10,KAN,Bailey
2019-05-11,PIT,Lyles
2019-05-11,STL,Mikolas
2019-05-11,MIL,Davies
2019-05-11,CUB,Hamels
2019-05-11,MIA,Alcantara
2019-05-11,NYM,Degrom
2019-05-11,ATL,Gausman
2019-05-11,ARI,Kelly
2019-05-11,SDG,Lucchesi
2019-05-11,COL,Gray
2019-05-11,CIN,Desclafani
2019-05-11,SFO,Samardzija
2019-05-11,WAS,Scherzer
2019-05-11,LAD,Buehler
2019-05-11,SEA,Hernandez
2019-05-11,BOS,Porcello
2019-05-11,DET,Turnbull
2019-05-11,MIN,Pineda
2019-05-11,CWS,Nova
2019-05-11,TOR,Stroman
2019-05-11,LAA,Harvey
2019-05-11,BAL,Bundy
2019-05-11,CLE,Bauer
2019-05-11,OAK,Hendriks
2019-05-11,NYY,Sabathia
2019-05-11,TAM,Stanek
2019-05-11,TEX,Chavez
2019-05-11,HOU,Cole
2019-05-11,PHI,Eflin
2019-05-11,KAN,Keller
2019-05-11,DET,Soto
2019-05-11,MIN,Stewart
2019-05-12,PIT,Brault
2019-05-12,STL,Hudson
2019-05-12,SDG,Margevicius
2019-05-12,COL,Senzatela
2019-05-12,CIN,Mahle
2019-05-12,SFO,Bumgarner
2019-05-12,WAS,Strasburg
2019-05-12,LAD,Ryu
2019-05-12,ATL,Fried
2019-05-12,ARI,Godley
2019-05-12,MIL,Chacin
2019-05-12,CUB,Lester
2019-05-12,LAA,Canning
2019-05-12,BAL,Means
2019-05-12,SEA,Gonzales
2019-05-12,BOS,Velazquez
2019-05-12,CWS,Giolito
2019-05-12,TOR,Sanchez
2019-05-12,NYY,Tanaka
2019-05-12,TAM,Snell
2019-05-12,DET,Norris
2019-05-12,MIN,Perez
2019-05-12,TEX,Sampson
2019-05-12,HOU,Martin
2019-05-12,CLE,Rodriguez
2019-05-12,OAK,Mengden
2019-05-12,PHI,Irvin
2019-05-12,KAN,Junis
2019-05-13,MIL,Peralta
2019-05-13,PHI,Nola
2019-05-13,PIT,Kingham
2019-05-13,ARI,Ray
2019-05-13,HOU,Peacock
2019-05-13,DET,Boyd
2019-05-13,LAA,Skaggs
2019-05-13,MIN,Berrios
2019-05-13,CLE,Bieber
2019-05-13,CWS,Lopez
2019-05-13,OAK,Fiers
2019-05-13,SEA,Kikuchi
2019-05-14,CUB,Hendricks
2019-05-14,CIN,Roark
2019-05-14,MIL,Woodruff
2019-05-14,PHI,Eickhoff
2019-05-14,NYM,Syndergaard
2019-05-14,WAS,Hellickson
2019-05-14,STL,Flaherty
2019-05-14,ATL,Foltynewicz
2019-05-14,PIT,Musgrove
2019-05-14,ARI,Weaver
2019-05-14,SDG,Paddack
2019-05-14,LAD,Kershaw
2019-05-14,CLE,Carrasco
2019-05-14,CWS,Banuelos
2019-05-14,HOU,Miley
2019-05-14,DET,Carpenter
2019-05-14,LAA,Bedrosian
2019-05-14,MIN,Gibson
2019-05-14,TEX,Miller
2019-05-14,KAN,Duffy
2019-05-14,OAK,Anderson
2019-05-14,SEA,Leake
2019-05-14,TAM,Morton
2019-05-14,MIA,Smith
2019-05-14,COL,Freeland
2019-05-14,BOS,Sale
2019-05-14,TOR,Thornton
2019-05-14,SFO,Vincent
2019-05-15,PIT,Archer
2019-05-15,ARI,Greinke
2019-05-15,CUB,Darvish
2019-05-15,CIN,Gray
2019-05-15,MIL,Gonzalez
2019-05-15,PHI,Arrieta
2019-05-15,NYM,Font
2019-05-15,WAS,Corbin
2019-05-15,STL,Wacha
2019-05-15,ATL,Soroka
2019-05-15,SDG,Strahm
2019-05-15,LAD,Maeda
2019-05-15,LAA,Cahill
2019-05-15,MIN,Odorizzi
2019-05-15,BAL,Cashner
2019-05-15,NYY,German
2019-05-15,HOU,Verlander
2019-05-15,DET,Soto
2019-05-15,TEX,Minor
2019-05-15,KAN,Lopez
2019-05-15,TOR,Jackson
2019-05-15,SFO,Anderson
2019-05-15,TAM,Stanek
2019-05-15,MIA,Urena
2019-05-15,COL,Marquez
2019-05-15,BOS,Rodriguez
2019-05-15,BAL,Hess
2019-05-15,NYY,Happ
2019-05-16,NYM,Wheeler
2019-05-16,WAS,Sanchez
2019-05-16,MIL,Davies
2019-05-16,PHI,Eflin
2019-05-16,CUB,Quintana
2019-05-16,CIN,Castillo
2019-05-16,STL,Wainwright
2019-05-16,ATL,Teheran
2019-05-16,PIT,Williams
2019-05-16,SDG,Lauer
2019-05-16,OAK,Bassitt
2019-05-16,DET,Turnbull
2019-05-16,TEX,Lynn
2019-05-16,KAN,Bailey
2019-05-16,BAL,Straily
2019-05-16,CLE,Bauer
2019-05-16,TOR,Stroman
2019-05-16,CWS,Covey
2019-05-16,MIN,Pineda
2019-05-16,SEA,Swanson
2019-05-17,CUB,Hamels
2019-05-17,WAS,Scherzer
2019-05-17,COL,Gray
2019-05-17,PHI,Irvin
2019-05-17,LAD,Hill
2019-05-17,CIN,Desclafani
2019-05-17,NYM,Degrom
2019-05-17,MIA,Richards
2019-05-17,MIL,Chacin
2019-05-17,ATL,Fried
2019-05-17,SFO,Samardzija
2019-05-17,ARI,Kelly
2019-05-17,PIT,Lyles
2019-05-17,SDG,Lucchesi
2019-05-17,TAM,Stanek
2019-05-17,NYY,Sabathia
2019-05-17,BAL,Bundy
2019-05-17,CLE,Rodriguez
2019-05-17,OAK,Montas
2019-05-17,DET,Norris
2019-05-17,HOU,Cole
2019-05-17,BOS,Porcello
2019-05-17,TOR,Sanchez
2019-05-17,CWS,Nova
2019-05-17,KAN,Keller
2019-05-17,LAA,Harvey
2019-05-17,MIN,Perez
2019-05-17,SEA,Gonzales
2019-05-17,STL,Mikolas
2019-05-17,TEX,Leclerc
2019-05-18,COL,Senzatela
2019-05-18,PHI,Nola
2019-05-18,LAD,Buehler
2019-05-18,CIN,Mahle
2019-05-18,NYM,Matz
2019-05-18,MIA,Lopez
2019-05-18,CUB,Lester
2019-05-18,WAS,Strasburg
2019-05-18,MIL,Anderson
2019-05-18,ATL,Gausman
2019-05-18,PIT,Durapau
2019-05-18,SDG,Margevicius
2019-05-18,SFO,Bumgarner
2019-05-18,ARI,Godley
2019-05-18,TAM,Snell
2019-05-18,NYY,Tanaka
2019-05-18,TOR,Feierabe
2019-05-18,CWS,Giolito
2019-05-18,OAK,Mengden
2019-05-18,DET,Boyd
2019-05-18,BAL,Means
2019-05-18,CLE,Plutko
2019-05-18,HOU,Martin
2019-05-18,BOS,Velazquez
2019-05-18,KAN,Junis
2019-05-18,LAA,Canning
2019-05-18,MIN,Berrios
2019-05-18,SEA,Leblanc
2019-05-18,STL,Hudson
2019-05-18,TEX,Jurado
2019-05-19,COL,Freeland
2019-05-19,PHI,Eickhoff
2019-05-19,NYM,Syndergaard
2019-05-19,MIA,Alcantara
2019-05-19,LAD,Ryu
2019-05-19,CIN,Roark
2019-05-19,MIL,Woodruff
2019-05-19,ATL,Foltynewicz
2019-05-19,SFO,Pomeranz
2019-05-19,ARI,Ray
2019-05-19,PIT,Musgrove
2019-05-19,SDG,Quantrill
2019-05-19,CUB,Hendricks
2019-05-19,WAS,Hellickson
2019-05-19,HOU,Miley
2019-05-19,BOS,Sale
2019-05-19,TAM,Morton
2019-05-19,NYY,Green
2019-05-19,BAL,Ramirez
2019-05-19,CLE,Bieber
2019-05-19,OAK,Fiers
2019-05-19,DET,Soto
2019-05-19,TOR,Thornton
2019-05-19,CWS,Lopez
2019-05-19,KAN,Duffy
2019-05-19,LAA,Skaggs
2019-05-19,MIN,Gibson
2019-05-19,SEA,Kikuchi
2019-05-19,STL,Flaherty
2019-05-19,TEX,Smyly
2019-05-20,WAS,Corbin
2019-05-20,NYM,Font
2019-05-20,PHI,Arrieta
2019-05-20,CUB,Darvish
2019-05-20,ATL,Soroka
2019-05-20,SFO,Suarez
2019-05-20,ARI,Weaver
2019-05-20,SDG,Paddack
2019-05-20,BOS,Price
2019-05-20,TOR,Jackson
2019-05-20,OAK,Anderson
2019-05-20,CLE,Carrasco
2019-05-20,NYY,Happ
2019-05-20,BAL,Cashner
2019-05-20,SEA,Leake
2019-05-20,TEX,Minor
2019-05-20,CWS,Burr
2019-05-20,HOU,Peacock
2019-05-20,MIN,Odorizzi
2019-05-20,LAA,Cole
2019-05-21,PHI,Eflin
2019-05-21,CUB,Quintana
2019-05-21,COL,Marquez
2019-05-21,PIT,Archer
2019-05-21,WAS,Fedde
2019-05-21,NYM,Wheeler
2019-05-21,CIN,Gray
2019-05-21,MIL,Gonzalez
2019-05-21,ATL,Teheran
2019-05-21,SFO,Anderson
2019-05-21,ARI,Greinke
2019-05-21,SDG,Strahm
2019-05-21,OAK,Bassitt
2019-05-21,CLE,Bauer
2019-05-21,NYY,German
2019-05-21,BAL,Hess
2019-05-21,BOS,Rodriguez
2019-05-21,TOR,Stroman
2019-05-21,SEA,Milone
2019-05-21,TEX,Lynn
2019-05-21,CWS,Covey
2019-05-21,HOU,Verlander
2019-05-21,MIN,Pineda
2019-05-21,LAA,Cahill
2019-05-21,MIA,Smith
2019-05-21,DET,Turnbull
2019-05-21,LAD,Kershaw
2019-05-21,TAM,Wood
2019-05-22,CIN,Castillo
2019-05-22,MIL,Davies
2019-05-22,ARI,Kelly
2019-05-22,SDG,Lauer
2019-05-22,COL,Gray
2019-05-22,PIT,Durapau
2019-05-22,WAS,Scherzer
2019-05-22,NYM,Degrom
2019-05-22,PHI,Irvin
2019-05-22,CUB,Hamels
2019-05-22,ATL,Fried
2019-05-22,SFO,Samardzija
2019-05-22,OAK,Montas
2019-05-22,CLE,Rodriguez
2019-05-22,SEA,Gonzales
2019-05-22,TEX,Chavez
2019-05-22,NYY,Sabathia
2019-05-22,BAL,Straily
2019-05-22,BOS,Porcello
2019-05-22,TOR,Sanchez
2019-05-22,CWS,Nova
2019-05-22,HOU,Cole
2019-05-22,KAN,Keller
2019-05-22,STL,Wacha
2019-05-22,MIA,Urena
2019-05-22,DET,Norris
2019-05-22,LAD,Hill
2019-05-22,TAM,Stanek
2019-05-22,KAN,Bailey
2019-05-22,STL,Wainwright
2019-05-23,WAS,Strasburg
2019-05-23,NYM,Matz
2019-05-23,COL,Senzatela
2019-05-23,PIT,Lyles
2019-05-23,PHI,Nola
2019-05-23,CUB,Lester
2019-05-23,ATL,Gausman
2019-05-23,SFO,Bumgarner
2019-05-23,NYY,Tanaka
2019-05-23,BAL,Bundy
2019-05-23,BOS,Weber
2019-05-23,TOR,Richard
2019-05-23,TAM,Yarbrough
2019-05-23,CLE,Plutko
2019-05-23,CWS,Giolito
2019-05-23,HOU,Martin
2019-05-23,MIA,Richards
2019-05-23,DET,Boyd
2019-05-23,MIN,Perez
2019-05-23,LAA,Harvey
2019-05-24,CIN,Desclafani
2019-05-24,CUB,Hendricks
2019-05-24,MIA,Lopez
2019-05-24,WAS,Mcgowin
2019-05-24,LAD,Buehler
2019-05-24,PIT,Feliz
2019-05-24,PHI,Eickhoff
2019-05-24,MIL,Anderson
2019-05-24,ATL,Foltynewicz
2019-05-24,STL,Mikolas
2019-05-24,ARI,Ray
2019-05-24,SFO,Pomeranz
2019-05-24,TAM,Snell
2019-05-24,CLE,Bieber
2019-05-24,CWS,Lopez
2019-05-24,MIN,Berrios
2019-05-24,BOS,Sale
2019-05-24,HOU,Miley
2019-05-24,SEA,Leblanc
2019-05-24,OAK,Mengden
2019-05-24,TEX,Smyly
2019-05-24,LAA,Canning
2019-05-24,SDG,Lucchesi
2019-05-24,TOR,Thornton
2019-05-24,DET,Soto
2019-05-24,NYM,Syndergaard
2019-05-24,BAL,Means
2019-05-24,COL,Hoffman
2019-05-25,CIN,Mahle
2019-05-25,CUB,Darvish
2019-05-25,MIA,Alcantara
2019-05-25,WAS,Corbin
2019-05-25,ARI,Clarke
2019-05-25,SFO,Suarez
2019-05-25,PHI,Arrieta
2019-05-25,MIL,Chacin
2019-05-25,ATL,Soroka
2019-05-25,STL,Hudson
2019-05-25,LAD,Ryu
2019-05-25,PIT,Musgrove
2019-05-25,CWS,Banuelos
2019-05-25,MIN,Gibson
2019-05-25,NYY,Happ
2019-05-25,KAN,Junis
2019-05-25,SEA,Kikuchi
2019-05-25,OAK,Fiers
2019-05-25,TAM,Morton
2019-05-25,CLE,Carrasco
2019-05-25,BOS,Price
2019-05-25,HOU,Peacock
2019-05-25,TEX,Minor
2019-05-25,LAA,Skaggs
2019-05-25,SDG,Quantrill
2019-05-25,TOR,Jackson
2019-05-25,DET,Carpenter
2019-05-25,NYM,Vargas
2019-05-25,BAL,Cashner
2019-05-25,COL,Freeland
2019-05-25,NYY,Green
2019-05-25,KAN,Lopez
2019-05-26,MIA,Smith
2019-05-26,WAS,Fedde
2019-05-26,LAD,Maeda
2019-05-26,PIT,Archer
2019-05-26,PHI,Eflin
2019-05-26,MIL,Woodruff
2019-05-26,CIN,Roark
2019-05-26,CUB,Quintana
2019-05-26,ARI,Weaver
2019-05-26,SFO,Anderson
2019-05-26,ATL,Teheran
2019-05-26,STL,Flaherty
2019-05-26,TAM,Stanek
2019-05-26,CLE,Bauer
2019-05-26,CWS,Covey
2019-05-26,MIN,Odorizzi
2019-05-26,BOS,Rodriguez
2019-05-26,HOU,Verlander
2019-05-26,NYY,German
2019-05-26,KAN,Duffy
2019-05-26,TEX,Jurado
2019-05-26,LAA,Heaney
2019-05-26,SEA,Leake
2019-05-26,OAK,Anderson
2019-05-26,SDG,Erlin
2019-05-26,TOR,Stroman
2019-05-26,DET,Turnbull
2019-05-26,NYM,Wheeler
2019-05-26,BAL,Hess
2019-05-26,COL,Marquez
2019-05-27,MIA,Urena
2019-05-27,WAS,Scherzer
2019-05-27,PIT,Kingham
2019-05-27,CIN,Castillo
2019-05-27,ARI,Greinke
2019-05-27,COL,Gray
2019-05-27,NYM,Degrom
2019-05-27,LAD,Kershaw
2019-05-27,DET,Norris
2019-05-27,BAL,Ynoa
2019-05-27,TOR,Sanchez
2019-05-27,TAM,Chirinos
2019-05-27,KAN,Bailey
2019-05-27,CWS,Nova
2019-05-27,CLE,Rodriguez
2019-05-27,BOS,Porcello
2019-05-27,LAA,Cahill
2019-05-27,OAK,Bassitt
2019-05-27,TEX,Lynn
2019-05-27,SEA,Milone
2019-05-27,SDG,Strahm
2019-05-27,NYY,Green
2019-05-27,CUB,Hamels
2019-05-27,HOU,Cole
2019-05-27,MIL,Gonzalez
2019-05-27,MIN,Pineda
2019-05-27,PIT,Keller
2019-05-27,CIN,Gray
2019-05-28,PIT,Lyles
2019-05-28,CIN,Sims
2019-05-28,STL,Wainwright
2019-05-28,PHI,Pivetta
2019-05-28,SFO,Samardzija
2019-05-28,MIA,Richards
2019-05-28,WAS,Strasburg
2019-05-28,ATL,Fried
2019-05-28,ARI,Kelly
2019-05-28,COL,Senzatela
2019-05-28,NYM,Matz
2019-05-28,LAD,Hill
2019-05-28,DET,Boyd
2019-05-28,BAL,Bundy
2019-05-28,CLE,Plesac
2019-05-28,BOS,Price
2019-05-28,TOR,Richard
2019-05-28,TAM,Stanek
2019-05-28,KAN,Keller
2019-05-28,CWS,Giolito
2019-05-28,LAA,Bedrosian
2019-05-28,OAK,Montas
2019-05-28,TEX,Chavez
2019-05-28,SEA,Gonzales
2019-05-28,SDG,Lauer
2019-05-28,NYY,Tanaka
2019-05-28,CUB,Lester
2019-05-28,HOU,Martin
2019-05-28,MIL,Davies
2019-05-28,MIN,Smeltzer
2019-05-29,PIT,Brault
2019-05-29,CIN,Desclafani
2019-05-29,STL,Cabrera
2019-05-29,PHI,Nola
2019-05-29,SFO,Bumgarner
2019-05-29,MIA,Lopez
2019-05-29,WAS,Sanchez
2019-05-29,ATL,Gausman
2019-05-29,ARI,Ray
2019-05-29,COL,Hoffman
2019-05-29,NYM,Syndergaard
2019-05-29,LAD,Buehler
2019-05-29,LAA,Canning
2019-05-29,OAK,Hendriks
2019-05-29,TEX,Leclerc
2019-05-29,SEA,Leblanc
2019-05-29,DET,Carpenter
2019-05-29,BAL,Means
2019-05-29,CLE,Bieber
2019-05-29,BOS,Weber
2019-05-29,TOR,Thornton
2019-05-29,TAM,Snell
2019-05-29,KAN,Sparkman
2019-05-29,CWS,Lopez
2019-05-29,SDG,Paddack
2019-05-29,NYY,Paxton
2019-05-29,CUB,Hendricks
2019-05-29,HOU,Miley
2019-05-30,STL,Hudson
2019-05-30,PHI,Eickhoff
2019-05-30,SFO,Beede
2019-05-30,MIA,Alcantara
2019-05-30,ARI,Clarke
2019-05-30,COL,Freeland
2019-05-30,MIL,Anderson
2019-05-30,PIT,Musgrove
2019-05-30,NYM,Vargas
2019-05-30,LAD,Ryu
2019-05-30,MIN,Perez
2019-05-30,TAM,Morton
2019-05-30,KAN,Junis
2019-05-30,TEX,Minor
2019-05-30,CLE,Carrasco
2019-05-30,CWS,Banuelos
2019-05-30,LAA,Garcia
2019-05-30,SEA,Kikuchi
2019-05-31,MIL,Chacin
2019-05-31,PIT,Archer
2019-05-31,WAS,Corbin
2019-05-31,CIN,Mahle
2019-05-31,CUB,Darvish
2019-05-31,STL,Mikolas
2019-05-31,NYM,Wheeler
2019-05-31,ARI,Duplantier
2019-05-31,PHI,Arrieta
2019-05-31,LAD,Maeda
2019-05-31,MIA,Smith
2019-05-31,SDG,Lucchesi
2019-05-31,BOS,Sale
2019-05-31,NYY,Happ
2019-05-31,MIN,Berrios
2019-05-31,TAM,Stanek
2019-05-31,KAN,Duffy
2019-05-31,TEX,Jurado
2019-05-31,CLE,Bauer
2019-05-31,CWS,Covey
2019-05-31,HOU,Peacock
2019-05-31,OAK,Fiers
2019-05-31,LAA,Skaggs
2019-05-31,SEA,Leake
2019-05-31,SFO,Pomeranz
2019-05-31,BAL,Cashner
2019-05-31,DET,Turnbull
2019-05-31,ATL,Foltynewicz
2019-05-31,TOR,Jackson
2019-05-31,COL,Marquez
2019-06-01,MIL,Woodruff
2019-06-01,PIT,Kingham
2019-06-01,WAS,Fedde
2019-06-01,CIN,Roark
2019-06-01,CUB,Quintana
2019-06-01,STL,Flaherty
2019-06-01,MIA,Urena
2019-06-01,SDG,Margevicius
2019-06-01,PHI,Alvarez
2019-06-01,LAD,Kershaw
2019-06-01,NYM,Degrom
2019-06-01,ARI,Greinke
2019-06-01,MIN,Gibson
2019-06-01,TAM,Chirinos
2019-06-01,CLE,Rodriguez
2019-06-01,CWS,Nova
2019-06-01,KAN,Bailey
2019-06-01,TEX,Lynn
2019-06-01,LAA,Heaney
2019-06-01,SEA,Milone
2019-06-01,BOS,Porcello
2019-06-01,NYY,German
2019-06-01,HOU,Verlander
2019-06-01,OAK,Anderson
2019-06-01,SFO,Anderson
2019-06-01,BAL,Hess
2019-06-01,DET,Norris
2019-06-01,ATL,Soroka
2019-06-01,TOR,Stroman
2019-06-01,COL,Gray
2019-06-02,WAS,Scherzer
2019-06-02,CIN,Gray
2019-06-02,MIL,Davies
2019-06-02,PIT,Lyles
2019-06-02,CUB,Hamels
2019-06-02,STL,Wainwright
2019-06-02,NYM,Matz
2019-06-02,ARI,Kelly
2019-06-02,PHI,Pivetta
2019-06-02,LAD,Hill
2019-06-02,MIA,Richards
