Date,Team,PITCHER
2019-06-02,SDG,Strahm
2019-06-02,MIN,Odorizzi
2019-06-02,TAM,Yarbrough
2019-06-02,CLE,Plesac
2019-06-02,CWS,Giolito
2019-06-02,KAN,Keller
2019-06-02,TEX,Sampson
2019-06-02,HOU,Cole
2019-06-02,OAK,Bassitt
2019-06-02,LAA,Suarez
2019-06-02,SEA,Gonzales
2019-06-02,BOS,Price
2019-06-02,NYY,Sabathia
2019-06-02,SFO,Samardzija
2019-06-02,BAL,Ynoa
2019-06-02,DET,Boyd
2019-06-02,ATL,Teheran
2019-06-02,TOR,Sanchez
2019-06-02,COL,Senzatela
2019-06-03,LAD,Buehler
2019-06-03,ARI,Ray
2019-06-03,PHI,Nola
2019-06-03,SDG,Lauer
2019-06-03,HOU,Martin
2019-06-03,SEA,Gearrin
2019-06-03,LAA,Bedrosian
2019-06-03,CUB,Lester
2019-06-04,ATL,Fried
2019-06-04,PIT,Brault
2019-06-04,SFO,Bumgarner
2019-06-04,NYM,Syndergaard
2019-06-04,MIA,Lopez
2019-06-04,MIL,Anderson
2019-06-04,COL,Hoffman
2019-06-04,CUB,Hendricks
2019-06-04,CIN,Castillo
2019-06-04,STL,Cabrera
2019-06-04,LAD,Ryu
2019-06-04,ARI,Clarke
2019-06-04,PHI,Eickhoff
2019-06-04,SDG,Paddack
2019-06-04,NYY,Tanaka
2019-06-04,TOR,Richard
2019-06-04,MIN,Smeltzer
2019-06-04,CLE,Bieber
2019-06-04,TAM,Snell
2019-06-04,DET,Carpenter
2019-06-04,BAL,Bundy
2019-06-04,TEX,Smyly
2019-06-04,BOS,Rodriguez
2019-06-04,KAN,Sparkman
2019-06-04,OAK,Montas
2019-06-04,LAA,Canning
2019-06-04,HOU,Miley
2019-06-04,SEA,Moore
2019-06-04,CWS,Lopez
2019-06-04,WAS,Strasburg
2019-06-05,PHI,Arrieta
2019-06-05,SDG,Quantrill
2019-06-05,LAD,Maeda
2019-06-05,ARI,Duplantier
2019-06-05,ATL,Gausman
2019-06-05,PIT,Musgrove
2019-06-05,SFO,Beede
2019-06-05,NYM,Vargas
2019-06-05,MIA,Alcantara
2019-06-05,MIL,Nelson
2019-06-05,COL,Marquez
2019-06-05,CUB,Darvish
2019-06-05,NYY,Paxton
2019-06-05,TOR,Thornton
2019-06-05,MIN,Perez
2019-06-05,CLE,Clippard
2019-06-05,TAM,Morton
2019-06-05,DET,Turnbull
2019-06-05,BAL,Means
2019-06-05,TEX,Minor
2019-06-05,BOS,Sale
2019-06-05,KAN,Junis
2019-06-05,OAK,Soria
2019-06-05,LAA,Bedrosian
2019-06-05,HOU,Peacock
2019-06-05,SEA,Leake
2019-06-05,CWS,Covey
2019-06-05,WAS,Sanchez
2019-06-06,SFO,Anderson
2019-06-06,NYM,Wheeler
2019-06-06,ATL,Foltynewicz
2019-06-06,PIT,Archer
2019-06-06,CIN,Desclafani
2019-06-06,STL,Hudson
2019-06-06,MIA,Smith
2019-06-06,MIL,Peralta
2019-06-06,COL,Lambert
2019-06-06,CUB,Quintana
2019-06-06,WAS,Corbin
2019-06-06,SDG,Lucchesi
2019-06-06,TAM,Stanek
2019-06-06,DET,Norris
2019-06-06,BOS,Weber
2019-06-06,KAN,Duffy
2019-06-06,HOU,Verlander
2019-06-06,SEA,Adams
2019-06-06,NYY,Happ
2019-06-06,TOR,Jackson
2019-06-06,MIN,Berrios
2019-06-06,CLE,Bauer
2019-06-06,BAL,Hess
2019-06-06,TEX,Jurado
2019-06-06,OAK,Fiers
2019-06-06,LAA,Skaggs
2019-06-07,STL,Mikolas
2019-06-07,CUB,Hamels
2019-06-07,CIN,Mahle
2019-06-07,PHI,Eflin
2019-06-07,ATL,Soroka
2019-06-07,MIA,Urena
2019-06-07,COL,Senzatela
2019-06-07,NYM,Degrom
2019-06-07,PIT,Davis
2019-06-07,MIL,Woodruff
2019-06-07,WAS,Fedde
2019-06-07,SDG,Margevicius
2019-06-07,LAD,Kershaw
2019-06-07,SFO,Pomeranz
2019-06-07,TAM,Chirinos
2019-06-07,BOS,Porcello
2019-06-07,MIN,Pineda
2019-06-07,DET,Boyd
2019-06-07,NYY,German
2019-06-07,CLE,Plesac
2019-06-07,OAK,Anderson
2019-06-07,TEX,Lynn
2019-06-07,BAL,Ynoa
2019-06-07,HOU,Cole
2019-06-07,CWS,Nova
2019-06-07,KAN,Bailey
2019-06-07,SEA,Gonzales
2019-06-07,LAA,Heaney
2019-06-07,ARI,Kelly
2019-06-07,TOR,Stroman
2019-06-08,CIN,Roark
2019-06-08,PHI,Pivetta
2019-06-08,PIT,Lyles
2019-06-08,MIL,Davies
2019-06-08,ATL,Teheran
2019-06-08,MIA,Richards
2019-06-08,STL,Flaherty
2019-06-08,CUB,Lester
2019-06-08,LAD,Hill
2019-06-08,SFO,Samardzija
2019-06-08,COL,Gray
2019-06-08,NYM,Matz
2019-06-08,WAS,Scherzer
2019-06-08,SDG,Lauer
2019-06-08,TAM,Yarbrough
2019-06-08,BOS,Smith
2019-06-08,CWS,Giolito
2019-06-08,KAN,Keller
2019-06-08,MIN,Gibson
2019-06-08,DET,Farmer
2019-06-08,BAL,Cashner
2019-06-08,HOU,Valdez
2019-06-08,NYY,Sabathia
2019-06-08,CLE,Plutko
2019-06-08,OAK,Bassitt
2019-06-08,TEX,Sampson
2019-06-08,SEA,Kikuchi
2019-06-08,LAA,Ramirez
2019-06-08,ARI,Greinke
2019-06-08,TOR,Sanchez
2019-06-08,TAM,Stanek
2019-06-08,BOS,Price
2019-06-08,OAK,Blackburn
2019-06-08,TEX,Palumbo
2019-06-09,CIN,Gray
2019-06-09,PHI,Nola
2019-06-09,ATL,Fried
2019-06-09,MIA,Lopez
2019-06-09,COL,Hoffman
2019-06-09,NYM,Syndergaard
2019-06-09,PIT,Brault
2019-06-09,MIL,Anderson
2019-06-09,STL,Wainwright
2019-06-09,CUB,Hendricks
2019-06-09,LAD,Buehler
2019-06-09,SFO,Bumgarner
2019-06-09,WAS,Strasburg
2019-06-09,SDG,Perdomo
2019-06-09,TAM,Snell
2019-06-09,BOS,Rodriguez
2019-06-09,MIN,Odorizzi
2019-06-09,DET,Carpenter
2019-06-09,NYY,Green
2019-06-09,CLE,Bieber
2019-06-09,BAL,Bundy
2019-06-09,HOU,Miley
2019-06-09,CWS,Lopez
2019-06-09,KAN,Sparkman
2019-06-09,OAK,Montas
2019-06-09,TEX,Smyly
2019-06-09,SEA,Adams
2019-06-09,LAA,Suarez
2019-06-09,ARI,Ray
2019-06-09,TOR,Richard
2019-06-10,ARI,Clarke
2019-06-10,PHI,Eickhoff
2019-06-10,STL,Wacha
2019-06-10,MIA,Alcantara
2019-06-10,PIT,Musgrove
2019-06-10,ATL,Gausman
2019-06-10,CUB,Darvish
2019-06-10,COL,Marquez
2019-06-10,TEX,Minor
2019-06-10,BOS,Sale
2019-06-10,OAK,Anderson
2019-06-10,TAM,Morton
2019-06-10,WAS,Sanchez
2019-06-10,CWS,Despaigne
2019-06-10,LAD,Ryu
2019-06-10,LAA,Canning
2019-06-11,ARI,Duplantier
2019-06-11,PHI,Arrieta
2019-06-11,STL,Hudson
2019-06-11,MIA,Hernandez
2019-06-11,PIT,Archer
2019-06-11,ATL,Foltynewicz
2019-06-11,CUB,Quintana
2019-06-11,COL,Lambert
2019-06-11,SDG,Paddack
2019-06-11,SFO,Beede
2019-06-11,TOR,Thornton
2019-06-11,BAL,Means
2019-06-11,OAK,Fiers
2019-06-11,TAM,Stanek
2019-06-11,TEX,Jurado
2019-06-11,BOS,Hernandez
2019-06-11,SEA,Leake
2019-06-11,MIN,Perez
2019-06-11,DET,Turnbull
2019-06-11,KAN,Junis
2019-06-11,NYM,Vargas
2019-06-11,NYY,Paxton
2019-06-11,CIN,Castillo
2019-06-11,CLE,Bauer
2019-06-11,MIL,Peralta
2019-06-11,HOU,Peacock
2019-06-11,WAS,Corbin
2019-06-11,CWS,Banuelos
2019-06-11,LAD,Maeda
2019-06-11,LAA,Bedrosian
2019-06-11,NYM,Wheeler
2019-06-11,NYY,Tanaka
2019-06-12,CUB,Hamels
2019-06-12,COL,Senzatela
2019-06-12,ARI,Kelly
2019-06-12,PHI,Eflin
2019-06-12,STL,Mikolas
2019-06-12,MIA,Yamamoto
2019-06-12,PIT,Keller
2019-06-12,ATL,Soroka
2019-06-12,SDG,Lucchesi
2019-06-12,SFO,Anderson
2019-06-12,OAK,Anderson
2019-06-12,TAM,Chirinos
2019-06-12,TOR,Law
2019-06-12,BAL,Hess
2019-06-12,TEX,Lynn
2019-06-12,BOS,Porcello
2019-06-12,SEA,Bautista
2019-06-12,MIN,Berrios
2019-06-12,DET,Norris
2019-06-12,KAN,Duffy
2019-06-12,CIN,Desclafani
2019-06-12,CLE,Plesac
2019-06-12,MIL,Woodruff
2019-06-12,HOU,Verlander
2019-06-13,PIT,Musgrove
2019-06-13,ATL,Teheran
2019-06-13,ARI,Greinke
2019-06-13,WAS,Fedde
2019-06-13,STL,Flaherty
2019-06-13,NYM,Degrom
2019-06-13,SDG,Strahm
2019-06-13,COL,Gray
2019-06-13,CUB,Lester
2019-06-13,LAD,Kershaw
2019-06-13,SEA,Kikuchi
2019-06-13,MIN,Pineda
2019-06-13,TOR,Stroman
2019-06-13,BAL,Ynoa
2019-06-13,TEX,Sampson
2019-06-13,BOS,Price
2019-06-13,LAA,Skaggs
2019-06-13,TAM,Yarbrough
2019-06-13,DET,Boyd
2019-06-13,KAN,Bailey
2019-06-13,NYY,Happ
2019-06-13,CWS,Nova
2019-06-14,ARI,Ray
2019-06-14,WAS,Scherzer
2019-06-14,STL,Poncedeleon
2019-06-14,NYM,Matz
2019-06-14,PIT,Brault
2019-06-14,MIA,Richards
2019-06-14,PHI,Pivetta
2019-06-14,ATL,Fried
2019-06-14,SDG,Quantrill
2019-06-14,COL,Hoffman
2019-06-14,CUB,Hendricks
2019-06-14,LAD,Hill
2019-06-14,MIL,Davies
2019-06-14,SFO,Pomeranz
2019-06-14,BOS,Rodriguez
2019-06-14,BAL,Ortiz
2019-06-14,LAA,Heaney
2019-06-14,TAM,Snell
2019-06-14,CLE,Plutko
2019-06-14,DET,Carpenter
2019-06-14,KAN,Keller
2019-06-14,MIN,Gibson
2019-06-14,NYY,Sabathia
2019-06-14,CWS,Giolito
2019-06-14,TOR,Sanchez
2019-06-14,HOU,Cole
2019-06-14,SEA,Gonzales
2019-06-14,OAK,Bassitt
2019-06-14,TEX,Chavez
2019-06-14,CIN,Mahle
2019-06-15,MIL,Nelson
2019-06-15,SFO,Bumgarner
2019-06-15,ARI,Clarke
2019-06-15,WAS,Strasburg
2019-06-15,PIT,Agrazal
2019-06-15,MIA,Lopez
2019-06-15,STL,Wacha
2019-06-15,NYM,Syndergaard
2019-06-15,PHI,Nola
2019-06-15,ATL,Newcomb
2019-06-15,SDG,Lauer
2019-06-15,COL,Marquez
2019-06-15,CUB,Darvish
2019-06-15,LAD,Buehler
2019-06-15,LAA,Suarez
2019-06-15,TAM,Morton
2019-06-15,BOS,Sale
2019-06-15,BAL,Bundy
2019-06-15,TOR,Richard
2019-06-15,HOU,Valdez
2019-06-15,CLE,Bieber
2019-06-15,DET,Soto
2019-06-15,KAN,Sparkman
2019-06-15,MIN,Odorizzi
2019-06-15,NYY,Green
2019-06-15,CWS,Lopez
2019-06-15,SEA,Bautista
2019-06-15,OAK,Montas
2019-06-15,TEX,Minor
2019-06-15,CIN,Roark
2019-06-16,STL,Hudson
2019-06-16,NYM,Vargas
2019-06-16,PIT,Archer
2019-06-16,MIA,Alcantara
2019-06-16,PHI,Velasquez
2019-06-16,ATL,Foltynewicz
2019-06-16,ARI,Bradley
2019-06-16,WAS,Sanchez
2019-06-16,SDG,Margevicius
2019-06-16,COL,Lambert
2019-06-16,MIL,Anderson
2019-06-16,SFO,Samardzija
2019-06-16,CUB,Quintana
2019-06-16,LAD,Ryu
2019-06-16,BOS,Johnson
2019-06-16,BAL,Means
2019-06-16,LAA,Canning
2019-06-16,TAM,Stanek
2019-06-16,CLE,Bauer
2019-06-16,DET,Turnbull
2019-06-16,KAN,Junis
2019-06-16,MIN,Perez
2019-06-16,NYY,Paxton
2019-06-16,CWS,Despaigne
2019-06-16,TOR,Thornton
2019-06-16,HOU,Peacock
2019-06-16,SEA,Leake
2019-06-16,OAK,Anderson
2019-06-16,TEX,Jurado
2019-06-16,CIN,Gray
2019-06-17,NYM,Wheeler
2019-06-17,ATL,Soroka
2019-06-17,MIA,Hernandez
2019-06-17,STL,Mikolas
2019-06-17,MIL,Chacin
2019-06-17,SDG,Lucchesi
2019-06-17,SFO,Beede
2019-06-17,LAD,Maeda
2019-06-17,TAM,Chirinos
2019-06-17,NYY,Tanaka
2019-06-17,LAA,Garcia
2019-06-17,TOR,Law
2019-06-17,CLE,Clevinger
2019-06-17,TEX,Lynn
2019-06-17,BOS,Porcello
2019-06-17,MIN,Berrios
2019-06-17,BAL,Cashner
2019-06-17,OAK,Fiers
2019-06-17,KAN,Duffy
2019-06-17,SEA,Scott
2019-06-17,HOU,Miley
2019-06-17,CIN,Castillo
2019-06-18,NYM,Degrom
2019-06-18,ATL,Teheran
2019-06-18,MIA,Yamamoto
2019-06-18,STL,Flaherty
2019-06-18,COL,Senzatela
2019-06-18,ARI,Kelly
2019-06-18,SFO,Anderson
2019-06-18,LAD,Kershaw
2019-06-18,MIL,Woodruff
2019-06-18,SDG,Allen
2019-06-18,TAM,Stanek
2019-06-18,NYY,Happ
2019-06-18,LAA,Skaggs
2019-06-18,TOR,Stroman
2019-06-18,CLE,Plesac
2019-06-18,TEX,Sampson
2019-06-18,BOS,Price
2019-06-18,MIN,Pineda
2019-06-18,BAL,Ynoa
2019-06-18,OAK,Anderson
2019-06-18,KAN,Bailey
2019-06-18,SEA,Kikuchi
2019-06-18,DET,Norris
2019-06-18,PIT,Keller
2019-06-18,HOU,Verlander
2019-06-18,CIN,Desclafani
2019-06-18,CWS,Nova
2019-06-18,CUB,Hamels
2019-06-19,MIL,Davies
2019-06-19,SDG,Strahm
2019-06-19,PHI,Arrieta
2019-06-19,WAS,Scherzer
2019-06-19,NYM,Matz
2019-06-19,ATL,Fried
2019-06-19,MIA,Richards
2019-06-19,STL,Poncedeleon
2019-06-19,COL,Gray
2019-06-19,ARI,Greinke
2019-06-19,SFO,Pomeranz
2019-06-19,LAD,Hill
2019-06-19,TAM,Snell
2019-06-19,NYY,Sabathia
2019-06-19,BAL,Yacabonis
2019-06-19,OAK,Bassitt
2019-06-19,KAN,Keller
2019-06-19,SEA,Gonzales
2019-06-19,LAA,Heaney
2019-06-19,TOR,Sanchez
2019-06-19,CLE,Plutko
2019-06-19,TEX,Palumbo
2019-06-19,BOS,Rodriguez
2019-06-19,MIN,Gibson
2019-06-19,HOU,Cole
2019-06-19,CIN,Mahle
2019-06-19,DET,Zimmermann
2019-06-19,PIT,Williams
2019-06-19,CWS,Giolito
2019-06-19,CUB,Lester
2019-06-19,PHI,Eflin
2019-06-19,WAS,Corbin
2019-06-20,COL,Hoffman
2019-06-20,ARI,Ray
2019-06-20,PHI,Pivetta
2019-06-20,WAS,Fedde
2019-06-20,MIA,Gallen
2019-06-20,STL,Wainwright
2019-06-20,NYM,Lockett
2019-06-20,CUB,Chatwood
2019-06-20,CIN,Roark
2019-06-20,MIL,Nelson
2019-06-20,SFO,Bumgarner
2019-06-20,LAD,Urias
2019-06-20,CLE,Bieber
2019-06-20,TEX,Minor
2019-06-20,HOU,Valdez
2019-06-20,NYY,Green
2019-06-20,LAA,Suarez
2019-06-20,TOR,Richard
2019-06-20,MIN,Odorizzi
2019-06-20,KAN,Sparkman
2019-06-20,TAM,Morton
2019-06-20,OAK,Montas
2019-06-20,BAL,Bundy
2019-06-20,SEA,Scott
2019-06-21,NYM,Vargas
2019-06-21,CUB,Darvish
2019-06-21,MIA,Alcantara
2019-06-21,PHI,Nola
2019-06-21,ATL,Keuchel
2019-06-21,WAS,Strasburg
2019-06-21,SDG,Lauer
2019-06-21,PIT,Musgrove
2019-06-21,CIN,Gray
2019-06-21,MIL,Anderson
2019-06-21,SFO,Samardzija
2019-06-21,ARI,Clarke
2019-06-21,COL,Marquez
2019-06-21,LAD,Buehler
2019-06-21,HOU,Peacock
2019-06-21,NYY,Paxton
2019-06-21,TOR,Thornton
2019-06-21,BOS,Sale
2019-06-21,DET,Boyd
2019-06-21,CLE,Bauer
2019-06-21,CWS,Lopez
2019-06-21,TEX,Jurado
2019-06-21,MIN,Perez
2019-06-21,KAN,Junis
2019-06-21,TAM,Kittredge
2019-06-21,OAK,Anderson
2019-06-21,BAL,Gilmartin
2019-06-21,SEA,Leake
2019-06-21,LAA,Canning
2019-06-21,STL,Wacha
2019-06-22,NYM,Wheeler
2019-06-22,CUB,Quintana
2019-06-22,MIA,Hernandez
2019-06-22,PHI,Velasquez
2019-06-22,SDG,Paddack
2019-06-22,PIT,Archer
2019-06-22,CIN,Castillo
2019-06-22,MIL,Chacin
2019-06-22,ATL,Foltynewicz
2019-06-22,WAS,Sanchez
2019-06-22,COL,Lambert
2019-06-22,LAD,Ryu
2019-06-22,SFO,Beede
2019-06-22,ARI,Godley
2019-06-22,MIN,Berrios
2019-06-22,KAN,Duffy
2019-06-22,TOR,Law
2019-06-22,BOS,Johnson
2019-06-22,TAM,Chirinos
2019-06-22,OAK,Fiers
2019-06-22,BAL,Cashner
2019-06-22,SEA,Milone
2019-06-22,DET,Turnbull
2019-06-22,CLE,Civale
2019-06-22,HOU,Miley
2019-06-22,NYY,Tanaka
2019-06-22,CWS,Despaigne
2019-06-22,TEX,Lynn
2019-06-22,LAA,Ramirez
2019-06-22,STL,Hudson
2019-06-23,MIA,Yamamoto
2019-06-23,PHI,Delossantos
2019-06-23,ATL,Soroka
2019-06-23,WAS,Voth
2019-06-23,SDG,Lucchesi
2019-06-23,PIT,Brault
2019-06-23,CIN,Desclafani
2019-06-23,MIL,Woodruff
2019-06-23,NYM,Degrom
2019-06-23,CUB,Hamels
2019-06-23,COL,Senzatela
2019-06-23,LAD,Maeda
2019-06-23,SFO,Anderson
2019-06-23,ARI,Kelly
2019-06-23,TOR,Stroman
2019-06-23,BOS,Porcello
2019-06-23,DET,Norris
2019-06-23,CLE,Plesac
2019-06-23,HOU,Verlander
2019-06-23,NYY,Happ
2019-06-23,MIN,Pineda
2019-06-23,KAN,Bailey
2019-06-23,CWS,Nova
2019-06-23,TEX,Sampson
2019-06-23,TAM,Stanek
2019-06-23,OAK,Anderson
2019-06-23,BAL,Ynoa
2019-06-23,SEA,Kikuchi
2019-06-23,LAA,Skaggs
2019-06-23,STL,Mikolas
2019-06-24,NYM,Matz
2019-06-24,PHI,Eflin
2019-06-24,ATL,Teheran
2019-06-24,CUB,Lester
2019-06-24,LAD,Kershaw
2019-06-24,ARI,Greinke
2019-06-24,COL,Gray
2019-06-24,SFO,Pomeranz
2019-06-24,TOR,Sanchez
2019-06-24,NYY,Sabathia
2019-06-24,CWS,Giolito
2019-06-24,BOS,Rodriguez
2019-06-24,KAN,Keller
2019-06-24,CLE,Plutko
2019-06-25,NYM,Lockett
2019-06-25,PHI,Arrieta
2019-06-25,WAS,Scherzer
2019-06-25,MIA,Richards
2019-06-25,ATL,Fried
2019-06-25,CUB,Alzolay
2019-06-25,LAD,Stripling
2019-06-25,ARI,Ray
2019-06-25,COL,Gonzalez
2019-06-25,SFO,Bumgarner
2019-06-25,TOR,Richard
2019-06-25,NYY,Green
2019-06-25,KAN,Sparkman
2019-06-25,CLE,Bieber
2019-06-25,CWS,Fulmer
2019-06-25,BOS,Price
2019-06-25,TEX,Chavez
2019-06-25,DET,Zimmermann
2019-06-25,TAM,Snell
2019-06-25,MIN,Gibson
2019-06-25,SDG,Allen
2019-06-25,BAL,Yacabonis
2019-06-25,SEA,Gonzales
2019-06-25,MIL,Davies
2019-06-25,PIT,Williams
2019-06-25,HOU,Cole
2019-06-25,OAK,Bassitt
2019-06-25,STL,Flaherty
2019-06-25,CIN,Mahle
2019-06-25,LAA,Heaney
2019-06-26,LAD,Gonsolin
2019-06-26,ARI,Clarke
2019-06-26,COL,Marquez
2019-06-26,SFO,Samardzija
2019-06-26,NYM,Vargas
2019-06-26,PHI,Pivetta
2019-06-26,WAS,Corbin
2019-06-26,MIA,Gallen
2019-06-26,ATL,Keuchel
2019-06-26,CUB,Darvish
2019-06-26,CWS,Lopez
2019-06-26,BOS,Sale
2019-06-26,TOR,Thornton
2019-06-26,NYY,Paxton
2019-06-26,KAN,Junis
2019-06-26,CLE,Bauer
2019-06-26,TEX,Minor
2019-06-26,DET,Boyd
2019-06-26,TAM,Morton
2019-06-26,MIN,Odorizzi
2019-06-26,SDG,Strahm
2019-06-26,BAL,Bundy
2019-06-26,OAK,Mengden
2019-06-26,STL,Wainwright
2019-06-26,CIN,Roark
2019-06-26,LAA,Barria
2019-06-26,PIT,Agrazal
2019-06-26,HOU,Valdez
2019-06-26,SEA,Carasiti
2019-06-26,MIL,Houser
2019-06-27,NYM,Wheeler
2019-06-27,PHI,Nola
2019-06-27,ATL,Wilson
2019-06-27,CUB,Chatwood
2019-06-27,WAS,Strasburg
2019-06-27,MIA,Alcantara
2019-06-27,LAD,Buehler
2019-06-27,COL,Lambert
2019-06-27,ARI,Young
2019-06-27,SFO,Beede
2019-06-27,TEX,Jurado
2019-06-27,DET,Turnbull
2019-06-27,TAM,Stanek
2019-06-27,MIN,Perez
2019-06-27,OAK,Anderson
2019-06-27,LAA,Canning
2019-06-27,SEA,Leake
2019-06-27,MIL,Anderson
2019-06-27,PIT,Musgrove
2019-06-27,HOU,Peacock
2019-06-28,CUB,Hamels
2019-06-28,CIN,Gray
2019-06-28,ATL,Soroka
2019-06-28,NYM,Degrom
2019-06-28,PHI,Velasquez
2019-06-28,MIA,Hernandez
2019-06-28,PIT,Archer
2019-06-28,MIL,Chacin
2019-06-28,LAD,Ryu
2019-06-28,COL,Senzatela
2019-06-28,STL,Wacha
2019-06-28,SDG,Lauer
2019-06-28,ARI,Kelly
2019-06-28,SFO,Anderson
2019-06-28,CLE,Clevinger
2019-06-28,BAL,Means
2019-06-28,KAN,Duffy
2019-06-28,TOR,Reid
2019-06-28,TEX,Lynn
2019-06-28,TAM,Chirinos
2019-06-28,SEA,Carasiti
2019-06-28,HOU,Miley
2019-06-28,MIN,Berrios
2019-06-28,CWS,Detwiler
2019-06-28,OAK,Fiers
2019-06-28,LAA,Ramirez
2019-06-28,WAS,Sanchez
2019-06-28,DET,Norris
2019-06-29,PHI,Eflin
2019-06-29,MIA,Yamamoto
2019-06-29,ATL,Teheran
2019-06-29,NYM,Matz
2019-06-29,CUB,Quintana
2019-06-29,CIN,Castillo
2019-06-29,PIT,Lyles
2019-06-29,MIL,Woodruff
2019-06-29,LAD,Kershaw
2019-06-29,COL,Gray
2019-06-29,ARI,Greinke
2019-06-29,SFO,Pomeranz
2019-06-29,STL,Hudson
2019-06-29,SDG,Paddack
2019-06-29,NYY,Tanaka
2019-06-29,BOS,Porcello
2019-06-29,CLE,Plesac
2019-06-29,BAL,Cashner
2019-06-29,KAN,Bailey
2019-06-29,TOR,Stroman
2019-06-29,TEX,Sampson
2019-06-29,TAM,Mckay
2019-06-29,MIN,Pineda
2019-06-29,CWS,Nova
2019-06-29,SEA,Kikuchi
2019-06-29,HOU,Verlander
2019-06-29,OAK,Anderson
2019-06-29,LAA,Skaggs
2019-06-29,WAS,Voth
2019-06-29,DET,Soto
2019-06-30,PHI,Arrieta
2019-06-30,MIA,Richards
2019-06-30,CUB,Lester
2019-06-30,CIN,Desclafani
2019-06-30,PIT,Brault
2019-06-30,MIL,Davies
2019-06-30,LAD,Maeda
2019-06-30,COL,Gonzalez
2019-06-30,ARI,Ray
2019-06-30,SFO,Bumgarner
2019-06-30,STL,Mikolas
2019-06-30,SDG,Lucchesi
2019-06-30,ATL,Fried
2019-06-30,NYM,Syndergaard
2019-06-30,NYY,Tarpley
2019-06-30,BOS,Rodriguez
2019-06-30,CLE,Bieber
2019-06-30,BAL,Ynoa
2019-06-30,KAN,Keller
2019-06-30,TOR,Sanchez
2019-06-30,TEX,Chavez
2019-06-30,TAM,Snell
2019-06-30,SEA,Gonzales
2019-06-30,HOU,Cole
2019-06-30,MIN,Thorpe
2019-06-30,CWS,Giolito
2019-06-30,OAK,Bassitt
2019-06-30,LAA,Heaney
2019-06-30,WAS,Scherzer
2019-06-30,DET,Zimmermann
2019-07-01,CUB,Alzolay
2019-07-01,PIT,Williams
2019-07-01,MIL,Houser
2019-07-01,CIN,Mahle
2019-07-01,SFO,Samardzija
2019-07-01,SDG,Allen
2019-07-01,KAN,Sparkman
2019-07-01,TOR,Richard
2019-07-01,BAL,Eshelman
2019-07-01,TAM,Stanek
2019-07-02,CUB,Hendricks
2019-07-02,PIT,Musgrove
2019-07-02,MIA,Gallen
2019-07-02,WAS,Corbin
2019-07-02,MIL,Anderson
2019-07-02,CIN,Roark
2019-07-02,PHI,Nola
2019-07-02,ATL,Keuchel
2019-07-02,ARI,Clarke
2019-07-02,LAD,Stripling
2019-07-02,SFO,Beede
2019-07-02,SDG,Strahm
2019-07-02,BOS,Price
2019-07-02,TOR,Thornton
2019-07-02,BAL,Wojciechowski
2019-07-02,TAM,Morton
2019-07-02,LAA,Suarez
2019-07-02,TEX,Minor
2019-07-02,CLE,Bauer
2019-07-02,KAN,Junis
2019-07-02,MIN,Odorizzi
2019-07-02,OAK,Mengden
2019-07-02,NYY,Paxton
2019-07-02,NYM,Wheeler
2019-07-02,HOU,Urquidy
2019-07-02,COL,Marquez
2019-07-02,STL,Flaherty
2019-07-02,SEA,Carasiti
2019-07-03,MIA,Alcantara
2019-07-03,WAS,Strasburg
2019-07-03,CUB,Darvish
2019-07-03,PIT,Archer
2019-07-03,MIL,Chacin
2019-07-03,CIN,Gray
2019-07-03,PHI,Pivetta
2019-07-03,ATL,Wilson
2019-07-03,SFO,Anderson
2019-07-03,SDG,Quantrill
2019-07-03,ARI,Kelly
2019-07-03,LAD,Buehler
2019-07-03,BOS,Sale
2019-07-03,TOR,Phelps
2019-07-03,BAL,Means
2019-07-03,TAM,Stanek
2019-07-03,LAA,Barria
2019-07-03,TEX,Jurado
2019-07-03,DET,Alexander
2019-07-03,CWS,Detwiler
2019-07-03,CLE,Clevinger
2019-07-03,KAN,Duffy
2019-07-03,MIN,Gibson
2019-07-03,OAK,Fiers
2019-07-03,NYY,German
2019-07-03,NYM,Vargas
2019-07-03,HOU,Miley
2019-07-03,COL,Lambert
2019-07-03,STL,Wainwright
2019-07-03,SEA,Leake
2019-07-03,DET,Norris
2019-07-03,CWS,Cease
2019-07-04,MIA,Hernandez
2019-07-04,WAS,Sanchez
2019-07-04,MIL,Woodruff
2019-07-04,CIN,Castillo
2019-07-04,CUB,Quintana
2019-07-04,PIT,Lyles
2019-07-04,PHI,Eflin
2019-07-04,ATL,Soroka
2019-07-04,SDG,Lamet
2019-07-04,LAD,Ryu
2019-07-04,CLE,Plesac
2019-07-04,KAN,Bailey
2019-07-04,DET,Boyd
2019-07-04,CWS,Lopez
2019-07-04,MIN,Berrios
2019-07-04,OAK,Anderson
2019-07-04,NYY,Happ
2019-07-04,TAM,Chirinos
2019-07-04,BOS,Velazquez
2019-07-04,TOR,Law
2019-07-04,LAA,Canning
2019-07-04,TEX,Lynn
2019-07-04,STL,Wacha
2019-07-04,SEA,Carasiti
2019-07-05,MIL,Davies
2019-07-05,PIT,Brault
2019-07-05,PHI,Velasquez
2019-07-05,NYM,Degrom
2019-07-05,MIA,Yamamoto
2019-07-05,ATL,Teheran
2019-07-05,COL,Senzatela
2019-07-05,ARI,Greinke
2019-07-05,SDG,Lauer
2019-07-05,LAD,Kershaw
2019-07-05,STL,Hudson
