Date,VH,Team,Pitcher,Open,Close,Final
2016-04-07,H,LAA,HSANTIAGO-L,-106,-144,4
2016-04-08,V,PHI,JEICKHOFF-R,205,242,2
2016-04-08,H,NYM,JDEGROM-R,-230,-277,7
2016-04-08,V,SDG,CREA-R,135,140,13
2016-04-08,H,COL,JLYLES-R,-150,-155,6
2016-04-08,V,PIT,FLIRIANO-L,-150,-141,6
2016-04-08,H,CIN,ASIMON-R,135,126,5
2016-04-08,V,STL,JGARCIA-L,-160,-164,7
2016-04-08,H,ATL,MWISLER-R,140,144,4
2016-04-08,V,CUB,JHAMMEL-R,-135,-124,2
2016-04-08,H,ARI,RRAY-L,120,114,3
2016-04-08,V,LOS,RSTRIPLNG-R,110,-110,2
2016-04-08,H,SFO,MCAIN-R,-120,100,3
2016-04-08,V,NYY,LSEVERINO-R,110,108,0
2016-04-08,H,DET,JZIMMERMN-R,-125,-118,4
2016-04-08,V,CLE,DSALAZAR-R,-115,-144,7
2016-04-08,H,CWS,JDANKS-L,105,129,1
2016-04-08,V,TAM,CARCHER-R,-130,-125,1
2016-04-08,H,BAL,CTILLMAN-R,115,110,6
2016-04-08,V,BOS,JKELLY-R,150,140,8
2016-04-08,H,TOR,MSTROMAN-R,-170,-155,7
2016-04-08,V,MIN,ESANTANA-R,135,144,3
2016-04-08,H,KAN,YVENTURA-R,-150,-159,4
2016-04-08,V,TEX,AGRIFFIN-R,112,112,7
2016-04-08,H,LAA,MSHOEMAKR-R,-127,-127,3
2016-04-08,V,OAK,ESURKAMP-L,160,139,3
2016-04-08,H,SEA,TWALKER-R,-180,-154,2
2016-04-08,V,HOU,SFELDMAN-R,-135,-111,4
2016-04-08,H,MIL,CANDERSON-R,120,101,6
2016-04-09,V,PIT,GCOLE-R,-140,-122,1
2016-04-09,H,CIN,RIGLESIAS-R,125,112,5
2016-04-09,V,LOS,CKERSHAW-L,-135,-148,3
2016-04-09,H,SFO,MBUMGARNR-L,120,133,2
2016-04-09,V,STL,CMARTINEZ-R,-145,-130,12
2016-04-09,H,ATL,JTEHERAN-R,130,115,2
2016-04-09,V,PHI,VVELASQEZ-R,165,138,1
2016-04-09,H,NYM,BCOLON-R,-185,-153,0
2016-04-09,V,SDG,DPOMERANZ-L,140,111,16
2016-04-09,H,COL,JDELAROSA-L,-160,-121,3
2016-04-09,V,CUB,KHENDRICK-R,115,-105,4
2016-04-09,H,ARI,ZGREINKE-R,-130,-105,2
2016-04-09,V,BOS,RPORCELLO-R,115,105,8
2016-04-09,H,TOR,RDICKEY-R,-130,-115,4
2016-04-09,V,NYY,CSABATHIA-L,-104,101,8
2016-04-09,H,DET,MPELFREY-R,-106,-111,4
2016-04-09,V,CLE,CANDERSON-R,155,150,3
2016-04-09,H,CWS,CSALE-L,-175,-170,7
2016-04-09,V,MIN,TMILONE-L,130,111,0
2016-04-09,H,KAN,IKENNEDY-R,-145,-126,7
2016-04-09,V,TEX,CHAMELS-L,110,109,4
2016-04-09,H,LAA,GRICHARDS-R,-120,-119,1
2016-04-09,V,OAK,RHILL-L,130,114,6
2016-04-09,H,SEA,NKARNS-R,-145,-124,1
2016-04-09,V,HOU,DFISTER-R,-125,-155,6
2016-04-09,H,MIL,WPERALTA-R,110,140,4
2016-04-10,V,PHI,JHELICKSN-R,230,210,5
2016-04-10,H,NYM,MHARVEY-R,-260,-240,2
2016-04-10,V,PIT,JLOCKE-L,-130,-120,1
2016-04-10,H,CIN,TMELVILLE-R,115,110,2
2016-04-10,V,MIA,TKOEHLER-R,135,140,2
2016-04-10,H,WAS,JROSS-R,-150,-155,4
2016-04-10,V,STL,AWAINWRIG-R,-180,-158,12
2016-04-10,H,ATL,WPEREZ-R,160,143,7
2016-04-10,V,LOS,SKAZMIR-L,120,130,6
2016-04-10,H,SFO,JCUETO-R,-135,-145,9
2016-04-10,V,SDG,JSHIELDS-R,105,125,3
2016-04-10,H,COL,CBETTIS-R,-115,-140,6
2016-04-10,V,CUB,JARRIETA-R,-175,-215,7
2016-04-10,H,ARI,SMILLER-R,155,190,3
2016-04-10,V,BOS,SWRIGHT-R,115,136,0
2016-04-10,H,TOR,MESTRADA-R,-130,-151,3
2016-04-10,V,TAM,JODORIZZI-R,-104,-105,3
2016-04-10,H,BAL,VWORLEY-R,-106,-105,5
2016-04-10,V,MIN,RNOLASCO-R,140,150,3
2016-04-10,H,KAN,EVOLQUEZ-R,-160,-170,4
2016-04-10,V,TEX,MPEREZ-L,115,110,1
2016-04-10,H,LAA,JWEAVER-R,-130,-125,3
2016-04-10,V,OAK,CBASSITT-R,175,143,2
2016-04-10,H,SEA,FHERNANDZ-R,-200,-163,1
2016-04-10,V,HOU,DKEUCHEL-L,-160,-173,2
2016-04-10,H,MIL,JNELSON-R,140,153,3
2016-04-11,V,SDG,ACASHNER-R,110,110,4
2016-04-11,H,PHI,ANOLA-R,-120,-120,3
2016-04-11,V,MIL,TJUNGMANN-R,155,157,1
2016-04-11,H,STL,MWACHA-R,-175,-177,10
2016-04-11,V,ATL,BNORRIS-R,255,213,4
2016-04-11,H,WAS,MSCHERZER-R,-290,-243,6
2016-04-11,V,MIA,JCOSART-R,140,140,10
2016-04-11,H,NYM,SMATZ-L,-160,-160,3
2016-04-11,V,CIN,BFINNEGAN-L,205,165,3
2016-04-11,H,CUB,JLESTER-L,-235,-185,5
2016-04-11,V,BAL,YGALLARDO-R,170,165,9
2016-04-11,H,BOS,DPRICE-L,-190,-185,7
2016-04-11,V,CWS,JQUINTANA-L,105,-118,4
2016-04-11,H,MIN,KGIBSON-R,-115,108,1
2016-04-11,V,KAN,CYOUNG-R,120,133,2
2016-04-11,H,HOU,CMCHUGH-R,-135,-148,8
2016-04-11,V,LAA,NTROPEANO-R,160,129,4
2016-04-11,H,OAK,SGRAY-R,-180,-144,1
2016-04-11,V,TEX,CLEWIS-R,140,155,7
2016-04-11,H,SEA,HIWAKUMA-R,-160,-175,3
2016-04-11,V,PIT,JNIESE-L,106,141,7
2016-04-11,H,DET,VERLANDER-R,-116,-161,4
2016-04-12,V,ARI,PCORBIN-L,145,126,4
2016-04-12,H,LOS,KMAEDA-R,-165,-141,2
2016-04-12,V,ATL,JCHACIN-R,185,159,1
2016-04-12,H,WAS,GGONZALEZ-L,-210,-179,2
2016-04-12,V,SDG,RERLIN-L,-115,-108,0
2016-04-12,H,PHI,CMORTON-R,105,-102,3
2016-04-12,V,MIA,JFERNANDZ-R,120,110,2
2016-04-12,H,NYM,SYNDERGARD-R,-135,-125,1
2016-04-12,V,SFO,SAMARDZIJA-R,-125,106,7
2016-04-12,H,COL,TCHATWOOD-R,110,-116,2
2016-04-12,V,NYY,MTANAKA-R,105,104,3
2016-04-12,H,TOR,ASANCHEZ-R,-115,-114,2
2016-04-12,V,CLE,CKLUBER-R,-135,-120,1
2016-04-12,H,TAM,MMOORE-L,120,110,5
2016-04-12,V,BAL,MWRIGHT-R,150,137,9
2016-04-12,H,BOS,CBUCHHOLZ-R,-170,-152,5
2016-04-12,V,KAN,KMEDLEN-R,130,110,3
2016-04-12,H,HOU,MFIERS-R,-145,-125,2
2016-04-12,V,LAA,HSANTIAGO-L,105,103,5
2016-04-12,H,OAK,KGRAVEMAN-R,-115,-113,4
2016-04-12,V,TEX,DHOLLAND-L,115,111,8
2016-04-12,H,SEA,WMILEY-L,-130,-126,0
2016-04-12,V,PIT,JNICASIO-R,120,106,2
2016-04-12,H,DET,ASANCHEZ-R,-135,-116,8
2016-04-13,V,MIA,ACONLEY-L,115,105,1
2016-04-13,H,NYM,LVERRETT-R,-130,-115,2
2016-04-13,V,ATL,MWISLER-R,210,126,0
2016-04-13,H,WAS,TROARK-R,-240,-141,3
2016-04-13,V,SDG,CREA-R,110,105,1
2016-04-13,H,PHI,JEICKHOFF-R,-120,-115,2
2016-04-13,V,CIN,ASIMON-R,190,175,2
2016-04-13,H,CUB,JLACKEY-R,-215,-200,9
2016-04-13,V,MIL,CANDERSON-R,150,130,6
2016-04-13,H,STL,MLEAKE-R,-170,-145,4
2016-04-13,V,SFO,JPEAVY-R,-125,-105,6
2016-04-13,H,COL,JLYLES-R,110,-105,10
2016-04-13,V,ARI,RDELAROSA-R,135,155,1
2016-04-13,H,LOS,AWOOD-L,-150,-175,3
2016-04-13,V,LAA,MSHOEMAKR-R,-105,-107,5
2016-04-13,H,OAK,ESURKAMP-L,-105,-103,1
2016-04-13,V,TEX,AGRIFFIN-R,125,130,2
2016-04-13,H,SEA,TWALKER-R,-140,-145,4
2016-04-13,V,NYY,MPINEDA-R,110,111,2
2016-04-13,H,TOR,JHAPP-L,-120,-126,7
2016-04-13,V,BAL,UJIMENEZ-R,125,113,2
2016-04-13,H,BOS,JKELLY-R,-140,-123,4
2016-04-13,V,CLE,CCARRASCO-R,105,-109,4
2016-04-13,H,TAM,DSMYLY-L,-115,-101,1
2016-04-13,V,KAN,YVENTURA-R,100,-105,4
2016-04-13,H,HOU,SFELDMAN-R,-110,-105,2
2016-04-13,V,CWS,CRODON-L,-104,-105,3
2016-04-13,H,MIN,PHUGHES-R,-106,-105,0
2016-04-13,V,DET,SGREENE-R,140,112,7
2016-04-13,H,PIT,VOGELSONG-R,-160,-122,3
2016-04-14,V,SDG,DPOMERANZ-L,120,105,0
2016-04-14,H,PHI,VVELASQEZ-R,-135,-115,3
2016-04-14,V,MIL,WPERALTA-R,175,175,0
2016-04-14,H,STL,JGARCIA-L,-200,-200,7
2016-04-14,V,SFO,MCAIN-R,-130,-102,6
2016-04-14,H,COL,JDELAROSA-L,115,-108,11
2016-04-14,V,ATL,JTEHERAN-R,150,205,2
2016-04-14,H,WAS,SSTRASBRG-R,-170,-235,6
2016-04-14,V,CIN,RIGLESIAS-R,150,144,1
2016-04-14,H,CUB,JHAMMEL-R,-170,-159,8
2016-04-14,V,ARI,RRAY-L,145,111,2
2016-04-14,H,LOS,RSTRIPLNG-R,-165,-126,5
2016-04-14,V,CWS,MLATOS-R,105,114,3
2016-04-14,H,MIN,ESANTANA-R,-115,-124,1
2016-04-14,V,CLE,DSALAZAR-R,120,128,6
2016-04-14,H,TAM,CARCHER-R,-135,-143,0
2016-04-14,V,NYY,NEOVALDI-R,140,128,2
2016-04-14,H,TOR,MSTROMAN-R,-155,-143,4
2016-04-14,V,BAL,CTILLMAN-R,120,112,3
2016-04-14,H,TEX,CHAMELS-L,-135,-127,6
2016-04-14,V,KAN,IKENNEDY-R,110,113,6
2016-04-14,H,HOU,DFISTER-R,-120,-123,2
2016-04-14,V,DET,JZIMMERMN-R,130,133,7
2016-04-14,H,PIT,GCOLE-R,-145,-148,4
2016-04-15,V,COL,CBETTIS-R,175,210,6
2016-04-15,H,CUB,KHENDRCKS-R,-200,-240,1
2016-04-15,V,MIL,JNELSON-R,130,125,8
2016-04-15,H,PIT,JLOCKE-L,-145,-140,4
2016-04-15,V,WAS,JROSS-R,-143,-145,9
2016-04-15,H,PHI,JHELICKSN-R,128,130,1
2016-04-15,V,ATL,WPEREZ-R,165,185,6
2016-04-15,H,MIA,WCHEN-L,-185,-210,3
2016-04-15,V,CIN,TMELVILLE-R,165,165,3
2016-04-15,H,STL,CMARTINEZ-R,-185,-185,14
2016-04-15,V,SFO,MBUMGARNR-L,150,141,3
2016-04-15,H,LOS,CKERSHAW-L,-170,-161,7
2016-04-15,V,ARI,ZGREINKE-R,-120,-151,3
2016-04-15,H,SDG,JSHIELDS-R,110,136,2
2016-04-15,V,SEA,NKARNS-R,135,127,7
2016-04-15,H,NYY,LSEVERINO-R,-150,-142,1
2016-04-15,V,TOR,RDICKEY-R,110,109,3
2016-04-15,H,BOS,RPORCELLO-R,-125,-119,5
2016-04-15,V,CWS,CSALE-L,-120,-109,1
2016-04-15,H,TAM,JODORIZZI-R,110,-101,0
2016-04-15,V,BAL,VWORLEY-R,-102,-114,11
2016-04-15,H,TEX,MPEREZ-L,-108,104,5
2016-04-15,V,DET,MPELFREY-R,155,180,0
2016-04-15,H,HOU,DKEUCHEL-L,-175,-205,1
2016-04-15,V,LAA,GRICHARDS-R,-125,-150,4
2016-04-15,H,MIN,TMILONE-L,110,135,5
2016-04-15,V,KAN,EVOLQUEZ-R,-115,105,4
2016-04-15,H,OAK,RHILL-L,105,-115,2
2016-04-15,V,NYM,BCOLON-R,110,109,6
2016-04-15,H,CLE,CANDERSON-R,-125,-119,5
2016-04-16,V,CIN,BFINNEGAN-L,155,125,9
2016-04-16,H,STL,WAINWRIGHT-R,-175,-140,8
2016-04-16,V,COL,CBERGMAN-R,280,275,2
2016-04-16,H,CUB,JARRIETA-R,-320,-315,6
2016-04-16,V,MIL,TJUNGMANN-R,135,125,0
2016-04-16,H,PIT,JNIESE-L,-150,-140,5
2016-04-16,V,WAS,MSCHERZER-R,-185,-206,8
2016-04-16,H,PHI,ANOLA-R,165,181,1
2016-04-16,V,ATL,BNORRIS-R,160,130,6
2016-04-16,H,MIA,TKOEHLER-R,-180,-145,4
2016-04-16,V,ARI,SMILLER-R,110,-107,3
2016-04-16,H,SDG,ACASHNER-R,-120,-103,5
2016-04-16,V,SFO,JCUETO-R,110,-107,4
2016-04-16,H,LOS,SKAZMIR-L,-120,-103,3
2016-04-16,V,SEA,FHERNANDZ-R,-135,-122,3
2016-04-16,H,NYY,CSABATHIA-L,120,112,2
2016-04-16,V,LAA,JWEAVER-R,-120,114,4
2016-04-16,H,MIN,RNOLASCO-R,110,-124,6
2016-04-16,V,KAN,CYOUNG-R,-108,129,3
2016-04-16,H,OAK,SGRAY-R,-102,-144,5
2016-04-16,V,TOR,MESTRADA-R,135,117,2
2016-04-16,H,BOS,DPRICE-L,-150,-132,4
2016-04-16,V,CWS,JDANKS-L,125,133,2
2016-04-16,H,TAM,ERAMIREZ-R,-140,-148,7
2016-04-16,V,DET,VERLANDER-R,110,112,5
2016-04-16,H,HOU,CMCHUGH-R,-125,-127,3
2016-04-16,V,BAL,YGALLARDO-R,-120,-105,4
2016-04-16,H,TEX,CLEWIS-R,110,-105,8
2016-04-16,V,NYM,MHARVEY-R,-120,-122,5
2016-04-16,H,CLE,JTOMLIN-R,110,112,7
2016-04-17,V,ATL,JCHACIN-R,130,112,6
2016-04-17,H,MIA,JCOSART-R,-145,-127,5
2016-04-17,V,WAS,GGONZALEZ-L,-160,-150,2
2016-04-17,H,PHI,CMORTON-R,140,135,3
2016-04-17,V,MIL,ZDAVIES-R,140,110,3
2016-04-17,H,PIT,JNICASIO-R,-160,-125,9
2016-04-17,V,CIN,JMOSCOT-R,165,157,3
2016-04-17,H,STL,MWACHA-R,-185,-177,4
2016-04-17,V,COL,TCHATWOOD-R,210,205,2
2016-04-17,H,CUB,JLESTER-L,-240,-230,0
2016-04-17,V,ARI,PCORBIN-L,-135,102,7
2016-04-17,H,SDG,RERLIN-L,120,-112,3
2016-04-17,V,SFO,SAMARDZIJA-R,115,130,1
2016-04-17,H,LOS,KMAEDA-R,-130,-145,3
2016-04-17,V,SEA,HIWAKUMA-R,140,113,3
2016-04-17,H,NYY,MTANAKA-R,-160,-128,4
2016-04-17,V,CWS,JQUINTANA-L,110,-109,2
2016-04-17,H,TAM,MMOORE-L,-120,-101,3
2016-04-17,V,TOR,ASANCHEZ-R,-105,-141,5
2016-04-17,H,BOS,SWRIGHT-R,-105,126,3
2016-04-17,V,DET,ASANCHEZ-R,115,111,4
2016-04-17,H,HOU,MFIERS-R,-130,-121,5
2016-04-17,V,LAA,NTROPEANO-R,-115,-108,2
2016-04-17,H,MIN,KGIBSON-R,105,-102,3
2016-04-17,V,KAN,KMEDLEN-R,-125,-110,2
2016-04-17,H,OAK,CBASSITT-R,110,100,3
2016-04-17,V,NYM,SMATZ-L,140,144,6
2016-04-17,H,CLE,CKLUBER-R,-160,-159,0
2016-04-18,V,NYM,SYNDERGARD-R,-180,-171,5
2016-04-18,H,PHI,JEICKHOFF-R,160,151,2
2016-04-18,V,WAS,TROARK-R,140,156,1
2016-04-18,H,MIA,JFERNANDZ-R,-160,-176,6
2016-04-18,V,COL,JLYLES-R,110,112,5
2016-04-18,H,CIN,DSTRAILY-R,-125,-127,1
2016-04-18,V,CUB,JLACKEY-R,-120,-114,5
2016-04-18,H,STL,MLEAKE-R,110,104,0
2016-04-18,V,ARI,ABRADLEY-R,132,130,9
2016-04-18,H,SFO,JPEAVY-R,-147,-145,7
2016-04-18,V,TOR,JHAPP-L,105,-105,4
2016-04-18,H,BOS,CBUCHHOLZ-R,-115,-105,3
2016-04-18,V,LAA,HSANTIAGO-L,110,107,7
2016-04-18,H,CWS,CRODON-L,-120,-117,0
2016-04-18,V,MIL,CANDERSON-R,115,126,4
2016-04-18,H,MIN,PHUGHES-R,-130,-141,7
2016-04-19,V,NYM,LVERRETT-R,-117,-109,11
2016-04-19,H,PHI,VVELASQEZ-R,107,-101,1
2016-04-19,V,WAS,SSTRASBRG-R,-145,-146,7
2016-04-19,H,MIA,ACONLEY-L,130,131,0
2016-04-19,V,LOS,AWOOD-L,-135,-215,1
2016-04-19,H,ATL,WPEREZ-R,120,190,8
2016-04-19,V,COL,JDELAROSA-L,100,102,3
2016-04-19,H,CIN,STEPHENSON-R,-110,-112,4
2016-04-19,V,CUB,JHAMMEL-R,110,107,2
2016-04-19,H,STL,JGARCIA-L,-125,-117,1
2016-04-19,V,PIT,FLIRIANO-L,-140,-154,4
2016-04-19,H,SDG,CREA-R,125,139,5
2016-04-19,V,ARI,RRAY-L,120,108,3
2016-04-19,H,SFO,MCAIN-R,-135,-118,0
2016-04-19,V,SEA,WMILEY-L,140,136,2
2016-04-19,H,CLE,CCARRASCO-R,-160,-151,3
2016-04-19,V,OAK,ESURKAMP-L,150,144,3
2016-04-19,H,NYY,MPINEDA-R,-170,-164,2
2016-04-19,V,TOR,MSTROMAN-R,-135,-132,4
2016-04-19,H,BAL,MWRIGHT-R,120,117,3
2016-04-19,V,TAM,DSMYLY-L,115,-112,3
2016-04-19,H,BOS,JKELLY-R,-130,102,0
2016-04-19,V,DET,SGREENE-R,140,143,6
2016-04-19,H,KAN,YVENTURA-R,-160,-163,8
2016-04-19,V,HOU,SFELDMAN-R,113,-103,5
2016-04-19,H,TEX,DHOLLAND-L,-128,-107,7
2016-04-19,V,LAA,MSHOEMAKR-R,116,104,0
2016-04-19,H,CWS,MLATOS-R,-131,-114,5
2016-04-19,V,MIL,WPERALTA-R,130,157,6
2016-04-19,H,MIN,ESANTANA-R,-145,-177,5
2016-04-20,V,COL,CBETTIS-R,120,112,5
2016-04-20,H,CIN,RIGLESIAS-R,-135,-127,6
2016-04-20,V,CUB,KHENDRCKS-R,112,106,3
2016-04-20,H,STL,CMARTINEZ-R,-127,-116,5
2016-04-20,V,NYM,BCOLON-R,-145,-160,4
2016-04-20,H,PHI,JHELICKSN-R,130,140,5
2016-04-20,V,WAS,JROSS-R,-120,-108,3
2016-04-20,H,MIA,WCHEN-L,110,-102,1
2016-04-20,V,LOS,RSTRIPLNG-R,-160,-155,5
2016-04-20,H,ATL,JTEHERAN-R,140,140,3
2016-04-20,V,PIT,JLOCKE-L,-102,-109,2
2016-04-20,H,SDG,DPOMERANZ-L,-108,-101,8
2016-04-20,V,ARI,ZGREINKE-R,115,130,2
2016-04-20,H,SFO,MBUMGARNR-L,-130,-145,1
2016-04-20,V,LAA,GRICHARDS-R,135,139,1
2016-04-20,H,CWS,CSALE-L,-150,-154,2
2016-04-20,V,SEA,TWALKER-R,132,114,2
2016-04-20,H,CLE,DSALAZAR-R,-147,-129,1
2016-04-20,V,OAK,KGRAVEMAN-R,140,131,5
2016-04-20,H,NYY,NEOVALDI-R,-160,-146,2
2016-04-20,V,TOR,RDICKEY-R,100,107,3
2016-04-20,H,BAL,UJIMENEZ-R,-110,-117,4
2016-04-20,V,TAM,CARCHER-R,-115,-105,3
2016-04-20,H,BOS,RPORCELLO-R,105,-105,7
2016-04-20,V,DET,JZIMMERMN-R,-102,117,3
2016-04-20,H,KAN,IKENNEDY-R,-108,-132,2
2016-04-20,V,HOU,DFISTER-R,125,113,1
2016-04-20,H,TEX,CHAMELS-L,-140,-123,2
2016-04-20,V,MIN,TMILONE-L,110,125,5
2016-04-20,H,MIL,JNELSON-R,-125,-140,10
2016-04-21,V,WAS,MSCHERZER-R,-170,-205,1
2016-04-21,H,MIA,TKOEHLER-R,150,180,5
2016-04-21,V,LOS,CKERSHAW-L,-260,-290,2
2016-04-21,H,ATL,MWISLER-R,230,255,1
2016-04-21,V,ARI,SMILLER-R,150,157,6
2016-04-21,H,SFO,JCUETO-R,-170,-177,2
2016-04-21,V,CUB,JARRIETA-R,-210,-200,16
2016-04-21,H,CIN,BFINNEGAN-L,185,175,0
2016-04-21,V,PIT,GCOLE-R,-145,-155,11
2016-04-21,H,SDG,JSHIELDS-R,130,140,1
2016-04-21,V,SEA,NKARNS-R,110,-114,10
2016-04-21,H,CLE,CANDERSON-R,-125,104,7
2016-04-21,V,LAA,JWEAVER-R,110,-105,3
2016-04-21,H,CWS,JDANKS-L,-120,-105,2
2016-04-21,V,TAM,JODORIZZI-R,140,140,12
2016-04-21,H,BOS,DPRICE-L,-160,-155,8
2016-04-21,V,OAK,RHILL-L,125,110,7
2016-04-21,H,NYY,LSEVERINO-R,-140,-125,3
2016-04-21,V,TOR,MESTRADA-R,-101,-123,2
2016-04-21,H,BAL,CTILLMAN-R,-109,113,3
2016-04-21,V,DET,MPELFREY-R,150,144,0
2016-04-21,H,KAN,EVOLQUEZ-R,-170,-159,4
2016-04-21,V,HOU,DKEUCHEL-L,-160,-190,4
2016-04-21,H,TEX,AGRIFFIN-R,140,170,7
2016-04-21,V,MIN,RNOLASCO-R,110,-105,8
2016-04-21,H,MIL,TJUNGMANN-R,-120,-105,1
2016-04-22,V,NYM,MHARVEY-R,-180,-200,6
2016-04-22,H,ATL,BNORRIS-R,160,175,3
2016-04-22,V,CUB,JLESTER-L,-205,-210,8
2016-04-22,H,CIN,JMOSCOT-R,180,185,1
2016-04-22,V,PHI,ANOLA-R,109,113,5
2016-04-22,H,MIL,ZDAVIES-R,-119,-128,2
2016-04-22,V,LOS,SKAZMIR-L,-130,-124,5
2016-04-22,H,COL,JGRAY-R,115,114,7
2016-04-22,V,PIT,JNIESE-L,115,113,8
2016-04-22,H,ARI,PCORBIN-L,-130,-128,7
2016-04-22,V,MIA,JCOSART-R,135,150,1
2016-04-22,H,SFO,SAMARDZIJA-R,-150,-170,8
2016-04-22,V,STL,WAINWRIGHT-R,-130,-140,1
