Date,home,visitor,home_open_odds,visitor_open_odds,home_close_odds,visitor_close_odds,home_win_loss,visitor_win_loss,Home_PitchingK%,Home_PitchingBB%,Home_PitchingOBP_allowed,Home_PitchingSLG%_allowed,Visitor_PitchingK%,Visitor_PitchingBB%,Visitor_PitchingOBP_allowed,Visitor_PitchingSLG%_allowed,Home_HittingK%,Home_HittingBB%,Home_HittingOBP,Home_HittingSLG%,Visitor_HittingK%,Visitor_HittingBB%,Visitor_HittingOBP,Visitor_HittingSLG%
2017-04-12,COL,SDG,-166,146,-153,138,0,1,0.2782874617737003,0.09174311926605505,0.32098765432098764,0.4379310344827586,0.19076923076923077,0.10153846153846154,0.3169230769230769,0.4529616724738676,0.225,0.08125,0.3047619047619048,0.4405594405594406,0.221875,0.084375,0.28253968253968254,0.38515901060070673
2017-04-12,PIT,CIN,-151,136,-147,132,0,1,0.1672473867595819,0.08013937282229965,0.3462897526501767,0.43700787401574803,0.2593856655290102,0.1296928327645051,0.2979452054794521,0.30434782608695654,0.17216117216117216,0.08791208791208792,0.3074074074074074,0.29045643153526973,0.1717171717171717,0.06734006734006734,0.32081911262798635,0.4849624060150376
2017-04-12,PHI,NYM,-111,101,-118,108,0,1,0.22950819672131148,0.08852459016393442,0.34868421052631576,0.5514705882352942,0.2403846153846154,0.08012820512820513,0.3032258064516129,0.3674911660777385,0.24342105263157895,0.10526315789473684,0.33223684210526316,0.45353159851301117,0.21428571428571427,0.09415584415584416,0.3051948051948052,0.4492753623188406
2017-04-12,WAS,STL,-201,176,-180,160,0,1,0.2057877813504823,0.06752411575562701,0.3300970873786408,0.44285714285714284,0.18867924528301888,0.07861635220125786,0.3503184713375796,0.4642857142857143,0.2120253164556962,0.11075949367088607,0.3853503184713376,0.5217391304347826,0.21333333333333335,0.10333333333333333,0.30201342281879195,0.3244274809160305
2017-04-12,MIA,ATL,-126,111,-109,-101,0,1,0.24313725490196078,0.08627450980392157,0.30708661417322836,0.42424242424242425,0.1417910447761194,0.10074626865671642,0.3471698113207547,0.39655172413793105,0.22344322344322345,0.08058608058608059,0.34444444444444444,0.40082644628099173,0.22580645161290322,0.06093189964157706,0.30685920577617326,0.3952569169960474
2017-04-12,CUB,LOS,-141,126,-126,111,0,1,0.2744360902255639,0.09398496240601503,0.2792452830188679,0.31063829787234043,0.25806451612903225,0.06451612903225806,0.2644927536231884,0.375,0.22491349480968859,0.10726643598615918,0.34494773519163763,0.3665338645418327,0.20723684210526316,0.11513157894736842,0.3521594684385382,0.4307692307692308
2017-04-12,SFO,ARI,-131,116,-111,101,1,0,0.21994134897360704,0.09090909090909091,0.3323442136498516,0.4370860927152318,0.20738636363636365,0.09375,0.3171428571428571,0.3903225806451613,0.20857142857142857,0.09428571428571429,0.3209169054441261,0.42071197411003236,0.2316715542521994,0.07331378299120235,0.34705882352941175,0.46474358974358976
2017-04-12,DET,MIN,-156,141,-137,122,1,0,0.19318181818181818,0.09848484848484848,0.3231939163498099,0.3593073593073593,0.1825726141078838,0.08713692946058091,0.2697095435684647,0.2916666666666667,0.22857142857142856,0.12244897959183673,0.3183673469387755,0.41232227488151657,0.22900763358778625,0.12213740458015267,0.32950191570881227,0.36403508771929827
2017-04-12,CLE,CWS,-241,211,-260,230,0,1,0.265625,0.06640625,0.3176470588235294,0.461864406779661,0.23873873873873874,0.10810810810810811,0.2895927601809955,0.39487179487179486,0.19622641509433963,0.10566037735849057,0.3041825095057034,0.3620689655172414,0.22972972972972974,0.08108108108108109,0.2986425339366516,0.3768844221105528
2017-04-12,NYY,TAM,-126,111,-125,110,1,0,0.26229508196721313,0.06967213114754098,0.2880658436213992,0.336322869955157,0.18874172185430463,0.0728476821192053,0.27906976744186046,0.38545454545454544,0.1890909090909091,0.10181818181818182,0.3381818181818182,0.430327868852459,0.26,0.10666666666666667,0.3277591973244147,0.3886792452830189
2017-04-12,BOS,BAL,-151,136,-137,122,0,1,0.2608695652173913,0.08300395256916997,0.2845849802371542,0.33771929824561403,0.20242914979757085,0.12550607287449392,0.3724696356275304,0.3755868544600939,0.16666666666666666,0.09259259259259259,0.34074074074074073,0.37656903765690375,0.22274881516587677,0.061611374407582936,0.2714285714285714,0.3384615384615385
2017-04-12,KAN,OAK,-121,111,-116,106,0,1,0.18382352941176472,0.13970588235294118,0.362962962962963,0.3782608695652174,0.2268041237113402,0.08247422680412371,0.29553264604810997,0.33587786259541985,0.24806201550387597,0.08139534883720931,0.2677165354330709,0.341991341991342,0.22413793103448276,0.08620689655172414,0.29310344827586204,0.38697318007662834
2017-04-12,LAA,TEX,-136,121,-137,122,0,1,0.2226027397260274,0.06506849315068493,0.281786941580756,0.3886792452830189,0.19133574007220217,0.10469314079422383,0.33935018050541516,0.4315352697095436,0.18627450980392157,0.08496732026143791,0.35947712418300654,0.45652173913043476,0.25769230769230766,0.07692307692307693,0.2972972972972973,0.4358974358974359
2017-04-12,SEA,HOU,111,-121,113,-123,0,1,0.2,0.07647058823529412,0.33136094674556216,0.44983818770226536,0.22527472527472528,0.09340659340659341,0.3,0.3522012578616352,0.21714285714285714,0.08571428571428572,0.28653295128939826,0.30944625407166126,0.1936416184971098,0.0838150289017341,0.3177842565597668,0.3935483870967742
2017-04-12,TOR,MIL,-191,171,-218,193,0,1,0.23809523809523808,0.0989010989010989,0.33088235294117646,0.4426229508196721,0.20496894409937888,0.12422360248447205,0.3584905660377358,0.4051094890510949,0.22140221402214022,0.0996309963099631,0.2777777777777778,0.2875,0.3197278911564626,0.0782312925170068,0.2935153583617747,0.4307116104868914
2017-04-13,MIA,NYM,-130,115,-128,113,0,1,0.22758620689655173,0.08620689655172414,0.31010452961672474,0.44061302681992337,0.23699421965317918,0.07803468208092486,0.29651162790697677,0.3619047619047619,0.22580645161290322,0.07741935483870968,0.3322475570032573,0.4007220216606498,0.2289855072463768,0.09855072463768116,0.3072463768115942,0.43790849673202614
2017-04-13,CUB,LOS,-140,125,-121,111,1,0,0.3038461538461538,0.08846153846153847,0.2548262548262548,0.28448275862068967,0.2604501607717042,0.06752411575562701,0.26384364820846906,0.35563380281690143,0.21754385964912282,0.11929824561403508,0.34397163120567376,0.3469387755102041,0.22514619883040934,0.11988304093567251,0.34513274336283184,0.4143835616438356
2017-04-13,CIN,MIL,-115,105,104,-114,0,1,0.2621951219512195,0.11890243902439024,0.29357798165137616,0.3146853146853147,0.2096317280453258,0.12181303116147309,0.3467048710601719,0.3841059602649007,0.16422287390029325,0.06744868035190615,0.3323442136498516,0.48534201954397393,0.29878048780487804,0.07317073170731707,0.2874617737003058,0.4266666666666667
2017-04-13,SFO,COL,-180,160,-172,152,0,1,0.21994134897360704,0.09970674486803519,0.3264094955489614,0.4161073825503356,0.26575342465753427,0.09315068493150686,0.32320441988950277,0.43478260869565216,0.20916905444126074,0.09455587392550144,0.3160919540229885,0.3967741935483871,0.22253521126760564,0.09014084507042254,0.3,0.4158730158730159
2017-04-13,CLE,CWS,-200,175,-205,180,0,1,0.2793103448275862,0.06551724137931035,0.3044982698961938,0.42696629213483145,0.24124513618677043,0.10894941634241245,0.2784313725490196,0.36444444444444446,0.20333333333333334,0.10666666666666667,0.29292929292929293,0.33969465648854963,0.25,0.078125,0.28627450980392155,0.34782608695652173
2017-04-13,DET,MIN,-150,135,-128,113,0,1,0.20134228187919462,0.10067114093959731,0.3164983164983165,0.34615384615384615,0.17518248175182483,0.08394160583941605,0.27106227106227104,0.3020408163265306,0.2158273381294964,0.11510791366906475,0.3140794223826715,0.4083333333333333,0.23310810810810811,0.12162162162162163,0.3220338983050847,0.35019455252918286
2017-04-13,LAA,TEX,110,-125,114,-129,0,1,0.218562874251497,0.0718562874251497,0.29429429429429427,0.4205298013245033,0.19230769230769232,0.09615384615384616,0.32371794871794873,0.4249084249084249,0.187683284457478,0.07917888563049853,0.34310850439882695,0.44805194805194803,0.24834437086092714,0.08278145695364239,0.3089700996677741,0.46494464944649444
2017-04-13,NYY,TAM,-130,115,-142,127,1,0,0.26859504132231404,0.06611570247933884,0.27385892116182575,0.3063063063063063,0.16556291390728478,0.08609271523178808,0.2857142857142857,0.39194139194139194,0.16363636363636364,0.11636363636363636,0.34545454545454546,0.4380165289256198,0.2651006711409396,0.1040268456375839,0.3164983164983165,0.36363636363636365
2017-04-13,TOR,BAL,-115,105,-119,109,0,1,0.2247557003257329,0.09120521172638436,0.3202614379084967,0.4368231046931408,0.1896551724137931,0.1206896551724138,0.3724137931034483,0.388,0.2251655629139073,0.09933774834437085,0.2724252491694352,0.27611940298507465,0.20866141732283464,0.05511811023622047,0.30039525691699603,0.4279661016949153
2017-04-13,KAN,OAK,-130,115,-138,123,1,0,0.1746031746031746,0.13968253968253969,0.3706070287539936,0.3886792452830189,0.21646341463414634,0.07926829268292683,0.2926829268292683,0.3434343434343434,0.23389830508474577,0.07796610169491526,0.26804123711340205,0.34962406015037595,0.21021021021021022,0.09309309309309309,0.30930930930930933,0.3952702702702703
